id,female,educate,AfricanAmerican,OtherEthnic,Latinx,income,immigrant,SameOpinions,CandidateSame
287,1,16,1,0,0,4,0,1,19.662186
288,0,16,1,0,0,8,0,1,20.021229
289,1,15,0,0,0,10,0,1,10.419654
290,1,19,0,0,0,16,0,0,7.6681519
291,0,8,0,0,1,4,1,1,29.70092
292,0,18,1,0,0,10,0,1,17.292324
293,1,18,0,0,0,15,0,1,10.525236
294,1,15,0,0,1,9,0,0,19.945969
295,0,20,0,0,0,15,0,0,7.8964224
296,1,14,0,0,1,8,1,0,13.854142
297,1,18,0,0,1,15,1,1,20.748404
298,0,15,1,0,0,11,0,0,17.664379
299,0,16,0,0,0,12,0,0,14.842772
300,1,16,0,0,0,1,0,0,10.905516
302,1,19,0,1,0,12,0,0,15.225106
303,0,18,1,0,0,17,0,1,17.167896
304,1,19,0,0,0,17,0,1,4.1456599
305,0,17,1,0,0,18,0,1,18.291187
306,1,16,0,0,0,11,0,0,10.690046
307,1,10,0,0,0,12,0,1,11.648769
308,1,15,0,0,0,9,0,1,11.635845
309,1,15,0,0,0,4,0,1,10.567125
311,1,15,0,0,0,10,0,1,10.815096
312,1,16,1,0,0,12,0,0,19.273386
315,0,15,0,0,1,4,0,1,17.512787
316,1,16,0,0,0,16,0,1,10.296257
317,1,18,1,0,0,12,0,1,18.11367
318,0,18,1,0,0,10,1,0,20.984077
319,0,18,0,0,0,5,0,0,15.02784
320,1,15,1,0,0,13,0,1,19.744268
321,0,19,0,1,0,16,1,1,7.3516512
323,1,16,0,0,1,11,0,0,22.95986
324,0,15,0,0,1,13,1,1,27.36145
325,1,16,0,0,0,14,0,0,9.904151
326,0,15,0,0,1,10,1,1,33.34272
328,1,18,0,0,0,10,0,1,9.856122
329,0,9,0,0,1,7,1,1,29.073009
330,1,18,0,1,0,11,1,1,7.3516512
331,0,18,1,0,0,11,0,0,20.420294
332,0,16,0,0,0,13,0,1,12.329849
335,0,19,0,0,1,12,1,1,24.583698
336,0,17,0,0,1,13,1,0,9.5631084
337,0,15,1,0,0,11,0,0,20.922501
338,1,19,0,0,1,16,0,0,16.339293
339,1,16,1,0,0,7,0,1,20.362028
340,0,18,0,1,0,15,1,1,17.106602
341,0,15,0,0,0,9,0,1,11.168323
342,1,19,0,0,0,15,0,1,5.492002
343,1,19,0,0,1,13,0,0,14.385163
344,1,16,0,0,0,15,0,1,12.20721
346,1,15,0,0,1,5,1,0,15.263165
347,0,18,0,0,0,14,0,0,7.3516512
349,1,8,0,0,1,11,1,0,23.81798
350,1,16,0,0,0,13,0,0,14.24415
351,0,17,0,0,1,17,1,0,13.986021
352,0,11,0,0,1,7,1,0,13.986021
353,0,16,0,0,0,14,0,1,12.069641
354,0,19,1,0,0,17,0,1,19.368214
355,1,15,0,0,0,10,0,0,9.1569471
356,0,16,0,0,1,12,1,0,15.676258
357,1,17,0,0,1,16,0,0,19.831932
358,0,9,0,0,1,8,1,1,29.073009
359,0,15,0,0,0,9,0,0,13.946538
360,1,17,0,0,0,10,0,1,13.277389
361,0,16,0,0,1,12,1,1,17.117428
362,0,15,1,0,0,18,0,0,17.801081
363,0,12,0,0,0,8,0,0,11.086945
364,0,15,0,0,1,10,1,0,36.616505
366,1,10,0,0,1,8,1,1,30.503355
367,0,16,0,0,1,16,0,1,15.115434
368,0,10,0,0,1,8,1,1,21.548485
369,0,9,0,0,1,8,1,0,17.453299
370,1,10,0,0,1,10,1,1,30.482033
371,0,18,0,1,0,13,0,0,15.923321
372,0,16,0,0,0,11,0,0,10.42964
373,0,15,0,0,1,11,1,1,15.048347
374,0,15,0,0,1,16,1,1,25.799227
375,0,17,0,0,1,9,1,0,28.291899
376,0,7,0,0,1,9,1,1,10.191018
377,1,16,0,0,1,9,0,1,12.423798
378,0,20,0,0,0,3,0,1,12.332479
379,0,15,0,0,1,11,1,1,26.861553
380,0,15,0,0,1,8,1,1,31.912376
381,0,16,0,0,1,10,0,1,19.522511
382,0,16,0,0,0,11,0,1,17.509907
383,0,15,1,0,0,19,0,1,17.670929
384,1,15,0,0,1,6,0,0,35.186161
385,1,18,0,0,0,18,0,1,8.1084929
386,0,16,0,0,1,19,0,1,16.278679
387,0,18,0,0,1,16,0,1,15.571422
388,1,16,0,0,0,9,0,1,10.578042
389,1,19,0,0,0,18,0,1,9.9673815
390,0,16,0,0,0,10,0,0,8.2267752
391,0,11,0,0,1,4,0,1,7.3516512
392,1,19,0,0,0,12,0,0,8.9716492
393,0,15,0,0,0,11,0,1,12.03225
394,0,15,0,0,0,15,0,0,12.99313
395,0,9,0,0,1,8,1,0,20.727081
396,1,9,0,0,1,1,1,0,26.861553
397,1,15,0,0,1,4,1,0,24.368883
398,0,19,0,0,0,13,0,1,9.5213423
399,0,15,0,0,1,11,1,1,23.58777
400,1,16,0,0,0,19,0,0,9.648838
401,1,15,0,0,1,6,0,1,14.012523
402,1,13,1,0,0,7,0,1,21.316748
404,0,9,0,0,1,10,1,0,22.95986
405,1,15,1,0,0,11,0,0,17.698269
406,1,16,0,0,1,6,0,0,18.104727
407,0,16,1,0,0,9,0,1,19.891077
408,1,15,0,0,1,11,1,1,21.723009
409,1,16,0,0,1,12,1,0,9.5631084
410,0,13,0,0,1,10,1,1,26.277512
411,1,15,1,0,0,12,1,1,34.471447
412,0,15,0,0,1,10,1,0,19.31806
413,0,16,1,0,0,5,0,0,18.89201
414,1,11,0,0,1,4,1,1,27.208248
415,1,16,0,0,1,10,1,0,8.7819958
416,1,18,0,1,0,6,1,0,16.783806
417,1,19,0,0,1,13,1,1,13.955694
418,1,18,0,0,0,14,0,0,13.417779
419,1,14,0,0,0,8,0,1,8.0691423
420,1,11,0,0,1,8,0,0,10.625435
421,1,15,0,0,0,1,0,1,13.367651
422,1,15,0,0,0,2,0,1,12.642933
423,0,10,0,0,1,9,1,0,11.642686
424,0,7,0,0,1,1,1,1,20.452751
426,0,15,0,0,1,11,0,1,17.300097
427,1,8,0,0,1,3,1,1,18.515625
428,0,17,0,0,0,14,0,0,11.045864
429,1,7,0,0,1,7,1,1,30.503355
430,0,16,1,0,0,11,0,1,17.654335
431,0,15,0,0,0,17,1,0,13.561901
432,0,18,0,0,0,14,0,1,8.5338793
433,0,8,0,0,1,7,1,0,26.861553
434,0,16,0,0,0,15,0,0,9.8245726
435,0,16,1,0,0,8,1,1,23.532488
436,0,14,1,0,0,8,0,1,21.180943
437,1,17,0,0,0,14,0,1,9.3031168
438,1,15,0,0,1,4,1,1,27.642666
440,1,15,0,0,1,13,1,1,13.30127
441,0,18,0,1,0,14,0,1,18.271973
443,0,9,0,0,1,7,1,0,25.018116
444,0,20,0,1,0,17,1,0,7.3516512
446,1,13,1,0,0,2,0,0,20.029343
448,1,15,0,0,1,2,1,1,24.473419
449,1,19,0,1,0,15,0,1,14.895145
450,0,16,0,0,1,11,0,0,19.31806
451,0,18,0,0,0,12,0,0,12.735587
452,1,15,1,0,0,8,0,0,19.704426
453,0,15,0,0,1,10,0,1,16.581837
454,1,15,0,0,1,13,0,0,15.707179
455,1,12,1,0,0,1,0,1,18.638885
456,0,15,0,0,1,9,1,1,7.3516512
457,1,9,0,0,1,6,1,1,24.368883
458,1,15,0,0,1,10,1,1,19.31806
459,1,17,0,0,1,14,0,0,15.203941
460,0,19,0,0,0,18,0,1,6.1536989
461,0,11,0,0,1,4,1,0,16.044277
462,0,18,0,0,0,12,0,1,10.904936
463,0,19,0,0,0,17,0,0,10.343745
464,0,11,0,0,1,10,1,1,36.616505
465,1,15,0,0,1,7,1,1,15.416367
466,1,15,0,0,1,5,1,0,19.31806
467,1,17,1,0,0,12,0,0,15.675361
468,1,19,0,0,0,16,0,1,10.227683
469,1,7,0,0,1,11,1,1,32.32547
471,1,12,0,0,1,7,1,1,36.616505
472,0,16,1,0,0,13,0,0,20.556124
473,1,13,0,0,0,4,0,0,12.73258
475,0,8,0,0,1,9,1,0,17.755835
476,1,17,0,1,0,9,0,1,16.08884
477,0,16,0,0,0,12,0,0,13.365546
478,0,15,0,0,0,15,0,1,11.407874
479,1,18,0,0,1,8,1,1,21.744333
480,0,16,0,0,0,13,0,1,12.256955
481,1,18,1,0,0,14,0,1,16.644676
482,1,12,1,0,0,8,0,1,19.638685
483,1,18,0,0,0,17,0,1,7.1144137
484,0,16,0,0,0,1,0,1,14.938742
485,0,18,1,0,0,14,0,1,20.816469
486,0,15,0,0,0,15,0,1,12.302531
487,1,15,1,0,0,3,0,1,19.959738
488,1,15,0,0,0,12,0,0,7.8106055
489,1,16,0,0,0,13,0,1,7.5130525
490,1,19,0,1,0,19,0,0,16.325491
491,1,18,0,0,0,14,0,0,10.259945
492,1,10,0,0,1,7,1,1,22.157425
493,0,15,1,0,0,1,1,1,14.038731
494,1,15,0,0,0,7,0,1,11.205549
495,0,16,1,0,0,18,0,1,18.262949
496,0,15,0,0,1,12,1,1,31.912376
497,1,15,0,1,0,10,0,1,18.610775
498,0,15,1,0,0,14,0,0,17.040096
499,0,15,0,0,1,9,1,0,24.368883
500,1,18,0,0,1,12,0,0,18.742611
502,1,16,0,0,0,7,0,1,12.687877
503,0,18,0,0,0,17,0,0,10.626486
504,1,9,1,0,0,5,1,1,21.655668
505,1,7,0,0,1,8,1,1,51.703495
506,0,15,0,0,1,11,1,1,23.868984
507,1,11,1,0,0,1,0,1,20.851458
508,1,10,0,0,1,6,0,1,17.106602
509,1,16,1,0,0,16,0,0,19.01391
510,1,19,0,1,0,13,1,1,13.899218
511,0,15,0,0,1,4,1,0,33.34272
512,1,15,1,0,0,11,0,1,22.349154
513,1,15,0,0,0,9,0,1,9.8932333
514,0,14,0,0,0,9,0,1,12.855397
515,1,16,1,0,0,12,0,0,16.453152
516,1,16,0,0,0,13,0,1,12.796694
517,1,19,0,1,0,16,1,1,12.141235
518,0,15,0,0,1,15,1,1,24.368883
519,0,16,0,1,0,6,0,1,15.676258
520,0,13,0,0,1,8,1,0,22.317076
521,1,18,0,0,1,12,0,1,13.163044
522,1,16,0,0,0,10,0,0,11.706434
523,1,15,0,0,0,11,1,0,11.133294
524,1,9,0,0,1,4,1,1,36.616505
525,0,16,0,0,0,16,0,0,11.352571
526,1,18,0,0,0,16,0,1,9.5933113
527,0,15,0,0,0,8,0,0,12.499854
528,1,16,0,0,1,12,0,0,14.806828
529,0,16,1,0,0,9,0,1,21.863356
530,1,15,1,0,0,6,0,0,17.262985
531,1,15,0,0,0,11,1,0,10.625435
532,1,15,0,0,0,5,0,1,14.071564
533,0,16,0,0,1,12,1,1,19.200882
534,1,9,0,0,1,11,1,0,35.186161
535,1,15,0,0,1,7,1,1,17.887714
536,0,15,0,0,0,15,0,1,11.45032
537,1,12,0,0,1,8,1,1,17.106602
538,0,12,0,0,1,10,1,1,36.616505
539,0,11,0,0,1,8,1,0,37.464016
540,1,9,0,0,1,1,1,0,30.503355
541,1,15,0,0,1,15,0,1,17.106602
542,1,16,0,0,0,16,0,0,7.9789743
543,1,15,0,0,0,11,0,1,7.5112877
545,0,8,0,0,1,6,1,0,31.544359
546,0,12,0,0,1,14,1,0,7.3516512
547,1,9,0,0,1,11,1,0,25.43121
548,1,17,0,0,0,14,0,0,9.1919413
549,0,11,0,0,1,8,1,0,17.106602
550,0,15,0,0,1,12,1,0,19.945969
552,1,10,0,0,1,12,0,1,21.744333
553,0,18,1,0,0,15,0,1,21.119951
554,1,11,0,0,1,8,1,0,20.748404
555,1,8,0,0,1,6,1,1,22.157425
556,0,16,0,0,1,12,0,1,26.21232
557,1,7,0,0,1,10,1,1,17.106602
558,0,11,0,1,0,11,1,0,35.186161
560,0,20,1,0,0,18,1,1,18.717665
561,1,15,0,0,1,8,1,1,15.241841
564,0,16,0,0,0,6,0,1,8.8087053
565,0,19,1,0,0,5,0,1,17.303764
566,1,11,0,0,1,9,0,1,33.34272
567,1,10,0,0,1,4,1,1,7.3516512
568,0,16,1,0,0,17,0,1,16.639599
569,0,18,0,0,0,12,0,0,6.8450408
570,0,19,0,0,0,10,0,1,11.070729
571,1,15,0,0,0,8,0,1,9.6170521
573,1,19,0,1,0,16,1,1,15.744362
575,1,18,0,0,0,15,0,1,9.4391956
576,0,17,0,1,0,9,0,1,16.69351
577,0,16,1,0,0,7,0,1,19.890249
578,0,15,0,0,1,2,1,0,18.536947
580,0,11,0,0,1,7,0,1,10.212341
581,1,20,1,0,0,19,1,1,14.65754
582,1,18,0,0,1,13,0,1,16.267878
583,1,17,0,0,0,11,0,1,11.309273
585,0,12,0,0,1,10,1,1,7.3516512
586,1,17,0,0,1,14,1,0,22.807148
587,0,17,0,0,0,7,0,0,15.96271
588,1,16,1,0,0,10,0,1,21.05336
589,1,15,0,0,1,13,1,0,13.044303
590,1,15,0,0,1,8,1,1,19.339382
591,0,15,1,0,0,18,0,1,15.633256
592,0,14,0,0,1,13,1,1,19.388165
594,1,16,0,0,1,18,0,0,14.762113
595,1,15,1,0,0,8,0,0,19.643099
596,1,9,0,0,1,9,1,0,26.861553
597,1,13,1,0,0,4,0,1,21.250431
598,0,18,0,0,0,17,0,0,12.291948
600,0,18,1,0,0,9,0,1,20.185545
601,1,16,0,0,0,14,0,1,12.33736
602,1,19,0,0,0,19,0,0,5.9729748
604,1,11,0,0,1,4,1,0,14.613932
605,1,17,1,0,0,13,0,1,20.211239
606,1,18,0,0,0,17,0,0,14.128669
607,0,15,0,0,1,13,1,0,30.135336
608,0,15,1,0,0,13,0,1,20.796417
609,1,16,1,0,0,11,0,0,18.317497
610,1,19,0,0,0,16,0,1,12.304318
611,1,15,1,0,0,12,0,1,18.78838
612,0,20,0,0,0,16,0,1,8.5067186
613,1,15,0,0,0,10,0,1,9.986022
614,0,18,0,0,0,14,0,1,9.1018248
615,1,15,1,0,0,8,0,1,21.481064
616,1,9,0,0,1,8,1,0,9.5631084
617,0,20,1,0,0,14,1,1,10.212341
618,1,18,0,0,0,5,1,1,13.486124
619,0,16,0,0,0,8,0,0,12.217113
621,0,14,0,0,1,11,1,0,36.616505
622,1,16,0,0,0,17,0,0,10.438803
623,0,16,0,0,1,13,0,1,18.702587
624,1,15,0,0,1,11,1,1,8.7819958
625,0,18,1,0,0,14,0,1,18.816893
626,0,15,0,0,1,13,0,1,26.861553
627,0,15,0,0,1,7,1,0,27.663988
628,1,19,1,0,0,12,0,1,19.204811
631,1,15,0,0,0,7,0,1,11.205549
632,0,15,0,0,0,4,0,1,12.214428
633,0,16,0,0,1,18,1,0,15.676258
635,1,15,1,0,0,2,0,0,19.069431
636,0,17,0,0,0,2,0,0,12.489187
637,0,16,0,0,1,18,0,0,15.941172
638,0,18,1,0,0,12,0,1,17.818651
639,0,16,0,0,1,8,1,1,27.642666
640,0,19,0,0,0,16,0,0,11.609693
641,0,8,0,0,1,7,1,0,26.861553
642,1,11,0,0,1,8,1,1,34.405048
643,1,11,0,0,1,7,1,0,29.073009
644,0,13,1,0,0,5,0,1,29.758886
648,1,15,0,0,1,1,1,1,35.186161
649,1,15,0,0,0,10,0,1,13.155423
650,0,16,1,0,0,14,0,1,19.608465
651,0,15,1,0,0,10,0,1,18.880571
652,1,16,0,0,1,8,1,0,17.474621
653,0,11,0,0,1,7,0,0,24.716026
654,0,9,0,0,1,8,1,1,25.018116
655,0,19,1,0,0,13,0,1,19.04077
656,0,15,0,0,1,7,1,0,15.676258
657,1,15,0,0,1,5,0,0,26.3475
658,0,15,0,0,1,7,1,0,19.31806
659,0,15,0,0,1,13,1,0,17.461494
661,0,20,0,1,0,16,1,0,16.304169
662,0,20,0,1,0,16,1,0,11.310672
663,1,18,0,1,0,16,1,0,15.482295
665,0,20,0,0,0,15,0,1,5.29071
666,1,11,0,0,0,5,0,1,16.122368
667,1,18,0,1,0,15,0,0,10.723476
668,0,18,0,1,0,11,0,1,15.231803
669,0,15,0,0,0,10,0,1,10.64273
671,0,19,0,1,0,17,1,1,12.763823
673,0,15,0,0,0,14,0,1,13.514466
674,0,15,0,0,1,9,1,0,20.672274
675,1,19,0,1,0,17,0,0,13.626787
676,1,18,0,1,0,14,0,1,17.062466
677,1,18,0,0,0,12,0,1,8.8512087
