id,educate,american,group
13667,20,16.666668,Not immigrant
13680,20,24,Not immigrant
13681,12,12,Not immigrant
13715,16,14.000001,Not immigrant
13727,14,26.666668,Not immigrant
13731,16,20,Not immigrant
13749,14,20,Not immigrant
13750,20,6.666666,Not immigrant
13759,14,5,Not immigrant
13775,16,22.5,Not immigrant
13779,20,12.5,Not immigrant
13814,16,10,Not immigrant
13816,16,14.000001,Not immigrant
13827,16,10,Not immigrant
13841,12,2.5,Not immigrant
13867,14,12,Not immigrant
13870,14,15,Not immigrant
13873,20,15,Not immigrant
13903,16,6.666666,Not immigrant
13905,20,10,Not immigrant
13913,14,5,Not immigrant
13947,12,15,Not immigrant
13949,16,20,Not immigrant
13969,14,6,Not immigrant
13971,10,20,Not immigrant
13986,16,14.000001,Not immigrant
13989,16,15.999999,Not immigrant
14005,20,26.666668,Not immigrant
14023,14,10,Not immigrant
14026,13,0,Not immigrant
14030,12,17.5,Not immigrant
14042,10,0,Not immigrant
14058,14,5,Not immigrant
14064,16,2.0000005,Not immigrant
14068,12,17.5,Not immigrant
14069,14,15,Not immigrant
14073,12,10,Not immigrant
14075,14,16.666668,Not immigrant
14077,14,20,Not immigrant
14082,20,22,Not immigrant
14115,14,16.666668,Not immigrant
14126,18,14.000001,Not immigrant
14132,14,12,Not immigrant
14161,12,10,Not immigrant
14169,16,10,Not immigrant
14181,14,3.9999998,Not immigrant
14229,12,12,Not immigrant
14269,16,12,Not immigrant
14271,20,12,Not immigrant
14275,10,3.9999998,Not immigrant
14278,16,15,Not immigrant
14286,12,3.3333337,Not immigrant
14292,12,0,Not immigrant
14305,20,18,Not immigrant
14314,14,20,Not immigrant
14324,16,22.5,Not immigrant
14340,14,15,Not immigrant
14345,12,10,Not immigrant
14359,16,14.000001,Not immigrant
14360,10,7.5,Not immigrant
14372,16,20,Not immigrant
14381,20,17.5,Not immigrant
14387,14,15,Not immigrant
14389,16,20,Not immigrant
14399,20,20,Not immigrant
14404,12,10,Not immigrant
14459,10,5,Not immigrant
14467,20,14.000001,Not immigrant
14468,16,21.666668,Not immigrant
14530,12,5,Not immigrant
14558,12,3.9999998,Not immigrant
14563,20,20,Not immigrant
14566,18,22.5,Not immigrant
14578,14,26.666668,Not immigrant
14609,18,22.5,Not immigrant
14627,16,7.5,Not immigrant
14691,12,6,Not immigrant
14696,14,12,Not immigrant
14709,14,25,Not immigrant
14712,16,22,Not immigrant
14722,14,23.333332,Not immigrant
14727,18,18,Not immigrant
14779,20,15,Not immigrant
14781,12,15.999999,Not immigrant
14788,13,17.5,Not immigrant
14815,20,13.333332,Not immigrant
14818,20,20,Not immigrant
14823,20,14.000001,Not immigrant
14831,20,11.666668,Not immigrant
14836,16,15,Not immigrant
14837,14,12.5,Not immigrant
14867,10,2.5,Not immigrant
14894,20,20,Not immigrant
14903,14,12,Not immigrant
14907,20,20,Not immigrant
14916,14,2.0000005,Not immigrant
14927,12,12.5,Not immigrant
14932,20,15,Not immigrant
14935,20,7.9999995,Not immigrant
14949,16,22.5,Not immigrant
14959,20,7.5,Not immigrant
15013,20,17.5,Not immigrant
15033,16,15,Not immigrant
15044,20,10,Not immigrant
15051,14,23.333332,Not immigrant
15055,16,15.999999,Not immigrant
15058,16,13.333332,Not immigrant
15078,16,8.333334,Not immigrant
15104,13,7.5,Not immigrant
15117,10,12,Not immigrant
15121,12,10,Not immigrant
15126,16,1.6666663,Not immigrant
15181,16,15,Not immigrant
15195,20,17.5,Not immigrant
15197,16,15.999999,Not immigrant
15202,16,12.5,Not immigrant
15211,20,20,Not immigrant
15220,16,12.5,Not immigrant
15230,14,5,Not immigrant
15234,16,12.5,Not immigrant
15275,18,12.5,Not immigrant
15277,20,16.666668,Not immigrant
15287,20,22.5,Not immigrant
15300,20,17.5,Not immigrant
15345,14,14.000001,Not immigrant
15362,14,14.000001,Not immigrant
15383,20,18,Not immigrant
15386,12,13.333332,Not immigrant
15401,16,10,Not immigrant
15408,20,22.5,Not immigrant
15429,10,10,Not immigrant
15445,12,6,Not immigrant
15454,20,12.5,Not immigrant
15458,13,15,Not immigrant
15484,12,7.9999995,Not immigrant
15499,14,22,Not immigrant
15523,14,22.5,Not immigrant
15526,13,6.666666,Not immigrant
15528,16,20,Not immigrant
15530,14,12,Not immigrant
15539,14,22.5,Not immigrant
15546,20,17.5,Not immigrant
15564,16,22.5,Not immigrant
15568,12,17.5,Not immigrant
15589,10,12.5,Not immigrant
15595,14,14.000001,Not immigrant
15640,20,12.5,Not immigrant
15644,14,12.5,Not immigrant
15653,14,20,Not immigrant
15658,14,22.5,Not immigrant
15664,13,13.333332,Not immigrant
15708,14,17.5,Not immigrant
15715,14,10,Not immigrant
15726,14,12,Not immigrant
15754,10,5,Not immigrant
15778,10,12.5,Not immigrant
15788,14,17.5,Not immigrant
15796,20,10,Not immigrant
15811,20,17.5,Not immigrant
15842,14,15.999999,Not immigrant
15858,16,10,Not immigrant
15860,14,7.9999995,Not immigrant
15865,16,20,Not immigrant
15876,16,11.666668,Not immigrant
15888,16,30,Not immigrant
15889,16,12,Not immigrant
15905,20,30,Not immigrant
15907,18,20,Not immigrant
15910,20,17.5,Not immigrant
15919,14,15,Not immigrant
15927,16,23.333332,Not immigrant
15945,18,23.333332,Not immigrant
15959,20,10,Not immigrant
15962,12,23.333332,Not immigrant
15995,16,3.9999998,Not immigrant
16008,20,17.5,Not immigrant
16009,14,8.333334,Not immigrant
16025,12,10,Not immigrant
16038,14,17.5,Not immigrant
16073,13,18,Not immigrant
16074,14,20,Not immigrant
16075,12,11.666668,Not immigrant
16084,16,15,Not immigrant
16094,14,5,Not immigrant
16099,14,15,Not immigrant
16109,20,14.000001,Not immigrant
16110,20,23.333332,Not immigrant
16124,20,17.5,Not immigrant
16152,16,6,Not immigrant
16173,14,20,Not immigrant
16175,20,12.5,Not immigrant
16176,13,14.000001,Not immigrant
16184,16,26.666668,Not immigrant
16213,14,12,Not immigrant
16216,20,26.666668,Not immigrant
16218,20,10,Not immigrant
16219,14,20,Not immigrant
16223,16,25,Not immigrant
16248,14,22,Not immigrant
16251,16,15.999999,Not immigrant
16259,14,0,Not immigrant
16264,12,6.666666,Not immigrant
16277,14,10,Not immigrant
16311,14,12,Not immigrant
16312,12,20,Not immigrant
16316,20,10,Not immigrant
16320,20,15,Not immigrant
16324,16,18,Not immigrant
16328,12,15,Not immigrant
16338,10,2.5,Not immigrant
16360,12,15,Not immigrant
16383,16,23.333332,Not immigrant
16384,16,20,Not immigrant
16386,10,5,Not immigrant
16394,14,28,Not immigrant
16418,16,17.5,Not immigrant
16428,12,15,Not immigrant
16433,14,23.333332,Not immigrant
16436,20,12,Not immigrant
16443,18,15.999999,Not immigrant
16447,14,15.999999,Not immigrant
16452,12,18,Not immigrant
16490,14,10,Not immigrant
16530,14,22,Not immigrant
16559,20,14.000001,Not immigrant
16568,16,22,Not immigrant
16583,20,20,Not immigrant
16626,12,20,Not immigrant
16627,20,12.5,Not immigrant
16659,12,0,Not immigrant
16690,20,14.000001,Not immigrant
16740,16,3.9999998,Not immigrant
16765,16,11.666668,Not immigrant
16768,12,5,Not immigrant
16770,14,12.5,Not immigrant
16771,16,10,Not immigrant
16773,16,18,Not immigrant
16778,16,3.3333337,Not immigrant
16780,13,12,Not immigrant
16784,12,10,Not immigrant
16803,14,22,Not immigrant
16806,20,12.5,Not immigrant
16815,14,15,Not immigrant
16823,20,13.333332,Not immigrant
16837,10,7.5,Not immigrant
16884,14,18,Not immigrant
16893,20,30,Not immigrant
16901,14,0,Not immigrant
16906,16,20,Not immigrant
16909,16,7.5,Not immigrant
16917,14,10,Not immigrant
16932,14,14.000001,Not immigrant
16955,14,15,Not immigrant
16962,20,20,Not immigrant
16971,16,5,Not immigrant
17012,14,12,Not immigrant
17015,12,13.333332,Not immigrant
17022,14,3.9999998,Not immigrant
17033,10,16.666668,Not immigrant
17041,13,5,Not immigrant
17049,14,15,Not immigrant
17051,12,13.333332,Not immigrant
17056,20,20,Not immigrant
17069,16,12,Not immigrant
17081,20,10,Not immigrant
17083,14,7.9999995,Not immigrant
17099,12,10,Not immigrant
17104,13,12,Not immigrant
17124,12,12,Not immigrant
17143,14,13.333332,Not immigrant
17146,14,15.999999,Not immigrant
17175,16,17.5,Not immigrant
17188,12,7.5,Not immigrant
17215,12,13.333332,Not immigrant
17230,14,10,Not immigrant
17231,14,14.000001,Not immigrant
17237,12,25,Not immigrant
17239,16,10,Not immigrant
17246,16,10,Not immigrant
17259,16,22,Not immigrant
17266,20,22.5,Not immigrant
17284,14,20,Not immigrant
17293,20,14.000001,Not immigrant
17296,16,10,Not immigrant
17308,16,3.9999998,Not immigrant
17314,14,7.5,Not immigrant
17319,14,14.000001,Not immigrant
17321,16,13.333332,Not immigrant
17360,20,10,Not immigrant
17381,16,14.000001,Not immigrant
17386,12,7.9999995,Not immigrant
17388,12,16.666668,Not immigrant
17389,16,15.999999,Not immigrant
17419,16,16.666668,Not immigrant
17425,16,11.666668,Not immigrant
17437,14,0,Not immigrant
17457,20,13.333332,Not immigrant
17459,12,15,Not immigrant
17461,16,14.000001,Not immigrant
17466,14,2.0000005,Not immigrant
17467,20,15,Not immigrant
17474,13,6,Not immigrant
17481,14,27.5,Not immigrant
17495,16,12.5,Not immigrant
17522,12,20,Not immigrant
17523,14,12.5,Not immigrant
17525,14,27.5,Not immigrant
17532,12,5,Not immigrant
17550,14,10,Not immigrant
17551,12,10,Not immigrant
17568,14,13.333332,Not immigrant
17583,14,0,Not immigrant
17601,14,10,Not immigrant
17620,20,10,Not immigrant
17628,16,5,Not immigrant
17635,12,15,Not immigrant
17649,16,15,Not immigrant
17655,14,17.5,Not immigrant
17663,12,10,Not immigrant
17688,14,15.999999,Not immigrant
17690,14,15,Not immigrant
17698,14,10,Not immigrant
17699,20,14.000001,Not immigrant
17710,20,15,Not immigrant
17740,10,16.666668,Not immigrant
17746,14,10,Not immigrant
17757,14,30,Not immigrant
17760,20,12.5,Not immigrant
17778,14,14.000001,Not immigrant
17785,12,13.333332,Not immigrant
17787,13,15,Not immigrant
17800,12,12.5,Not immigrant
17813,14,10,Not immigrant
17814,14,6.666666,Not immigrant
17815,14,17.5,Not immigrant
17840,18,23.333332,Not immigrant
17848,12,13.333332,Not immigrant
17859,12,7.9999995,Not immigrant
17882,14,20,Not immigrant
17894,14,15,Not immigrant
17898,14,1.6666663,Not immigrant
17939,10,2.0000005,Not immigrant
17943,10,3.3333337,Not immigrant
17947,16,10,Not immigrant
17951,16,7.9999995,Not immigrant
17952,14,16.666668,Not immigrant
17962,16,15,Not immigrant
17970,14,5,Not immigrant
17979,12,2.0000005,Not immigrant
17986,20,25,Not immigrant
17992,20,15.999999,Not immigrant
20017,16,12,Not immigrant
20018,16,18,Not immigrant
20045,20,20,Not immigrant
20047,20,14.000001,Not immigrant
20050,12,15,Not immigrant
20066,20,18,Not immigrant
20070,12,6,Not immigrant
20074,12,7.9999995,Not immigrant
20080,10,7.9999995,Not immigrant
20089,16,8.333334,Not immigrant
20104,16,12,Not immigrant
20128,20,11.666668,Not immigrant
20138,20,17.5,Not immigrant
20148,16,12,Not immigrant
20155,20,20,Not immigrant
20160,10,2.5,Not immigrant
20175,12,14.000001,Not immigrant
20182,14,10,Not immigrant
20189,18,20,Not immigrant
20193,16,14.000001,Not immigrant
20194,10,0,Not immigrant
20236,16,3.9999998,Not immigrant
20237,12,16.666668,Not immigrant
20247,14,30,Not immigrant
20249,14,7.5,Not immigrant
20252,14,12,Not immigrant
20270,12,11.666668,Not immigrant
20329,14,26.666668,Not immigrant
20332,12,12,Not immigrant
20370,20,12,Not immigrant
20377,20,18,Not immigrant
20381,12,16.666668,Not immigrant
20413,10,13.333332,Not immigrant
20429,20,30,Not immigrant
20431,20,13.333332,Not immigrant
20455,20,16.666668,Not immigrant
20457,20,12,Not immigrant
20458,18,3.3333337,Not immigrant
20506,12,17.5,Not immigrant
20518,12,6.666666,Not immigrant
20569,14,12,Not immigrant
20574,18,22.5,Not immigrant
20587,16,24,Not immigrant
20622,12,8.333334,Not immigrant
20624,12,13.333332,Not immigrant
20632,20,16.666668,Not immigrant
20673,14,30,Not immigrant
20676,14,12,Not immigrant
20686,16,12,Not immigrant
20701,16,12.5,Not immigrant
20726,20,25,Not immigrant
20747,20,14.000001,Not immigrant
20756,20,17.5,Not immigrant
20778,14,14.000001,Not immigrant
20789,20,23.333332,Not immigrant
20818,16,20,Not immigrant
20855,14,20,Not immigrant
20858,16,12.5,Not immigrant
20862,20,26.666668,Not immigrant
20875,12,13.333332,Not immigrant
20904,12,15.999999,Not immigrant
20911,20,10,Not immigrant
20912,18,12.5,Not immigrant
20933,16,3.9999998,Not immigrant
20947,16,20,Not immigrant
20958,12,10,Not immigrant
20964,14,6,Not immigrant
20985,20,15.999999,Not immigrant
21005,10,5,Not immigrant
21027,14,12,Not immigrant
21042,14,12,Not immigrant
21061,16,17.5,Not immigrant
21064,12,7.5,Not immigrant
21075,16,10,Not immigrant
21086,18,13.333332,Not immigrant
21119,14,15,Not immigrant
21136,16,17.5,Not immigrant
21162,20,22.5,Not immigrant
21179,14,0,Not immigrant
21210,14,20,Not immigrant
21217,16,14.000001,Not immigrant
21220,16,7.9999995,Not immigrant
21249,14,12.5,Not immigrant
21253,16,26.666668,Not immigrant
21254,12,0,Not immigrant
21258,16,15.999999,Not immigrant
21263,12,15.999999,Not immigrant
21267,18,23.333332,Not immigrant
21276,14,11.666668,Not immigrant
21282,14,8.333334,Not immigrant
21283,16,17.5,Not immigrant
21293,14,30,Not immigrant
21294,12,10,Not immigrant
21296,18,15,Not immigrant
21306,18,12.5,Not immigrant
21331,20,12,Not immigrant
21340,16,12.5,Not immigrant
21341,16,10,Not immigrant
21358,14,17.5,Not immigrant
21372,20,18,Not immigrant
21403,14,17.5,Not immigrant
21414,12,12.5,Not immigrant
21416,14,8.333334,Not immigrant
21420,16,15.999999,Not immigrant
21428,12,5,Not immigrant
21458,14,15,Not immigrant
21478,18,16.666668,Not immigrant
21481,16,13.333332,Not immigrant
21482,18,15,Not immigrant
21486,14,11.666668,Not immigrant
21495,12,15,Not immigrant
21528,13,13.333332,Not immigrant
21544,14,15,Not immigrant
21548,14,12,Not immigrant
21549,14,20,Not immigrant
21552,20,20,Not immigrant
21555,16,3.3333337,Not immigrant
21586,14,17.5,Not immigrant
21590,12,7.9999995,Not immigrant
21592,12,0,Not immigrant
21596,12,5,Not immigrant
21610,14,6.666666,Not immigrant
21613,14,12,Not immigrant
21634,16,10,Not immigrant
21639,20,10,Not immigrant
21640,16,15.999999,Not immigrant
21673,10,0,Not immigrant
21679,16,3.9999998,Not immigrant
21682,14,20,Not immigrant
21683,14,17.5,Not immigrant
21691,14,10,Not immigrant
21692,14,5,Not immigrant
21696,10,3.3333337,Not immigrant
21701,20,10,Not immigrant
21712,14,16.666668,Not immigrant
21728,16,22.5,Not immigrant
21737,12,12.5,Not immigrant
21740,20,20,Not immigrant
21749,10,12,Not immigrant
21757,20,17.5,Not immigrant
21764,20,17.5,Not immigrant
21807,18,12.5,Not immigrant
21825,10,7.5,Not immigrant
21831,10,5,Not immigrant
21839,16,6.666666,Not immigrant
21852,12,7.5,Not immigrant
21861,14,15,Not immigrant
21864,13,6.666666,Not immigrant
21931,12,22.5,Not immigrant
21946,20,10,Not immigrant
21963,12,0,Not immigrant
21971,16,6.666666,Not immigrant
21972,14,6.666666,Not immigrant
21977,16,5,Not immigrant
21984,14,7.9999995,Not immigrant
21985,20,0,Not immigrant
21988,12,3.9999998,Not immigrant
22000,20,14.000001,Not immigrant
22006,18,18,Not immigrant
22010,16,15,Not immigrant
22012,18,17.5,Not immigrant
22066,14,3.9999998,Not immigrant
22077,18,15.999999,Not immigrant
22095,10,5,Not immigrant
22121,20,18,Not immigrant
22122,20,15.999999,Not immigrant
22123,13,15,Not immigrant
22124,12,15,Not immigrant
22149,20,23.333332,Not immigrant
22151,16,30,Not immigrant
22165,16,20,Not immigrant
22169,12,10,Not immigrant
22174,12,23.333332,Not immigrant
22211,20,20,Not immigrant
22243,20,20,Not immigrant
22249,14,10,Not immigrant
22256,16,15,Not immigrant
22257,12,2.5,Not immigrant
22261,14,2.5,Not immigrant
22274,16,15,Not immigrant
22284,16,17.5,Not immigrant
22299,16,11.666668,Not immigrant
22313,14,12,Not immigrant
22333,14,6,Not immigrant
22362,18,13.333332,Not immigrant
22377,20,30,Not immigrant
22394,12,26.666668,Not immigrant
22399,20,18,Not immigrant
22406,14,12,Not immigrant
22409,20,18,Not immigrant
22419,14,10,Not immigrant
22422,20,13.333332,Not immigrant
22456,14,12.5,Not immigrant
22472,20,12.5,Not immigrant
22473,16,20,Not immigrant
22492,20,15,Not immigrant
22494,20,8.333334,Not immigrant
22497,13,11.666668,Not immigrant
22524,12,5,Not immigrant
22530,18,22,Not immigrant
22558,20,23.333332,Not immigrant
22565,14,0,Not immigrant
22603,10,10,Not immigrant
22616,16,6.666666,Not immigrant
22621,20,15.999999,Not immigrant
22623,12,20,Not immigrant
22630,14,18,Not immigrant
22637,12,12.5,Not immigrant
22650,14,20,Not immigrant
22675,12,12.5,Not immigrant
22688,16,12.5,Not immigrant
22704,16,17.5,Not immigrant
22718,16,10,Not immigrant
22743,12,11.666668,Not immigrant
22749,10,15,Not immigrant
22761,16,15,Not immigrant
22770,14,22.5,Not immigrant
22775,14,16.666668,Not immigrant
22783,10,3.3333337,Not immigrant
22799,14,18,Not immigrant
22800,14,2.0000005,Not immigrant
22811,12,3.9999998,Not immigrant
22822,14,2.5,Not immigrant
22830,20,14.000001,Not immigrant
22832,20,15,Not immigrant
22833,14,16.666668,Not immigrant
22841,12,15,Not immigrant
22846,16,12.5,Not immigrant
22871,14,7.5,Not immigrant
22916,14,23.333332,Not immigrant
22939,14,15.999999,Not immigrant
22959,20,15.999999,Not immigrant
22967,16,11.666668,Not immigrant
22968,14,20,Not immigrant
22974,16,23.333332,Not immigrant
22976,12,13.333332,Not immigrant
22979,14,15.999999,Not immigrant
22989,12,10,Not immigrant
23012,20,15,Not immigrant
23023,14,7.9999995,Not immigrant
23037,16,7.9999995,Not immigrant
23047,14,18,Not immigrant
23060,12,5,Not immigrant
23065,16,7.5,Not immigrant
23067,16,14.000001,Not immigrant
23068,12,12.5,Not immigrant
23088,16,18,Not immigrant
23089,10,7.5,Not immigrant
23091,12,10,Not immigrant
23095,14,2.0000005,Not immigrant
23104,12,15,Not immigrant
23115,14,23.333332,Not immigrant
23117,14,3.3333337,Not immigrant
23149,13,22.5,Not immigrant
23163,10,7.5,Not immigrant
23174,10,15,Not immigrant
23186,18,14.000001,Not immigrant
23188,10,17.5,Not immigrant
23205,16,20,Not immigrant
23206,14,5,Not immigrant
23220,14,17.5,Not immigrant
23272,16,10,Not immigrant
23274,14,12.5,Not immigrant
23276,16,20,Not immigrant
23280,13,10,Not immigrant
23283,14,3.9999998,Not immigrant
23290,14,11.666668,Not immigrant
23310,12,22.5,Not immigrant
23313,20,30,Not immigrant
23314,16,23.333332,Not immigrant
23320,14,12,Not immigrant
23326,20,21.666668,Not immigrant
23367,20,22.5,Not immigrant
23370,16,5,Not immigrant
23377,20,10,Not immigrant
23397,20,17.5,Not immigrant
23404,16,7.5,Not immigrant
23408,12,3.3333337,Not immigrant
23414,20,20,Not immigrant
23420,14,17.5,Not immigrant
23430,14,7.9999995,Not immigrant
23431,20,20,Not immigrant
23438,16,6,Not immigrant
23463,14,17.5,Not immigrant
23473,16,20,Not immigrant
23496,20,20,Not immigrant
23508,12,5,Not immigrant
23513,12,2.5,Not immigrant
23525,20,20,Not immigrant
23535,20,25,Not immigrant
23558,20,17.5,Not immigrant
23586,20,22.5,Not immigrant
23597,16,12,Not immigrant
23610,20,15.999999,Not immigrant
23682,12,7.5,Not immigrant
23685,16,16.666668,Not immigrant
23687,20,28,Not immigrant
23704,14,15,Not immigrant
23706,14,10,Not immigrant
23713,12,12.5,Not immigrant
23732,14,14.000001,Not immigrant
23735,20,22,Not immigrant
23757,12,7.5,Not immigrant
23797,20,20,Not immigrant
23821,12,8.333334,Not immigrant
23823,14,7.9999995,Not immigrant
23827,14,12.5,Not immigrant
23854,16,20,Not immigrant
23862,20,12,Not immigrant
23969,20,17.5,Not immigrant
23976,16,12,Not immigrant
23977,20,15.999999,Not immigrant
23980,12,7.9999995,Not immigrant
24003,20,22.5,Not immigrant
24014,18,15,Not immigrant
24016,16,12,Not immigrant
24042,14,12,Not immigrant
24054,16,7.9999995,Not immigrant
24077,10,0,Not immigrant
24084,14,17.5,Not immigrant
24128,14,23.333332,Not immigrant
24149,20,26.666668,Not immigrant
24155,12,7.5,Not immigrant
24177,20,20,Not immigrant
24201,10,10,Not immigrant
24246,20,20,Not immigrant
24263,16,17.5,Not immigrant
24285,12,22,Not immigrant
24293,14,5,Not immigrant
24298,14,10,Not immigrant
24322,20,15,Not immigrant
24334,20,10,Not immigrant
24339,16,12,Not immigrant
24356,14,12.5,Not immigrant
24361,13,15.999999,Not immigrant
24364,16,8.333334,Not immigrant
24371,13,10,Not immigrant
24382,14,3.3333337,Not immigrant
24397,20,11.666668,Not immigrant
24398,13,15,Not immigrant
24406,14,11.666668,Not immigrant
24408,16,20,Not immigrant
24410,14,6,Not immigrant
24411,14,14.000001,Not immigrant
24419,20,20,Not immigrant
24422,14,7.9999995,Not immigrant
24425,14,15,Not immigrant
24447,16,23.333332,Not immigrant
24449,14,11.666668,Not immigrant
24460,16,23.333332,Not immigrant
24485,20,22,Not immigrant
24486,14,7.9999995,Not immigrant
24497,16,14.000001,Not immigrant
24503,14,17.5,Not immigrant
24504,14,7.5,Not immigrant
24513,14,23.333332,Not immigrant
24515,12,20,Not immigrant
24525,14,3.3333337,Not immigrant
24580,12,10,Not immigrant
24605,12,7.5,Not immigrant
24613,16,15.999999,Not immigrant
24630,20,20,Not immigrant
24679,14,10,Not immigrant
24681,20,16.666668,Not immigrant
24687,16,17.5,Not immigrant
24693,16,15,Not immigrant
24712,14,6,Not immigrant
24716,14,17.5,Not immigrant
24717,16,12,Not immigrant
24735,14,6,Not immigrant
24751,14,12,Not immigrant
24761,14,12.5,Not immigrant
24766,14,28,Not immigrant
24787,12,12,Not immigrant
24794,12,0,Not immigrant
24841,20,8.333334,Not immigrant
24845,14,7.9999995,Not immigrant
24883,12,25,Not immigrant
24884,14,14.000001,Not immigrant
24889,12,18,Not immigrant
24899,14,22.5,Not immigrant
24944,10,15,Not immigrant
24947,16,20,Not immigrant
24952,14,15,Not immigrant
24956,18,10,Not immigrant
24968,18,12,Not immigrant
24972,16,13.333332,Not immigrant
24976,12,17.5,Not immigrant
24980,20,25,Not immigrant
24986,20,17.5,Not immigrant
24992,20,15,Not immigrant
24993,20,11.666668,Not immigrant
24995,16,15,Not immigrant
24998,20,15,Not immigrant
25012,10,0,Not immigrant
25017,14,12.5,Not immigrant
25033,18,26,Not immigrant
25035,20,12.5,Not immigrant
25059,14,10,Not immigrant
25060,12,7.5,Not immigrant
25075,14,7.5,Not immigrant
25098,16,15,Not immigrant
25114,16,13.333332,Not immigrant
25128,10,5,Not immigrant
25163,16,15.999999,Not immigrant
25196,20,15.999999,Not immigrant
25203,20,20,Not immigrant
25218,14,14.000001,Not immigrant
25221,16,20,Not immigrant
25225,16,13.333332,Not immigrant
25238,20,15.999999,Not immigrant
25292,20,20,Not immigrant
25296,20,15,Not immigrant
25328,20,17.5,Not immigrant
25377,14,15,Not immigrant
25389,20,16.666668,Not immigrant
25437,16,10,Not immigrant
25438,20,22,Not immigrant
25448,20,15,Not immigrant
25499,20,20,Not immigrant
25527,16,12.5,Not immigrant
25537,20,15.999999,Not immigrant
25548,14,10,Not immigrant
25562,18,12.5,Not immigrant
25569,16,12.5,Not immigrant
25587,18,11.666668,Not immigrant
25590,20,20,Not immigrant
25607,16,0,Not immigrant
25611,20,7.5,Not immigrant
25641,20,20,Not immigrant
25662,18,10,Not immigrant
25670,18,23.333332,Not immigrant
25681,14,15,Not immigrant
25708,16,0,Not immigrant
25715,14,15,Not immigrant
25722,12,12,Not immigrant
25725,12,25,Not immigrant
25759,12,17.5,Not immigrant
25765,20,20,Not immigrant
25818,14,12.5,Not immigrant
25835,12,12,Not immigrant
25853,14,30,Not immigrant
25876,10,0,Not immigrant
25882,14,12,Not immigrant
25898,20,10,Not immigrant
25908,16,14.000001,Not immigrant
25909,16,6,Not immigrant
25939,12,12.5,Not immigrant
25952,20,13.333332,Not immigrant
25958,12,18,Not immigrant
25960,12,7.5,Not immigrant
25972,12,6,Not immigrant
25974,12,30,Not immigrant
25977,14,15.999999,Not immigrant
25981,12,12.5,Not immigrant
25989,16,18,Not immigrant
25991,14,10,Not immigrant
26011,14,13.333332,Not immigrant
26015,12,12,Not immigrant
26050,16,17.5,Not immigrant
26057,14,27.5,Not immigrant
26065,14,7.9999995,Not immigrant
26079,14,20,Not immigrant
26083,12,15,Not immigrant
26087,14,10,Not immigrant
26098,16,5,Not immigrant
26107,14,15.999999,Not immigrant
26116,20,26.666668,Not immigrant
26121,14,12,Not immigrant
26124,12,7.9999995,Not immigrant
26139,10,6,Not immigrant
26141,14,17.5,Not immigrant
26145,20,15.999999,Not immigrant
26147,16,14.000001,Not immigrant
26149,14,18,Not immigrant
26160,12,7.5,Not immigrant
26167,14,18,Not immigrant
26170,14,15,Not immigrant
26186,16,10,Not immigrant
26191,18,16.666668,Not immigrant
26201,12,15.999999,Not immigrant
26211,20,6.666666,Not immigrant
26223,20,28,Not immigrant
26250,12,12,Not immigrant
26254,20,25,Not immigrant
26262,20,2.5,Not immigrant
26278,14,23.333332,Not immigrant
26285,20,22.5,Not immigrant
26301,10,3.3333337,Not immigrant
26304,16,0,Not immigrant
26322,18,22.5,Not immigrant
26331,14,17.5,Not immigrant
26348,14,6,Not immigrant
26372,16,18,Not immigrant
26378,20,7.9999995,Not immigrant
26386,13,13.333332,Not immigrant
26394,14,15,Not immigrant
26397,20,17.5,Not immigrant
26403,16,16.666668,Not immigrant
26407,20,15.999999,Not immigrant
26409,14,16.666668,Not immigrant
26411,14,30,Not immigrant
26427,20,7.5,Not immigrant
26448,20,15,Not immigrant
26486,20,22.5,Not immigrant
26491,14,15,Not immigrant
26518,12,2.5,Not immigrant
26525,20,23.333332,Not immigrant
26531,18,20,Not immigrant
26538,14,5,Not immigrant
26555,16,15.999999,Not immigrant
26566,14,12.5,Not immigrant
26569,16,20,Not immigrant
26573,16,18,Not immigrant
26589,10,7.9999995,Not immigrant
26590,18,28,Not immigrant
26591,20,14.000001,Not immigrant
26601,14,17.5,Not immigrant
26605,16,8.333334,Not immigrant
26607,10,12.5,Not immigrant
26611,14,13.333332,Not immigrant
26627,12,15.999999,Not immigrant
26640,16,5,Not immigrant
30008,14,10,Not immigrant
30014,10,10,Not immigrant
30034,14,15,Not immigrant
30038,14,2.0000005,Not immigrant
30045,20,3.9999998,Not immigrant
30046,12,15,Not immigrant
30057,20,20,Not immigrant
30071,12,0,Not immigrant
30075,16,12,Not immigrant
30085,10,0,Not immigrant
30090,20,10,Not immigrant
30105,16,11.666668,Not immigrant
30112,16,3.9999998,Not immigrant
30122,12,6.666666,Not immigrant
30140,10,12.5,Not immigrant
30154,14,18,Not immigrant
30166,14,12.5,Not immigrant
30167,12,12.5,Not immigrant
30173,20,12.5,Not immigrant
30176,12,3.9999998,Not immigrant
30187,14,0,Not immigrant
30197,20,22.5,Not immigrant
30198,10,5,Not immigrant
30212,16,12,Not immigrant
30216,10,10,Not immigrant
30227,18,10,Not immigrant
30240,14,15.999999,Not immigrant
30253,14,10,Not immigrant
30254,18,10,Not immigrant
30265,14,5,Not immigrant
30266,12,5,Not immigrant
30295,14,6.666666,Not immigrant
30296,12,2.0000005,Not immigrant
30317,14,18,Not immigrant
