idcomm,id,male,white,married,age,educate,income,commlength,commtrust,trust,pop2020,relighomog,disadvantage
25,10001,female,white,no,42,5,2,42,0.349,not_high,917,0.277,-1.219
25,10004,female,white,yes,68,3,4,50,-0.434,not_high,917,0.277,-1.219
25,10005,male,white,yes,58,3,3,50,-1.546,not_high,917,0.277,-1.219
25,10008,female,white,no,37,5,2,5,-0.707,not_high,917,0.277,-1.219
25,10009,male,white,yes,64,4,8,30,-0.264,not_high,917,0.277,-1.219
25,10012,female,white,no,69,3,3,69,0.465,not_high,917,0.277,-1.219
25,10013,male,white,yes,33,3,6,9,-0.596,not_high,917,0.277,-1.219
25,10015,female,white,no,74,6,3,30,0.528,not_high,917,0.277,-1.219
25,10016,male,white,yes,41,6,7,11,0.439,not_high,917,0.277,-1.219
25,10017,female,white,no,47,3,2,8,-0.097,not_high,917,0.277,-1.219
25,10020,female,white,yes,41,3,4,30,-1.390,not_high,917,0.277,-1.219
25,10022,male,white,yes,56,4,4,5,-0.879,not_high,917,0.277,-1.219
25,10026,female,white,yes,33,6,6,2,1.430,high,917,0.277,-1.219
25,10028,female,white,yes,71,3,7,71,0.119,not_high,917,0.277,-1.219
25,10029,female,white,yes,58,4,6,25,0.030,not_high,917,0.277,-1.219
25,10030,female,white,yes,47,3,8,2,0.377,not_high,917,0.277,-1.219
25,10032,female,white,yes,42,4,4,19,0.004,not_high,917,0.277,-1.219
25,10033,male,white,yes,61,7,4,4,0.377,not_high,917,0.277,-1.219
25,10034,female,white,yes,59,3,4,33,0.879,not_high,917,0.277,-1.219
25,10036,female,white,no,82,3,0,27,-0.944,not_high,917,0.277,-1.219
25,10041,female,white,no,27,5,3,1,-2.560,not_high,917,0.277,-1.219
25,10042,female,white,no,59,3,3,10,-1.873,not_high,917,0.277,-1.219
25,10044,female,white,yes,62,4,6,40,-0.219,not_high,917,0.277,-1.219
25,10045,male,white,yes,50,5,4,2,1.098,high,917,0.277,-1.219
25,10046,male,nonwhite,yes,34,4,2,13,0.909,not_high,917,0.277,-1.219
25,10047,female,white,yes,43,6,2,20,-0.394,not_high,917,0.277,-1.219
25,10048,male,white,yes,81,3,2,38,0.901,not_high,917,0.277,-1.219
25,10049,male,white,yes,67,3,5,27,1.318,high,917,0.277,-1.219
25,10050,female,white,no,40,4,2,10,-1.044,not_high,917,0.277,-1.219
25,10051,female,white,yes,33,5,8,2,1.544,high,917,0.277,-1.219
25,10053,male,white,yes,50,5,6,16,-1.583,not_high,917,0.277,-1.219
25,10054,female,white,yes,58,3,2,3,-0.367,not_high,917,0.277,-1.219
25,10056,male,white,yes,68,3,5,23,-0.743,not_high,917,0.277,-1.219
25,10057,male,white,yes,67,6,3,33,1.868,high,917,0.277,-1.219
25,10058,female,white,no,85,4,2,66,0.876,not_high,917,0.277,-1.219
25,10059,female,white,no,71,3,1,24,-1.364,not_high,917,0.277,-1.219
25,10061,male,white,no,63,3,0,54,-0.177,not_high,917,0.277,-1.219
25,10062,female,white,yes,76,3,1,75,-0.175,not_high,917,0.277,-1.219
25,10063,female,white,yes,36,6,4,6,0.345,not_high,917,0.277,-1.219
25,10064,female,white,yes,53,7,1,32,0.406,not_high,917,0.277,-1.219
25,10065,male,white,yes,44,7,8,10,1.325,high,917,0.277,-1.219
25,10066,female,white,yes,76,4,3,33,-0.804,not_high,917,0.277,-1.219
25,10067,female,white,yes,44,4,5,40,0.660,not_high,917,0.277,-1.219
25,10068,female,white,yes,65,4,5,11,-0.264,not_high,917,0.277,-1.219
25,10070,female,white,no,29,5,5,20,-1.004,not_high,917,0.277,-1.219
25,10073,male,white,yes,80,4,8,54,0.233,not_high,917,0.277,-1.219
25,10074,female,white,yes,68,3,2,38,-1.226,not_high,917,0.277,-1.219
25,10077,female,white,yes,29,5,4,24,-0.859,not_high,917,0.277,-1.219
25,10079,male,white,yes,66,3,3,35,0.067,not_high,917,0.277,-1.219
25,10082,female,white,no,26,3,1,3,0.607,not_high,917,0.277,-1.219
25,10083,female,white,no,87,4,2,65,1.018,high,917,0.277,-1.219
25,10084,female,white,yes,58,4,4,20,0.964,not_high,917,0.277,-1.219
25,10086,female,white,yes,29,7,6,6,-0.694,not_high,917,0.277,-1.219
25,10088,female,white,yes,30,6,8,6,-2.444,not_high,917,0.277,-1.219
25,10089,female,white,no,73,3,1,61,0.834,not_high,917,0.277,-1.219
25,10090,female,white,no,34,6,3,30,-0.264,not_high,917,0.277,-1.219
25,10091,female,white,no,73,3,1,70,0.983,not_high,917,0.277,-1.219
25,10092,male,white,no,51,4,3,50,0.035,not_high,917,0.277,-1.219
25,10096,female,white,no,45,4,3,46,0.011,not_high,917,0.277,-1.219
25,10098,female,white,no,44,5,4,44,1.011,high,917,0.277,-1.219
25,10099,female,white,no,75,4,3,75,-0.103,not_high,917,0.277,-1.219
25,10100,female,white,yes,66,3,3,66,-0.915,not_high,917,0.277,-1.219
25,10101,female,white,no,96,3,2,32,0.679,not_high,917,0.277,-1.219
25,10102,female,white,no,45,3,3,25,-0.402,not_high,917,0.277,-1.219
25,10103,female,white,yes,75,3,2,32,-0.080,not_high,917,0.277,-1.219
25,10105,male,white,yes,54,3,5,8,0.812,not_high,917,0.277,-1.219
25,10106,female,white,yes,28,5,5,7,0.798,not_high,917,0.277,-1.219
25,10108,male,white,no,85,2,4,77,1.125,high,917,0.277,-1.219
25,10109,female,white,no,83,3,1,28,-0.841,not_high,917,0.277,-1.219
25,10111,female,white,yes,49,5,3,24,-0.271,not_high,917,0.277,-1.219
25,10112,female,white,yes,53,7,1,28,0.120,not_high,917,0.277,-1.219
25,10113,male,white,yes,42,3,4,17,-0.898,not_high,917,0.277,-1.219
25,10115,male,white,yes,78,3,3,78,-0.473,not_high,917,0.277,-1.219
25,10116,female,white,no,70,3,3,55,1.452,high,917,0.277,-1.219
25,10117,male,white,yes,76,6,3,76,-0.216,not_high,917,0.277,-1.219
25,10119,female,white,no,58,4,2,7,1.015,high,917,0.277,-1.219
25,10121,male,white,yes,29,6,5,2,0.613,not_high,917,0.277,-1.219
25,10125,male,white,no,64,3,5,64,-0.034,not_high,917,0.277,-1.219
25,10127,male,white,yes,81,3,3,17,1.657,high,917,0.277,-1.219
25,10128,female,white,yes,49,3,1,8,-0.739,not_high,917,0.277,-1.219
25,10130,female,white,yes,35,6,8,3,1.125,high,917,0.277,-1.219
25,10135,female,white,yes,23,5,4,3,-1.171,not_high,917,0.277,-1.219
25,10136,female,white,yes,43,3,3,43,-0.434,not_high,917,0.277,-1.219
25,10137,male,white,no,59,3,4,59,0.169,not_high,917,0.277,-1.219
25,10138,female,white,yes,60,4,5,60,-2.308,not_high,917,0.277,-1.219
25,10139,male,white,yes,38,3,7,29,-0.219,not_high,917,0.277,-1.219
25,10140,female,white,no,75,4,3,75,0.343,not_high,917,0.277,-1.219
25,10141,male,white,yes,45,3,8,23,1.011,high,917,0.277,-1.219
25,10144,female,white,yes,39,3,3,11,-2.176,not_high,917,0.277,-1.219
25,10145,female,white,yes,67,5,3,25,-1.537,not_high,917,0.277,-1.219
25,10146,female,white,yes,47,4,8,45,-0.213,not_high,917,0.277,-1.219
25,10147,male,white,yes,37,4,4,10,-1.015,not_high,917,0.277,-1.219
25,10148,female,white,no,52,4,1,26,-2.854,not_high,917,0.277,-1.219
25,10149,male,white,yes,58,3,4,35,-0.523,not_high,917,0.277,-1.219
25,10150,female,white,yes,36,6,3,3,0.797,not_high,917,0.277,-1.219
25,10152,female,white,yes,49,4,2,28,1.004,high,917,0.277,-1.219
30,20001,male,white,no,70,1,2,19,-0.692,not_high,622,0.183,0.314
30,20003,male,white,yes,76,3,4,11,1.047,high,622,0.183,0.314
30,20005,female,white,yes,43,6,4,8,0.117,not_high,622,0.183,0.314
30,20008,female,white,yes,73,3,6,42,-0.198,not_high,622,0.183,0.314
30,20009,male,white,yes,72,3,2,55,0.230,not_high,622,0.183,0.314
30,20010,male,white,yes,59,3,4,46,0.719,not_high,622,0.183,0.314
30,20011,female,white,no,80,3,3,46,0.765,not_high,622,0.183,0.314
30,20012,female,white,no,83,1,2,12,0.127,not_high,622,0.183,0.314
30,20013,male,white,yes,76,3,4,8,0.772,not_high,622,0.183,0.314
30,20015,female,white,yes,63,4,4,34,0.425,not_high,622,0.183,0.314
30,20016,female,white,yes,45,6,4,8,1.337,high,622,0.183,0.314
30,20018,female,white,yes,58,3,3,35,-1.159,not_high,622,0.183,0.314
30,20019,male,white,yes,59,5,6,30,0.900,not_high,622,0.183,0.314
30,20020,female,white,no,81,4,2,55,2.093,high,622,0.183,0.314
30,20023,female,white,no,64,6,2,27,-0.914,not_high,622,0.183,0.314
30,20026,female,white,yes,54,3,5,20,-0.066,not_high,622,0.183,0.314
30,20028,female,white,no,69,4,2,35,0.244,not_high,622,0.183,0.314
30,20029,male,white,no,38,5,2,4,-0.946,not_high,622,0.183,0.314
30,20030,female,white,no,81,4,3,68,1.685,high,622,0.183,0.314
30,20033,male,white,yes,82,4,4,8,0.660,not_high,622,0.183,0.314
30,20039,female,white,yes,37,3,6,37,1.210,high,622,0.183,0.314
30,20042,female,white,no,89,3,1,66,0.843,not_high,622,0.183,0.314
30,20045,male,white,yes,74,1,2,15,-3.181,not_high,622,0.183,0.314
30,20046,female,white,yes,78,2,2,50,1.335,high,622,0.183,0.314
30,20047,male,white,yes,67,3,4,40,0.143,not_high,622,0.183,0.314
30,20048,female,white,yes,59,3,2,12,0.515,not_high,622,0.183,0.314
30,20049,male,white,yes,33,6,6,2,-0.907,not_high,622,0.183,0.314
30,20052,female,white,yes,78,3,4,48,-0.380,not_high,622,0.183,0.314
30,20056,male,white,yes,41,4,6,20,1.359,high,622,0.183,0.314
30,20057,female,white,no,59,3,2,3,-0.278,not_high,622,0.183,0.314
30,20058,female,white,yes,46,5,5,25,-0.054,not_high,622,0.183,0.314
30,20060,female,white,no,82,3,1,6,1.335,high,622,0.183,0.314
30,20062,male,nonwhite,yes,48,5,5,10,-0.529,not_high,622,0.183,0.314
30,20063,female,white,no,43,5,6,6,-0.071,not_high,622,0.183,0.314
30,20065,male,white,yes,84,2,3,5,-1.100,not_high,622,0.183,0.314
30,20066,male,white,no,44,4,5,25,-0.194,not_high,622,0.183,0.314
30,20068,female,white,yes,34,2,6,4,0.156,not_high,622,0.183,0.314
30,20069,female,white,yes,77,3,5,16,-0.885,not_high,622,0.183,0.314
30,20070,male,white,yes,55,3,4,6,0.045,not_high,622,0.183,0.314
30,20071,female,white,yes,54,4,2,13,0.496,not_high,622,0.183,0.314
30,20072,female,white,no,67,3,1,19,0.975,not_high,622,0.183,0.314
30,20073,female,white,yes,66,3,1,34,-0.228,not_high,622,0.183,0.314
30,20075,male,white,yes,51,3,6,51,-0.298,not_high,622,0.183,0.314
30,20077,male,white,yes,67,4,5,45,0.590,not_high,622,0.183,0.314
30,20078,female,white,yes,38,4,6,11,0.176,not_high,622,0.183,0.314
30,20080,male,white,yes,53,3,5,53,0.828,not_high,622,0.183,0.314
30,20081,female,white,no,97,6,4,97,-0.323,not_high,622,0.183,0.314
30,20085,male,nonwhite,yes,79,3,1,69,0.004,not_high,622,0.183,0.314
30,20086,female,white,yes,70,5,3,27,1.650,high,622,0.183,0.314
30,20088,male,white,yes,54,5,4,27,0.555,not_high,622,0.183,0.314
30,20089,female,white,yes,49,4,5,27,-0.547,not_high,622,0.183,0.314
30,20090,male,white,yes,62,3,2,3,1.121,high,622,0.183,0.314
30,20095,male,white,yes,56,4,8,6,1.019,high,622,0.183,0.314
30,20096,female,white,no,77,3,1,40,-0.682,not_high,622,0.183,0.314
30,20097,female,white,no,78,3,1,46,-0.655,not_high,622,0.183,0.314
30,20099,female,white,no,70,3,2,51,0.251,not_high,622,0.183,0.314
30,20100,female,white,yes,43,6,1,43,-2.896,not_high,622,0.183,0.314
30,20101,female,white,yes,73,4,3,19,-0.520,not_high,622,0.183,0.314
30,20102,female,white,yes,61,2,3,12,-1.945,not_high,622,0.183,0.314
30,20103,male,white,yes,43,3,5,8,1.226,high,622,0.183,0.314
30,20104,female,white,no,88,3,2,30,0.552,not_high,622,0.183,0.314
30,20105,female,white,no,88,3,2,30,-0.295,not_high,622,0.183,0.314
30,20106,male,white,yes,53,4,5,53,-1.469,not_high,622,0.183,0.314
30,20108,female,white,yes,44,7,7,17,1.205,high,622,0.183,0.314
30,20114,male,white,yes,45,3,5,20,-0.601,not_high,622,0.183,0.314
30,20115,male,white,no,30,6,5,3,-0.772,not_high,622,0.183,0.314
30,20118,female,white,no,64,3,2,17,-0.545,not_high,622,0.183,0.314
30,20119,male,white,yes,66,3,5,8,0.335,not_high,622,0.183,0.314
30,20120,female,white,no,70,3,2,23,0.035,not_high,622,0.183,0.314
30,20122,female,nonwhite,yes,45,3,5,40,0.791,not_high,622,0.183,0.314
30,20124,female,white,no,45,4,2,11,1.007,high,622,0.183,0.314
30,20126,male,white,no,46,3,4,4,-0.368,not_high,622,0.183,0.314
30,20127,male,white,no,93,1,2,62,-1.222,not_high,622,0.183,0.314
30,20136,female,white,yes,74,3,4,74,-0.199,not_high,622,0.183,0.314
30,20138,female,white,no,47,4,8,5,0.528,not_high,622,0.183,0.314
30,20139,male,white,no,77,3,3,47,0.840,not_high,622,0.183,0.314
30,20141,male,white,yes,62,3,6,35,-0.460,not_high,622,0.183,0.314
30,20144,female,white,yes,52,5,6,26,0.507,not_high,622,0.183,0.314
30,20146,male,white,no,61,3,3,32,0.407,not_high,622,0.183,0.314
30,20148,male,white,yes,66,3,4,30,-0.310,not_high,622,0.183,0.314
30,20149,male,white,yes,47,2,4,2,-1.730,not_high,622,0.183,0.314
30,20152,male,white,yes,67,3,6,10,0.004,not_high,622,0.183,0.314
30,20153,female,white,yes,49,6,8,24,0.381,not_high,622,0.183,0.314
30,20155,male,white,yes,81,2,1,17,0.791,not_high,622,0.183,0.314
30,20157,male,white,yes,56,6,6,22,1.227,high,622,0.183,0.314
30,20161,male,white,yes,59,3,5,36,-0.963,not_high,622,0.183,0.314
30,20162,male,white,yes,43,7,8,11,0.097,not_high,622,0.183,0.314
30,20164,female,white,no,56,3,3,29,-0.385,not_high,622,0.183,0.314
30,20167,female,white,yes,39,7,8,6,-0.470,not_high,622,0.183,0.314
30,20169,male,white,yes,66,4,6,35,1.205,high,622,0.183,0.314
35,30001,female,white,no,64,4,2,25,-0.279,not_high,524,0.147,0.741
35,30004,female,white,yes,35,5,3,12,0.150,not_high,524,0.147,0.741
35,30005,male,white,yes,32,3,5,22,0.636,not_high,524,0.147,0.741
35,30006,female,white,yes,30,7,6,30,0.823,not_high,524,0.147,0.741
35,30007,male,white,yes,70,3,4,45,-0.003,not_high,524,0.147,0.741
35,30008,male,white,yes,50,3,2,20,-1.096,not_high,524,0.147,0.741
35,30010,female,nonwhite,yes,56,3,8,22,-0.177,not_high,524,0.147,0.741
35,30011,male,white,yes,41,3,5,33,0.018,not_high,524,0.147,0.741
35,30013,male,white,yes,66,3,4,12,-0.743,not_high,524,0.147,0.741
35,30016,female,white,yes,65,1,3,40,0.596,not_high,524,0.147,0.741
35,30019,male,white,no,71,3,8,31,0.684,not_high,524,0.147,0.741
35,30021,female,white,no,83,6,3,52,0.901,not_high,524,0.147,0.741
35,30022,male,white,no,78,3,2,79,1.661,high,524,0.147,0.741
35,30025,male,white,no,52,4,5,30,-0.687,not_high,524,0.147,0.741
35,30026,male,white,yes,53,3,5,15,0.654,not_high,524,0.147,0.741
35,30030,female,white,no,42,4,5,5,1.011,high,524,0.147,0.741
35,30031,male,white,yes,72,3,6,53,0.576,not_high,524,0.147,0.741
35,30034,female,white,yes,39,3,8,8,0.152,not_high,524,0.147,0.741
35,30035,male,white,yes,32,6,2,3,-0.165,not_high,524,0.147,0.741
35,30042,female,white,yes,58,6,6,27,-0.204,not_high,524,0.147,0.741
35,30045,female,white,yes,40,3,5,17,0.229,not_high,524,0.147,0.741
35,30047,male,white,yes,49,3,8,30,-1.084,not_high,524,0.147,0.741
35,30049,female,white,no,38,4,6,14,0.621,not_high,524,0.147,0.741
35,30050,female,white,yes,47,7,7,25,-0.549,not_high,524,0.147,0.741
35,30055,male,white,yes,44,3,8,25,-1.981,not_high,524,0.147,0.741
35,30056,female,white,no,57,4,1,6,-2.107,not_high,524,0.147,0.741
35,30057,female,white,yes,50,4,7,50,0.406,not_high,524,0.147,0.741
35,30060,female,white,yes,59,3,8,39,0.004,not_high,524,0.147,0.741
35,30061,male,white,yes,59,4,6,29,-0.906,not_high,524,0.147,0.741
35,30063,male,white,yes,47,4,5,47,-0.035,not_high,524,0.147,0.741
35,30064,female,white,no,82,3,2,82,0.907,not_high,524,0.147,0.741
35,30066,female,white,yes,28,4,4,6,-2.287,not_high,524,0.147,0.741
35,30067,male,white,yes,54,3,8,36,-2.991,not_high,524,0.147,0.741
35,30068,female,white,no,64,3,4,58,-0.238,not_high,524,0.147,0.741
35,30070,female,white,yes,34,7,6,8,-0.374,not_high,524,0.147,0.741
35,30072,male,white,no,63,3,2,63,-2.349,not_high,524,0.147,0.741
35,30073,female,white,no,59,4,4,34,-1.280,not_high,524,0.147,0.741
35,30074,male,white,no,86,1,4,40,-0.130,not_high,524,0.147,0.741
35,30076,female,white,yes,56,4,2,33,-0.440,not_high,524,0.147,0.741
35,30080,female,white,yes,44,4,3,34,0.092,not_high,524,0.147,0.741
35,30081,female,white,yes,37,4,8,10,-2.043,not_high,524,0.147,0.741
35,30082,female,white,yes,59,3,3,41,0.586,not_high,524,0.147,0.741
35,30083,male,white,no,29,5,4,27,-0.335,not_high,524,0.147,0.741
35,30084,female,white,yes,66,7,5,46,-0.341,not_high,524,0.147,0.741
35,30085,female,white,no,32,6,8,9,-0.470,not_high,524,0.147,0.741
35,30086,female,white,no,63,4,2,54,-0.922,not_high,524,0.147,0.741
35,30087,male,white,yes,69,3,4,69,1.653,high,524,0.147,0.741
35,30089,female,white,no,67,5,6,67,0.193,not_high,524,0.147,0.741
35,30090,female,white,yes,41,6,6,18,0.327,not_high,524,0.147,0.741
35,30091,male,white,yes,42,3,5,42,-0.694,not_high,524,0.147,0.741
35,30092,female,white,no,77,4,3,57,0.412,not_high,524,0.147,0.741
35,30094,female,white,yes,47,4,6,10,0.501,not_high,524,0.147,0.741
35,30095,male,white,yes,69,4,3,65,0.398,not_high,524,0.147,0.741
35,30096,female,white,yes,53,3,5,30,0.253,not_high,524,0.147,0.741
35,30104,male,white,no,67,3,2,42,-0.796,not_high,524,0.147,0.741
35,30106,female,white,yes,47,3,7,1,-0.264,not_high,524,0.147,0.741
35,30107,male,white,yes,64,3,3,27,-0.034,not_high,524,0.147,0.741
35,30108,female,nonwhite,yes,46,6,3,18,0.065,not_high,524,0.147,0.741
35,30111,male,white,yes,53,3,5,54,-0.586,not_high,524,0.147,0.741
35,30112,male,white,no,63,3,3,53,1.251,high,524,0.147,0.741
35,30113,male,white,yes,25,4,5,25,-1.091,not_high,524,0.147,0.741
35,30114,female,white,no,41,5,6,14,-2.564,not_high,524,0.147,0.741
35,30115,male,white,no,38,3,6,6,-0.152,not_high,524,0.147,0.741
35,30118,male,white,yes,59,3,4,59,-0.426,not_high,524,0.147,0.741
35,30120,female,white,yes,44,3,6,21,0.377,not_high,524,0.147,0.741
35,30121,male,white,no,44,3,4,20,-0.012,not_high,524,0.147,0.741
35,30122,female,white,yes,56,4,3,50,0.176,not_high,524,0.147,0.741
35,30123,male,white,yes,66,3,5,43,1.762,high,524,0.147,0.741
35,30124,female,nonwhite,yes,38,4,2,20,-0.460,not_high,524,0.147,0.741
35,30125,male,white,yes,62,3,5,62,0.090,not_high,524,0.147,0.741
35,30126,female,white,yes,28,3,8,10,-0.423,not_high,524,0.147,0.741
35,30127,male,white,yes,37,5,7,37,-0.659,not_high,524,0.147,0.741
35,30128,female,white,yes,50,3,4,6,-0.565,not_high,524,0.147,0.741
35,30129,male,white,no,40,3,8,40,-1.225,not_high,524,0.147,0.741
35,30130,female,white,yes,56,4,4,11,-1.030,not_high,524,0.147,0.741
35,30131,male,white,yes,87,4,4,74,-0.643,not_high,524,0.147,0.741
35,30132,male,white,yes,85,4,5,75,0.686,not_high,524,0.147,0.741
35,30133,male,white,yes,27,6,6,2,0.490,not_high,524,0.147,0.741
35,30134,female,white,yes,45,4,5,5,0.002,not_high,524,0.147,0.741
35,30136,male,white,yes,53,6,4,32,-1.044,not_high,524,0.147,0.741
35,30138,male,white,yes,76,3,4,70,-0.317,not_high,524,0.147,0.741
35,30139,male,white,yes,34,4,5,2,0.035,not_high,524,0.147,0.741
35,30142,female,white,yes,55,4,6,11,-0.953,not_high,524,0.147,0.741
35,30145,male,white,yes,36,3,8,36,1.462,high,524,0.147,0.741
35,30148,female,nonwhite,yes,61,3,8,44,-1.811,not_high,524,0.147,0.741
35,30150,female,white,yes,68,1,1,15,-1.191,not_high,524,0.147,0.741
35,30151,male,white,yes,64,1,5,64,-1.522,not_high,524,0.147,0.741
35,30152,female,white,yes,32,6,3,3,-0.049,not_high,524,0.147,0.741
35,30153,female,white,yes,32,5,5,5,-0.744,not_high,524,0.147,0.741
35,30155,female,white,yes,37,5,6,13,-0.708,not_high,524,0.147,0.741
35,30156,female,white,no,77,2,2,5,-0.997,not_high,524,0.147,0.741
35,30158,female,white,yes,35,4,5,8,-0.496,not_high,524,0.147,0.741
35,30159,male,white,yes,75,2,6,65,0.907,not_high,524,0.147,0.741
35,30161,female,nonwhite,no,41,4,3,7,-1.190,not_high,524,0.147,0.741
35,30900,female,white,yes,50,3,0,5,0.176,not_high,524,0.147,0.741
45,40001,male,white,no,46,3,5,17,1.221,high,709,0.399,0.332
45,40004,female,white,no,76,3,2,50,1.232,high,709,0.399,0.332
45,40006,female,white,no,76,4,4,76,1.543,high,709,0.399,0.332
45,40007,female,white,no,42,4,3,17,0.440,not_high,709,0.399,0.332
45,40008,female,white,yes,51,7,5,51,1.321,high,709,0.399,0.332
45,40009,male,white,yes,79,3,1,79,1.652,high,709,0.399,0.332
45,40010,female,white,yes,77,4,5,77,0.333,not_high,709,0.399,0.332
45,40013,female,white,yes,78,4,2,4,1.435,high,709,0.399,0.332
45,40015,male,white,yes,72,3,5,72,1.067,high,709,0.399,0.332
45,40016,female,white,no,79,3,5,40,1.011,high,709,0.399,0.332
45,40018,female,white,yes,73,3,2,50,1.095,high,709,0.399,0.332
45,40020,male,white,yes,47,3,6,20,-1.579,not_high,709,0.399,0.332
45,40021,female,white,no,77,3,1,59,1.217,high,709,0.399,0.332
45,40022,female,white,yes,48,3,1,22,0.346,not_high,709,0.399,0.332
45,40023,female,white,yes,77,4,4,58,1.876,high,709,0.399,0.332
45,40024,female,white,yes,44,7,8,20,0.715,not_high,709,0.399,0.332
45,40025,male,white,no,76,3,2,76,1.328,high,709,0.399,0.332
45,40026,male,white,yes,50,3,6,22,1.218,high,709,0.399,0.332
45,40029,female,white,no,75,3,1,60,1.111,high,709,0.399,0.332
45,40030,female,white,yes,55,3,4,28,0.904,not_high,709,0.399,0.332
45,40031,male,white,no,24,3,3,22,0.675,not_high,709,0.399,0.332
45,40032,male,white,yes,56,4,5,56,0.644,not_high,709,0.399,0.332
45,40034,female,white,no,89,6,4,82,1.337,high,709,0.399,0.332
45,40035,male,white,yes,62,5,8,56,-0.338,not_high,709,0.399,0.332
45,40036,female,white,no,92,3,3,59,-0.391,not_high,709,0.399,0.332
45,40038,female,white,no,80,7,7,53,0.990,not_high,709,0.399,0.332
45,40041,male,white,yes,57,2,4,35,0.737,not_high,709,0.399,0.332
45,40042,female,white,no,49,3,0,45,-1.480,not_high,709,0.399,0.332
45,40044,female,white,no,30,6,3,7,0.742,not_high,709,0.399,0.332
45,40045,male,white,yes,41,5,5,14,0.791,not_high,709,0.399,0.332
45,40047,female,white,yes,24,4,4,24,-0.417,not_high,709,0.399,0.332
45,40048,female,white,no,80,2,3,60,1.103,high,709,0.399,0.332
45,40053,male,white,yes,39,5,6,13,1.237,high,709,0.399,0.332
45,40054,female,white,yes,23,4,4,4,-0.732,not_high,709,0.399,0.332
45,40056,female,white,yes,69,6,2,15,0.921,not_high,709,0.399,0.332
45,40057,male,white,yes,38,2,5,20,-0.781,not_high,709,0.399,0.332
45,40058,male,white,yes,48,4,5,44,-0.331,not_high,709,0.399,0.332
45,40059,male,white,yes,42,4,6,42,0.913,not_high,709,0.399,0.332
45,40060,female,white,yes,51,7,2,32,0.509,not_high,709,0.399,0.332
45,40061,male,white,yes,39,6,8,10,-0.777,not_high,709,0.399,0.332
45,40062,male,white,yes,23,3,8,23,0.543,not_high,709,0.399,0.332
45,40063,male,white,yes,50,3,8,45,-1.309,not_high,709,0.399,0.332
45,40066,female,white,yes,71,4,6,50,1.337,high,709,0.399,0.332
45,40069,female,white,yes,45,7,7,19,-0.847,not_high,709,0.399,0.332
45,40071,male,white,yes,28,6,7,3,1.935,high,709,0.399,0.332
45,40072,female,white,yes,78,7,6,64,0.470,not_high,709,0.399,0.332
45,40073,male,white,yes,68,4,4,67,0.312,not_high,709,0.399,0.332
45,40074,male,white,yes,77,3,3,75,0.576,not_high,709,0.399,0.332
45,40075,male,white,yes,44,4,6,44,1.234,high,709,0.399,0.332
45,40076,female,white,yes,77,3,3,77,1.015,high,709,0.399,0.332
45,40078,female,white,no,80,3,4,4,0.895,not_high,709,0.399,0.332
45,40079,male,white,yes,81,4,3,81,0.452,not_high,709,0.399,0.332
45,40080,female,white,yes,43,3,4,13,1.004,high,709,0.399,0.332
45,40081,male,white,yes,79,4,3,55,0.550,not_high,709,0.399,0.332
45,40082,female,white,no,84,3,1,82,0.674,not_high,709,0.399,0.332
45,40086,female,white,no,80,4,4,80,-0.030,not_high,709,0.399,0.332
45,40087,male,white,yes,51,6,5,51,0.797,not_high,709,0.399,0.332
45,40089,male,white,yes,72,2,3,60,-0.433,not_high,709,0.399,0.332
45,40091,male,white,yes,71,3,3,58,-0.980,not_high,709,0.399,0.332
45,40092,male,white,yes,80,3,5,17,1.335,high,709,0.399,0.332
45,40093,female,white,no,49,4,8,24,1.314,high,709,0.399,0.332
45,40096,female,white,yes,58,6,5,37,-1.864,not_high,709,0.399,0.332
45,40097,male,nonwhite,yes,35,4,5,13,1.435,high,709,0.399,0.332
45,40098,female,white,yes,28,6,4,5,0.034,not_high,709,0.399,0.332
45,40099,female,white,no,88,4,6,68,1.797,high,709,0.399,0.332
45,40100,female,white,yes,52,7,6,10,0.225,not_high,709,0.399,0.332
45,40101,female,white,yes,42,5,8,7,-0.121,not_high,709,0.399,0.332
45,40102,female,white,yes,55,3,3,31,0.217,not_high,709,0.399,0.332
45,40103,male,white,no,29,4,3,29,-0.130,not_high,709,0.399,0.332
45,40105,male,white,yes,55,4,8,25,0.176,not_high,709,0.399,0.332
45,40106,female,white,no,57,3,2,14,0.520,not_high,709,0.399,0.332
45,40108,female,white,yes,73,4,2,49,0.340,not_high,709,0.399,0.332
45,40110,female,white,yes,71,5,2,38,0.043,not_high,709,0.399,0.332
45,40112,female,white,no,79,1,3,52,-0.019,not_high,709,0.399,0.332
45,40113,female,white,yes,52,4,5,40,1.120,high,709,0.399,0.332
45,40114,female,white,yes,38,3,5,9,0.468,not_high,709,0.399,0.332
45,40115,male,white,yes,62,4,7,27,0.415,not_high,709,0.399,0.332
45,40118,female,white,yes,53,3,1,29,1.065,high,709,0.399,0.332
45,40119,male,white,yes,50,5,5,29,-0.432,not_high,709,0.399,0.332
45,40125,male,white,no,40,4,3,10,-0.458,not_high,709,0.399,0.332
45,40126,male,white,yes,60,4,7,40,0.720,not_high,709,0.399,0.332
45,40127,male,white,no,54,6,5,28,0.804,not_high,709,0.399,0.332
45,40128,female,white,yes,68,3,4,7,0.895,not_high,709,0.399,0.332
45,40130,male,white,yes,55,4,5,55,-0.743,not_high,709,0.399,0.332
