idcomm,id,male,white,married,age,educate,income,commlength,commtrust,trust,pop2020,relighomog,disadvantage
1800,490050,female,white,yes,82,1,3,82,0.287,not_high,1240,0.133,-2.300
1800,490052,female,white,no,87,1,1,70,-2.373,not_high,1240,0.133,-2.300
1800,490053,female,white,no,37,7,2,3,-3.057,not_high,1240,0.133,-2.300
1800,490056,male,white,yes,52,7,6,12,-0.937,not_high,1240,0.133,-2.300
1800,490059,female,white,yes,65,4,6,65,0.306,not_high,1240,0.133,-2.300
1800,490060,male,white,yes,70,3,8,48,0.139,not_high,1240,0.133,-2.300
1800,490063,male,white,no,67,2,4,48,-0.673,not_high,1240,0.133,-2.300
1800,490066,male,nonwhite,yes,64,2,4,43,-0.803,not_high,1240,0.133,-2.300
1800,490075,female,white,yes,35,4,4,10,-2.085,not_high,1240,0.133,-2.300
1800,490077,female,white,yes,44,4,8,13,-0.816,not_high,1240,0.133,-2.300
1800,490079,male,white,no,52,4,4,12,-1.274,not_high,1240,0.133,-2.300
1800,490080,male,white,yes,71,3,4,71,-0.848,not_high,1240,0.133,-2.300
1800,490081,male,white,yes,70,3,3,70,-0.423,not_high,1240,0.133,-2.300
1800,490083,female,white,no,53,6,5,53,0.384,not_high,1240,0.133,-2.300
1800,490085,male,white,no,44,6,5,25,0.501,not_high,1240,0.133,-2.300
1800,490086,male,nonwhite,yes,70,7,7,30,-0.958,not_high,1240,0.133,-2.300
1800,490089,female,white,yes,47,3,4,47,-0.793,not_high,1240,0.133,-2.300
1800,490090,male,white,no,84,4,4,84,0.191,not_high,1240,0.133,-2.300
1800,490091,male,white,no,41,6,6,41,1.216,high,1240,0.133,-2.300
1800,490093,male,white,no,27,6,8,21,0.590,not_high,1240,0.133,-2.300
1800,490096,male,white,no,83,3,2,75,1.661,high,1240,0.133,-2.300
1800,490098,male,white,yes,87,2,3,87,-0.926,not_high,1240,0.133,-2.300
1800,490101,female,white,yes,62,3,6,62,0.519,not_high,1240,0.133,-2.300
1800,490102,female,white,no,62,3,4,55,-0.407,not_high,1240,0.133,-2.300
1800,490104,male,white,yes,72,3,1,73,1.764,high,1240,0.133,-2.300
1800,490105,female,white,yes,53,4,5,14,-0.806,not_high,1240,0.133,-2.300
1800,490106,female,white,yes,54,4,1,15,0.002,not_high,1240,0.133,-2.300
1800,490107,female,white,yes,41,3,2,40,-0.078,not_high,1240,0.133,-2.300
1800,490108,male,white,yes,60,3,8,60,0.895,not_high,1240,0.133,-2.300
1800,490111,female,white,yes,32,5,4,15,-0.264,not_high,1240,0.133,-2.300
1800,490112,female,white,no,64,3,1,25,-0.622,not_high,1240,0.133,-2.300
1800,490113,male,white,yes,56,7,4,14,-0.880,not_high,1240,0.133,-2.300
1800,490115,female,white,yes,39,7,4,40,-1.653,not_high,1240,0.133,-2.300
1800,490118,male,white,yes,82,4,3,8,-2.856,not_high,1240,0.133,-2.300
1800,490119,female,white,yes,54,3,3,45,-0.487,not_high,1240,0.133,-2.300
1800,490120,male,white,yes,38,5,5,35,0.895,not_high,1240,0.133,-2.300
1800,490121,female,white,no,74,4,2,53,0.949,not_high,1240,0.133,-2.300
1800,490122,male,white,yes,79,3,6,10,-0.438,not_high,1240,0.133,-2.300
1800,490124,male,white,yes,81,2,4,70,0.181,not_high,1240,0.133,-2.300
1800,490125,female,white,yes,29,4,5,8,-1.893,not_high,1240,0.133,-2.300
1800,490128,male,white,yes,46,4,4,46,-0.043,not_high,1240,0.133,-2.300
1800,490129,female,white,yes,70,3,4,70,-2.574,not_high,1240,0.133,-2.300
1800,490130,female,white,yes,51,6,7,10,-0.010,not_high,1240,0.133,-2.300
1800,490131,female,white,no,63,3,2,30,0.526,not_high,1240,0.133,-2.300
1800,490132,male,white,yes,52,5,4,50,0.677,not_high,1240,0.133,-2.300
1800,490134,female,white,no,79,3,3,72,0.244,not_high,1240,0.133,-2.300
1800,490135,female,white,no,67,5,1,7,0.334,not_high,1240,0.133,-2.300
1800,490137,female,white,no,50,3,4,50,-0.264,not_high,1240,0.133,-2.300
1800,490138,male,white,yes,68,3,4,69,0.497,not_high,1240,0.133,-2.300
1800,490140,female,white,yes,57,3,3,57,0.479,not_high,1240,0.133,-2.300
1800,490145,female,white,no,24,3,3,5,-0.928,not_high,1240,0.133,-2.300
1800,490149,male,white,yes,78,6,4,78,-0.193,not_high,1240,0.133,-2.300
1800,490160,female,white,no,46,3,4,46,-1.094,not_high,1240,0.133,-2.300
1800,490162,male,white,yes,56,6,6,20,0.119,not_high,1240,0.133,-2.300
1800,490163,male,white,yes,69,1,1,30,-1.790,not_high,1240,0.133,-2.300
1800,490900,female,white,yes,60,4,5,42,-0.967,not_high,1240,0.133,-2.300
1800,490901,female,white,yes,43,3,5,37,0.791,not_high,1240,0.133,-2.300
1860,500001,female,white,yes,29,3,8,3,-0.293,not_high,759,0.161,0.966
1860,500003,male,white,no,69,4,1,10,0.208,not_high,759,0.161,0.966
1860,500004,male,white,yes,60,3,6,23,-0.100,not_high,759,0.161,0.966
1860,500006,male,white,yes,46,5,7,11,-0.059,not_high,759,0.161,0.966
1860,500007,male,white,yes,44,3,7,16,0.041,not_high,759,0.161,0.966
1860,500014,male,white,yes,72,4,8,44,0.010,not_high,759,0.161,0.966
1860,500019,female,white,no,58,3,4,36,0.665,not_high,759,0.161,0.966
1860,500020,male,white,no,47,3,5,2,0.664,not_high,759,0.161,0.966
1860,500021,female,white,yes,67,7,7,40,-0.154,not_high,759,0.161,0.966
1860,500025,male,white,yes,56,3,3,37,-3.691,not_high,759,0.161,0.966
1860,500033,female,white,yes,41,5,8,7,-0.292,not_high,759,0.161,0.966
1860,500034,male,white,yes,41,7,6,10,-1.183,not_high,759,0.161,0.966
1860,500036,male,white,yes,39,4,4,14,-0.192,not_high,759,0.161,0.966
1860,500038,male,white,yes,28,3,4,19,1.354,high,759,0.161,0.966
1860,500039,male,white,no,70,3,4,32,0.135,not_high,759,0.161,0.966
1860,500040,male,white,yes,34,4,8,21,1.011,high,759,0.161,0.966
1860,500045,female,nonwhite,yes,43,4,5,9,1.118,high,759,0.161,0.966
1860,500046,female,nonwhite,yes,43,4,5,9,0.225,not_high,759,0.161,0.966
1860,500047,female,white,yes,42,4,3,5,-0.221,not_high,759,0.161,0.966
1860,500048,male,white,yes,46,3,5,25,-0.249,not_high,759,0.161,0.966
1860,500051,female,nonwhite,no,82,3,2,33,-0.229,not_high,759,0.161,0.966
1860,500052,female,white,no,91,6,2,30,0.113,not_high,759,0.161,0.966
1860,500054,female,white,no,81,4,3,47,-0.931,not_high,759,0.161,0.966
1860,500055,female,white,yes,74,3,3,4,-0.735,not_high,759,0.161,0.966
1860,500058,male,white,yes,50,4,7,21,-0.075,not_high,759,0.161,0.966
1860,500060,male,white,yes,62,6,4,29,-0.291,not_high,759,0.161,0.966
1860,500061,female,white,no,33,7,3,12,-0.742,not_high,759,0.161,0.966
1860,500062,male,white,yes,65,3,3,29,-0.725,not_high,759,0.161,0.966
1860,500063,male,white,no,75,2,2,25,1.868,high,759,0.161,0.966
1860,500065,female,white,yes,53,3,7,17,0.161,not_high,759,0.161,0.966
1860,500066,female,white,no,87,3,1,78,-0.751,not_high,759,0.161,0.966
1860,500069,male,white,yes,33,5,7,7,-0.109,not_high,759,0.161,0.966
1860,500072,female,white,no,44,4,5,16,-1.452,not_high,759,0.161,0.966
1860,500073,female,white,yes,36,5,8,13,1.448,high,759,0.161,0.966
1860,500075,female,white,no,60,3,2,6,0.576,not_high,759,0.161,0.966
1860,500077,female,white,yes,55,5,8,3,1.875,high,759,0.161,0.966
1860,500078,male,white,no,31,3,7,3,-1.799,not_high,759,0.161,0.966
1860,500079,female,white,no,54,6,3,27,-1.438,not_high,759,0.161,0.966
1860,500080,female,white,yes,54,3,4,24,-0.896,not_high,759,0.161,0.966
1860,500083,male,nonwhite,yes,55,5,4,15,0.507,not_high,759,0.161,0.966
1860,500084,female,white,yes,27,3,3,6,-0.701,not_high,759,0.161,0.966
1860,500085,male,white,yes,58,3,5,32,-0.454,not_high,759,0.161,0.966
1860,500088,female,white,yes,29,6,5,2,-1.028,not_high,759,0.161,0.966
1860,500089,male,white,yes,46,4,6,12,0.423,not_high,759,0.161,0.966
1860,500093,female,white,yes,44,6,6,8,-0.334,not_high,759,0.161,0.966
1860,500095,female,white,yes,69,4,5,44,0.333,not_high,759,0.161,0.966
1860,500097,male,white,no,46,3,3,24,0.926,not_high,759,0.161,0.966
1860,500099,female,white,no,75,3,4,30,-0.295,not_high,759,0.161,0.966
1860,500100,male,white,yes,61,4,3,58,-0.580,not_high,759,0.161,0.966
1860,500102,male,white,no,63,2,8,83,0.119,not_high,759,0.161,0.966
1860,500103,female,white,yes,48,3,5,13,-0.776,not_high,759,0.161,0.966
1860,500104,male,white,yes,41,5,3,37,-2.087,not_high,759,0.161,0.966
1860,500105,male,white,yes,64,2,3,35,-2.508,not_high,759,0.161,0.966
1860,500106,male,white,yes,46,3,6,25,-0.280,not_high,759,0.161,0.966
1860,500107,male,white,no,59,3,4,7,-2.154,not_high,759,0.161,0.966
1860,500108,male,white,yes,35,7,8,3,-2.248,not_high,759,0.161,0.966
1860,500112,male,white,yes,41,3,4,38,1.546,high,759,0.161,0.966
1860,500114,male,white,no,64,3,2,18,-0.942,not_high,759,0.161,0.966
1860,500120,male,white,yes,55,3,4,17,1.650,high,759,0.161,0.966
1860,500122,male,white,yes,36,3,7,7,-1.112,not_high,759,0.161,0.966
1860,500123,male,white,yes,66,1,2,10,0.282,not_high,759,0.161,0.966
1860,500126,female,white,yes,34,3,7,6,0.685,not_high,759,0.161,0.966
1860,500127,female,white,yes,31,5,8,2,1.873,high,759,0.161,0.966
1860,500129,female,white,yes,44,4,8,16,-1.288,not_high,759,0.161,0.966
1860,500130,female,white,no,65,4,2,38,1.227,high,759,0.161,0.966
1860,500132,female,white,yes,65,3,6,39,0.113,not_high,759,0.161,0.966
1860,500133,female,white,yes,38,3,5,19,-0.778,not_high,759,0.161,0.966
1860,500134,male,white,yes,51,4,5,28,-0.872,not_high,759,0.161,0.966
1860,500135,female,white,yes,80,3,3,60,-0.273,not_high,759,0.161,0.966
1860,500136,male,white,yes,57,7,4,27,1.333,high,759,0.161,0.966
1860,500137,female,white,no,64,3,2,55,0.333,not_high,759,0.161,0.966
1860,500139,male,white,yes,87,3,3,44,0.708,not_high,759,0.161,0.966
1860,500140,female,white,no,69,3,2,20,-0.648,not_high,759,0.161,0.966
1860,500142,male,white,yes,60,3,5,35,-1.141,not_high,759,0.161,0.966
1860,500145,female,white,yes,31,5,4,9,-0.625,not_high,759,0.161,0.966
1860,500147,female,white,yes,34,3,8,9,-0.172,not_high,759,0.161,0.966
1860,500148,female,white,no,75,3,2,46,1.220,high,759,0.161,0.966
1860,500151,female,white,no,33,5,4,11,0.791,not_high,759,0.161,0.966
1860,500153,female,white,yes,48,5,6,27,0.022,not_high,759,0.161,0.966
1860,500158,female,white,no,78,4,2,10,-0.708,not_high,759,0.161,0.966
1860,500162,female,white,no,62,3,3,35,0.669,not_high,759,0.161,0.966
1860,500163,female,white,no,76,3,3,40,0.840,not_high,759,0.161,0.966
1860,500174,female,white,yes,76,3,4,50,0.895,not_high,759,0.161,0.966
1865,510001,male,white,no,51,4,4,51,0.812,not_high,1733,0.190,-1.092
1865,510002,male,white,no,72,3,2,72,0.020,not_high,1733,0.190,-1.092
1865,510003,female,white,no,107,1,1,107,1.668,high,1733,0.190,-1.092
1865,510004,male,nonwhite,no,59,4,2,5,0.796,not_high,1733,0.190,-1.092
1865,510005,male,white,no,63,6,4,36,1.005,high,1733,0.190,-1.092
1865,510007,female,white,yes,27,4,5,11,-1.071,not_high,1733,0.190,-1.092
1865,510008,female,white,no,43,6,4,14,-0.712,not_high,1733,0.190,-1.092
1865,510009,female,white,no,53,3,6,26,1.118,high,1733,0.190,-1.092
1865,510010,female,white,no,92,2,1,85,0.097,not_high,1733,0.190,-1.092
1865,510012,male,white,yes,43,3,4,40,0.245,not_high,1733,0.190,-1.092
1865,510013,female,white,yes,25,4,5,5,-1.154,not_high,1733,0.190,-1.092
1865,510015,male,white,yes,63,6,3,37,0.895,not_high,1733,0.190,-1.092
1865,510016,male,white,yes,78,1,3,32,1.037,high,1733,0.190,-1.092
1865,510017,male,white,yes,81,3,4,58,0.126,not_high,1733,0.190,-1.092
1865,510022,female,white,no,91,1,1,50,1.734,high,1733,0.190,-1.092
1865,510023,female,white,yes,46,5,7,20,-1.791,not_high,1733,0.190,-1.092
1865,510028,female,white,yes,79,3,2,80,-0.303,not_high,1733,0.190,-1.092
1865,510029,female,white,yes,34,6,6,4,0.680,not_high,1733,0.190,-1.092
1865,510030,female,white,yes,60,2,4,62,0.113,not_high,1733,0.190,-1.092
1865,510031,female,white,yes,41,4,4,7,0.682,not_high,1733,0.190,-1.092
1865,510035,female,white,no,94,2,1,56,-1.045,not_high,1733,0.190,-1.092
1865,510036,female,white,yes,88,1,2,40,1.227,high,1733,0.190,-1.092
1865,510037,female,white,yes,46,7,8,16,0.276,not_high,1733,0.190,-1.092
1865,510038,female,white,no,51,5,2,25,-1.645,not_high,1733,0.190,-1.092
1865,510039,female,white,yes,53,5,2,53,0.030,not_high,1733,0.190,-1.092
1865,510041,female,white,yes,75,4,4,75,0.858,not_high,1733,0.190,-1.092
1865,510042,female,white,no,71,3,3,50,-0.479,not_high,1733,0.190,-1.092
1865,510043,female,white,yes,62,3,5,58,0.654,not_high,1733,0.190,-1.092
1865,510044,male,white,no,82,7,1,1,-0.049,not_high,1733,0.190,-1.092
1865,510045,male,white,yes,52,4,8,52,0.093,not_high,1733,0.190,-1.092
1865,510046,female,white,no,74,4,2,74,0.165,not_high,1733,0.190,-1.092
1865,510047,female,white,yes,47,6,4,20,0.276,not_high,1733,0.190,-1.092
1865,510048,male,white,yes,76,2,4,53,0.858,not_high,1733,0.190,-1.092
1865,510049,male,white,yes,38,5,8,38,1.004,high,1733,0.190,-1.092
1865,510051,female,white,yes,41,7,8,12,0.590,not_high,1733,0.190,-1.092
1865,510053,female,white,no,84,3,2,35,0.576,not_high,1733,0.190,-1.092
1865,510054,female,white,yes,49,6,4,18,0.896,not_high,1733,0.190,-1.092
1865,510055,female,white,yes,44,4,6,25,-0.324,not_high,1733,0.190,-1.092
1865,510056,male,white,yes,48,4,8,48,1.118,high,1733,0.190,-1.092
1865,510058,male,white,yes,80,1,4,48,0.283,not_high,1733,0.190,-1.092
1865,510060,male,white,yes,87,3,3,40,1.004,high,1733,0.190,-1.092
1865,510061,female,white,yes,65,4,5,44,1.176,high,1733,0.190,-1.092
1865,510065,female,white,yes,26,7,8,26,0.664,not_high,1733,0.190,-1.092
1865,510066,male,white,no,24,5,3,6,0.467,not_high,1733,0.190,-1.092
1865,510070,female,white,yes,76,3,7,57,0.353,not_high,1733,0.190,-1.092
1865,510071,female,white,yes,53,2,3,20,-0.555,not_high,1733,0.190,-1.092
1865,510073,male,nonwhite,yes,75,4,8,46,1.065,high,1733,0.190,-1.092
1865,510074,female,white,yes,28,3,3,2,-0.101,not_high,1733,0.190,-1.092
1865,510075,male,white,yes,82,1,4,40,-0.471,not_high,1733,0.190,-1.092
1865,510079,female,white,yes,35,4,3,12,0.614,not_high,1733,0.190,-1.092
1865,510080,male,white,yes,73,4,2,73,-0.885,not_high,1733,0.190,-1.092
1865,510081,female,white,yes,42,4,7,20,-0.448,not_high,1733,0.190,-1.092
1865,510082,female,white,yes,43,4,4,24,0.177,not_high,1733,0.190,-1.092
1865,510085,female,white,yes,68,3,2,50,1.210,high,1733,0.190,-1.092
1865,510086,female,white,no,41,4,2,14,0.242,not_high,1733,0.190,-1.092
1865,510088,male,white,yes,42,5,5,30,1.120,high,1733,0.190,-1.092
1865,510089,female,white,yes,63,3,8,44,0.097,not_high,1733,0.190,-1.092
1865,510090,female,white,no,73,5,2,16,-0.181,not_high,1733,0.190,-1.092
1865,510091,male,white,yes,76,4,4,76,0.791,not_high,1733,0.190,-1.092
1865,510092,female,white,no,89,1,2,89,1.876,high,1733,0.190,-1.092
1865,510093,female,white,yes,70,3,3,40,-0.771,not_high,1733,0.190,-1.092
1865,510094,male,white,yes,70,3,4,38,-1.106,not_high,1733,0.190,-1.092
1865,510097,male,white,no,40,3,3,11,0.003,not_high,1733,0.190,-1.092
1865,510099,female,white,no,70,3,4,70,0.377,not_high,1733,0.190,-1.092
1865,510100,male,white,no,45,4,8,45,-0.485,not_high,1733,0.190,-1.092
1865,510102,male,white,yes,37,4,4,37,-0.613,not_high,1733,0.190,-1.092
1865,510103,female,white,no,81,3,2,81,0.795,not_high,1733,0.190,-1.092
1865,510104,female,white,yes,85,2,1,47,1.381,high,1733,0.190,-1.092
1865,510108,male,white,no,86,3,2,25,1.378,high,1733,0.190,-1.092
1865,510109,female,white,yes,80,3,3,11,0.416,not_high,1733,0.190,-1.092
1865,510110,male,white,yes,75,3,4,53,-0.018,not_high,1733,0.190,-1.092
1865,510113,male,white,no,29,4,3,29,-0.163,not_high,1733,0.190,-1.092
1865,510116,male,white,yes,38,2,5,13,-2.384,not_high,1733,0.190,-1.092
1865,510117,male,white,yes,70,3,7,68,0.285,not_high,1733,0.190,-1.092
1865,510118,female,white,no,35,3,2,6,0.383,not_high,1733,0.190,-1.092
1865,510120,male,white,yes,49,7,8,20,-3.396,not_high,1733,0.190,-1.092
1865,510122,male,white,no,90,3,2,85,1.766,high,1733,0.190,-1.092
1865,510123,female,white,yes,79,1,1,21,0.671,not_high,1733,0.190,-1.092
1865,510125,female,white,no,78,2,1,7,-0.083,not_high,1733,0.190,-1.092
1865,510130,female,white,no,79,7,1,5,0.895,not_high,1733,0.190,-1.092
1865,510131,female,white,yes,44,4,3,44,0.070,not_high,1733,0.190,-1.092
1865,510133,female,white,no,71,3,1,65,-2.031,not_high,1733,0.190,-1.092
1865,510134,female,white,yes,69,6,3,35,0.495,not_high,1733,0.190,-1.092
1865,510135,female,white,yes,73,3,5,70,-0.304,not_high,1733,0.190,-1.092
1865,510136,female,white,yes,43,7,3,44,-0.279,not_high,1733,0.190,-1.092
1865,510139,female,white,yes,43,3,5,36,0.774,not_high,1733,0.190,-1.092
1865,510140,male,white,yes,56,3,7,34,-0.417,not_high,1733,0.190,-1.092
1865,510141,female,white,yes,34,5,4,4,0.349,not_high,1733,0.190,-1.092
1865,510142,male,white,yes,51,7,8,27,1.653,high,1733,0.190,-1.092
1865,510143,female,white,yes,34,6,8,34,0.616,not_high,1733,0.190,-1.092
1865,510144,male,white,yes,67,2,7,65,-0.645,not_high,1733,0.190,-1.092
1865,510145,female,white,no,54,3,2,30,-0.803,not_high,1733,0.190,-1.092
1865,510146,male,white,yes,53,3,4,47,-0.683,not_high,1733,0.190,-1.092
1865,510147,female,white,yes,31,4,8,30,-1.212,not_high,1733,0.190,-1.092
1865,510148,male,white,yes,66,3,3,66,0.879,not_high,1733,0.190,-1.092
1865,510150,male,white,yes,59,4,4,8,-0.383,not_high,1733,0.190,-1.092
1865,510151,male,white,yes,33,5,5,8,-0.939,not_high,1733,0.190,-1.092
1865,510154,female,white,no,43,4,5,23,-0.123,not_high,1733,0.190,-1.092
1865,510156,female,white,yes,52,5,5,12,0.460,not_high,1733,0.190,-1.092
1865,510158,female,white,yes,76,4,4,76,1.454,high,1733,0.190,-1.092
1865,510160,female,white,yes,74,3,3,74,0.002,not_high,1733,0.190,-1.092
1865,510163,female,white,yes,77,4,4,40,1.439,high,1733,0.190,-1.092
1865,510165,female,white,yes,43,3,4,22,-0.984,not_high,1733,0.190,-1.092
1933,520001,female,white,yes,59,4,5,35,-0.104,not_high,679,0.327,-0.485
1933,520003,female,white,yes,49,5,8,17,0.680,not_high,679,0.327,-0.485
1933,520004,female,white,no,32,6,6,4,-0.921,not_high,679,0.327,-0.485
1933,520005,female,white,no,47,7,4,25,-0.080,not_high,679,0.327,-0.485
1933,520006,male,white,yes,33,4,2,3,-0.445,not_high,679,0.327,-0.485
1933,520007,female,white,yes,76,5,4,50,1.555,high,679,0.327,-0.485
1933,520011,female,white,yes,61,5,6,36,0.548,not_high,679,0.327,-0.485
1933,520013,female,white,no,22,5,2,20,1.096,high,679,0.327,-0.485
1933,520014,female,white,no,80,3,4,1,1.589,high,679,0.327,-0.485
1933,520017,female,white,no,85,3,2,1,-0.148,not_high,679,0.327,-0.485
1933,520018,male,white,yes,38,5,4,6,0.590,not_high,679,0.327,-0.485
1933,520019,female,white,no,49,3,3,25,-0.078,not_high,679,0.327,-0.485
1933,520020,male,white,yes,54,4,8,27,-2.871,not_high,679,0.327,-0.485
1933,520021,male,white,yes,52,5,8,21,-1.474,not_high,679,0.327,-0.485
1933,520022,male,white,yes,45,6,8,20,-1.133,not_high,679,0.327,-0.485
1933,520024,male,white,no,25,4,3,32,1.578,high,679,0.327,-0.485
1933,520026,female,white,no,74,3,2,48,1.314,high,679,0.327,-0.485
1933,520027,female,white,no,81,3,1,48,-0.659,not_high,679,0.327,-0.485
1933,520028,male,white,yes,82,3,4,2,1.603,high,679,0.327,-0.485
1933,520029,female,white,no,89,3,3,66,0.459,not_high,679,0.327,-0.485
1933,520030,male,white,yes,77,1,2,19,-2.040,not_high,679,0.327,-0.485
1933,520031,male,white,yes,61,3,3,33,-0.560,not_high,679,0.327,-0.485
1933,520032,male,white,yes,68,3,3,66,0.135,not_high,679,0.327,-0.485
1933,520033,female,white,no,70,3,4,52,-0.739,not_high,679,0.327,-0.485
1933,520036,male,white,yes,40,5,5,8,-1.583,not_high,679,0.327,-0.485
1933,520037,male,nonwhite,no,78,3,8,70,0.440,not_high,679,0.327,-0.485
1933,520038,male,white,yes,49,4,7,22,1.116,high,679,0.327,-0.485
1933,520039,female,white,yes,53,6,1,20,-0.467,not_high,679,0.327,-0.485
1933,520041,female,white,no,56,5,7,14,1.270,high,679,0.327,-0.485
1933,520042,female,white,no,24,6,2,6,0.119,not_high,679,0.327,-0.485
1933,520043,female,white,no,34,5,4,13,-0.302,not_high,679,0.327,-0.485
1933,520044,male,white,no,44,3,6,5,-0.144,not_high,679,0.327,-0.485
1933,520046,female,white,no,30,6,6,5,0.028,not_high,679,0.327,-0.485
1933,520047,male,white,yes,60,4,5,50,0.763,not_high,679,0.327,-0.485
1933,520049,male,white,no,29,4,5,29,-1.349,not_high,679,0.327,-0.485
1933,520050,male,white,yes,66,3,3,66,-0.651,not_high,679,0.327,-0.485
1933,520051,male,white,yes,63,3,6,64,0.185,not_high,679,0.327,-0.485
1933,520052,male,white,yes,24,4,6,2,-0.960,not_high,679,0.327,-0.485
1933,520053,male,nonwhite,yes,40,4,4,3,1.011,high,679,0.327,-0.485
1933,520054,male,white,yes,72,3,3,32,-1.423,not_high,679,0.327,-0.485
1933,520056,male,white,yes,39,3,6,16,0.993,not_high,679,0.327,-0.485
1933,520057,male,white,no,26,3,4,18,-0.824,not_high,679,0.327,-0.485
1933,520058,male,white,yes,52,3,6,50,0.770,not_high,679,0.327,-0.485
1933,520059,female,white,no,54,3,5,31,-0.080,not_high,679,0.327,-0.485
1933,520060,male,white,no,57,4,2,5,-0.430,not_high,679,0.327,-0.485
1933,520061,female,white,yes,43,4,5,16,1.441,high,679,0.327,-0.485
1933,520062,male,white,yes,42,4,4,13,-0.995,not_high,679,0.327,-0.485
1933,520063,male,white,yes,43,3,6,15,0.010,not_high,679,0.327,-0.485
1933,520066,male,white,yes,46,7,8,12,0.573,not_high,679,0.327,-0.485
1933,520067,female,white,yes,54,6,8,16,-0.040,not_high,679,0.327,-0.485
1933,520069,female,white,yes,52,4,7,29,0.441,not_high,679,0.327,-0.485
1933,520073,female,white,no,77,3,3,50,0.013,not_high,679,0.327,-0.485
1933,520074,female,white,no,66,4,2,66,0.443,not_high,679,0.327,-0.485
1933,520075,female,white,yes,52,5,7,28,0.550,not_high,679,0.327,-0.485
1933,520076,female,white,no,76,3,2,57,0.880,not_high,679,0.327,-0.485
1933,520077,male,white,yes,58,7,8,25,0.439,not_high,679,0.327,-0.485
1933,520082,female,white,no,20,4,2,1,-2.178,not_high,679,0.327,-0.485
1933,520084,female,white,yes,24,5,6,3,-0.839,not_high,679,0.327,-0.485
1933,520085,female,white,yes,32,6,8,9,-0.363,not_high,679,0.327,-0.485
1933,520087,female,white,yes,53,6,8,28,0.279,not_high,679,0.327,-0.485
1933,520089,female,white,no,68,3,3,45,0.179,not_high,679,0.327,-0.485
1933,520090,female,white,no,48,3,3,48,-0.181,not_high,679,0.327,-0.485
1933,520091,male,white,yes,44,2,3,58,1.670,high,679,0.327,-0.485
1933,520092,male,white,yes,49,3,6,49,0.665,not_high,679,0.327,-0.485
1933,520095,male,white,yes,69,2,4,56,0.035,not_high,679,0.327,-0.485
1933,520096,female,white,no,89,6,3,7,-0.435,not_high,679,0.327,-0.485
1933,520098,male,white,no,41,4,5,30,0.040,not_high,679,0.327,-0.485
1933,520099,female,white,yes,43,6,8,10,0.224,not_high,679,0.327,-0.485
1933,520100,male,white,yes,80,4,3,35,-2.363,not_high,679,0.327,-0.485
1933,520101,male,white,yes,63,4,4,41,1.753,high,679,0.327,-0.485
1933,520102,female,white,yes,62,3,8,48,0.682,not_high,679,0.327,-0.485
1933,520103,female,white,yes,41,5,4,21,-0.031,not_high,679,0.327,-0.485
1933,520104,male,white,yes,47,7,6,13,-0.064,not_high,679,0.327,-0.485
1933,520105,female,white,yes,56,3,4,31,1.759,high,679,0.327,-0.485
1933,520106,male,white,yes,54,6,6,27,-0.648,not_high,679,0.327,-0.485
1933,520107,female,white,no,85,4,2,10,0.258,not_high,679,0.327,-0.485
1933,520109,male,white,yes,41,3,7,12,-0.982,not_high,679,0.327,-0.485
1933,520110,female,white,no,20,4,6,8,-0.694,not_high,679,0.327,-0.485
1933,520112,female,white,yes,39,3,7,16,1.445,high,679,0.327,-0.485
1933,520114,female,white,yes,36,6,6,9,-0.336,not_high,679,0.327,-0.485
1933,520117,female,white,yes,33,4,6,5,1.237,high,679,0.327,-0.485
1933,520119,female,white,no,23,5,3,23,0.665,not_high,679,0.327,-0.485
1933,520120,female,white,yes,40,3,1,10,-1.274,not_high,679,0.327,-0.485
1933,520121,female,white,yes,48,6,5,1,-0.180,not_high,679,0.327,-0.485
1933,520122,female,white,yes,76,3,2,77,1.021,high,679,0.327,-0.485
1933,520123,male,white,no,51,4,5,26,0.255,not_high,679,0.327,-0.485
1933,520124,female,white,no,70,3,4,5,1.668,high,679,0.327,-0.485
1933,520125,female,white,no,40,6,4,2,1.309,high,679,0.327,-0.485
1933,520126,female,white,no,67,3,3,35,-0.528,not_high,679,0.327,-0.485
1933,520127,female,white,yes,68,4,4,12,-0.086,not_high,679,0.327,-0.485
1933,520128,female,white,yes,37,6,4,12,0.584,not_high,679,0.327,-0.485
1933,520129,male,white,no,87,4,6,5,1.020,high,679,0.327,-0.485
1933,520130,female,white,no,32,6,3,25,-0.192,not_high,679,0.327,-0.485
1933,520131,female,white,yes,53,6,8,13,-0.814,not_high,679,0.327,-0.485
1933,520132,male,white,yes,53,7,8,35,0.742,not_high,679,0.327,-0.485
1933,520133,female,white,yes,29,7,5,26,-0.660,not_high,679,0.327,-0.485
1933,520134,male,white,no,24,3,5,2,-0.235,not_high,679,0.327,-0.485
1933,520135,female,white,yes,48,3,7,23,0.252,not_high,679,0.327,-0.485
1933,520136,female,white,no,49,6,4,9,1.206,high,679,0.327,-0.485
1933,520137,female,white,yes,40,3,4,19,0.180,not_high,679,0.327,-0.485
1933,520138,female,white,no,42,6,5,2,-0.200,not_high,679,0.327,-0.485
1933,520139,female,white,no,33,6,3,4,1.653,high,679,0.327,-0.485
1933,520140,female,white,no,42,3,4,5,1.452,high,679,0.327,-0.485
1933,520142,female,white,yes,55,4,3,4,0.277,not_high,679,0.327,-0.485
