state,county,teen_birth_rate,per_uninsured,per_hsgrads,per_child_poverty,per_singleparent
Oklahoma,Okmulgee,67,22,79,29,37
Oklahoma,Osage,44,22,27,23,29
Oklahoma,Ottawa,65,25,73,32,35
Oklahoma,Pawnee,54,23,86,24,38
Oklahoma,Payne,26,20,87,21,26
Oklahoma,Pittsburg,68,23,85,25,36
Oklahoma,Pontotoc,59,23,79,24,34
Oklahoma,Pottawatomie,59,21,78,26,34
Oklahoma,Pushmataha,67,27,80,38,50
Oklahoma,Roger Mills,72,23,64,20,23
Oklahoma,Rogers,37,18,80,13,22
Oklahoma,Seminole,75,23,79,35,42
Oklahoma,Sequoyah,73,24,82,30,34
Oklahoma,Stephens,57,21,88,24,25
Oklahoma,Texas,81,26,73,18,26
Oklahoma,Tillman,79,25,74,38,35
Oklahoma,Tulsa,60,21,79,23,35
Oklahoma,Wagoner,39,20,76,17,26
Oklahoma,Washington,46,20,82,21,35
Oklahoma,Washita,58,22,88,23,24
Oklahoma,Woods,27,22,83,21,28
Oklahoma,Woodward,74,22,78,21,21
Oregon,Baker,40,23,67,31,30
Oregon,Benton,11,15,78,15,24
Oregon,Clackamas,21,16,70,13,23
Oregon,Clatsop,34,21,66,25,38
Oregon,Columbia,29,16,70,18,27
Oregon,Coos,40,21,65,29,35
Oregon,Crook,40,22,69,29,27
Oregon,Curry,28,23,68,25,37
Oregon,Deschutes,34,20,69,22,25
Oregon,Douglas,44,20,67,31,34
Oregon,Grant,24,22,78,25,28
Oregon,Harney,34,25,62,29,22
Oregon,Hood River,36,24,80,21,22
Oregon,Jackson,37,21,67,23,32
Oregon,Jefferson,76,26,61,34,38
Oregon,Josephine,38,20,64,31,32
Oregon,Klamath,48,23,63,26,32
Oregon,Lake,38,24,78,29,38
Oregon,Lane,28,20,70,23,33
Oregon,Lincoln,38,22,65,30,38
Oregon,Linn,44,19,61,29,34
Oregon,Malheur,64,29,71,40,29
Oregon,Marion,54,24,65,26,32
Oregon,Morrow,46,23,83,25,32
Oregon,Multnomah,36,19,63,25,34
Oregon,Polk,30,19,69,22,25
Oregon,Tillamook,37,22,77,24,39
Oregon,Umatilla,60,24,71,21,33
Oregon,Union,31,20,72,22,27
Oregon,Wallowa,13,21,82,28,28
Oregon,Wasco,43,22,74,24,28
Oregon,Washington,30,17,78,13,24
Oregon,Yamhill,36,19,72,19,27
Pennsylvania,Adams,28,12,87,16,27
Pennsylvania,Allegheny,25,10,83,16,33
Pennsylvania,Armstrong,30,12,66,22,28
Pennsylvania,Beaver,28,10,64,22,30
Pennsylvania,Bedford,33,13,89,20,22
Pennsylvania,Berks,38,12,83,22,35
Pennsylvania,Blair,36,12,85,20,31
Pennsylvania,Bradford,37,13,84,17,31
Pennsylvania,Bucks,14,8,88,8,19
Pennsylvania,Butler,17,10,90,12,21
Pennsylvania,Cambria,29,12,93,22,31
Pennsylvania,Cameron,46,13,82,24,21
Pennsylvania,Carbon,33,12,77,19,28
Pennsylvania,Centre,8,11,94,15,21
Pennsylvania,Chester,16,9,85,8,17
Pennsylvania,Clarion,21,14,85,28,30
Pennsylvania,Clearfield,32,14,84,25,31
Pennsylvania,Clinton,28,13,83,23,32
Pennsylvania,Columbia,18,12,74,17,28
Pennsylvania,Crawford,31,14,87,32,27
Pennsylvania,Cumberland,17,10,85,10,21
Pennsylvania,Dauphin,46,12,77,23,40
Pennsylvania,Delaware,23,10,86,14,31
Pennsylvania,Elk,18,11,93,18,38
Pennsylvania,Erie,38,11,82,24,36
Pennsylvania,Fayette,46,14,70,32,37
Pennsylvania,Franklin,42,14,82,15,26
Pennsylvania,Fulton,37,13,85,18,23
Pennsylvania,Greene,39,13,76,25,33
Pennsylvania,Huntingdon,33,15,84,20,26
Pennsylvania,Indiana,16,14,88,23,25
Pennsylvania,Jefferson,35,13,76,25,28
Pennsylvania,Juniata,32,14,88,18,18
Pennsylvania,Lackawanna,26,11,88,20,32
Pennsylvania,Lancaster,30,14,85,16,22
Pennsylvania,Lawrence,30,12,73,26,29
Pennsylvania,Lebanon,35,12,85,17,27
Pennsylvania,Lehigh,39,12,82,21,33
Pennsylvania,Luzerne,30,11,85,27,35
Pennsylvania,Lycoming,36,12,82,24,36
Pennsylvania,McKean,39,13,86,24,34
Pennsylvania,Mercer,28,12,83,27,29
Pennsylvania,Mifflin,43,15,82,28,28
Pennsylvania,Monroe,18,13,83,17,27
Pennsylvania,Montgomery,15,8,87,7,21
Pennsylvania,Montour,23,10,83,19,21
Pennsylvania,Northampton,24,11,85,15,28
Pennsylvania,Northumberland,39,13,79,22,31
Pennsylvania,Perry,33,12,79,15,25
Pennsylvania,Philadelphia,63,16,51,36,59
Pennsylvania,Pike,13,12,92,13,28
Pennsylvania,Potter,37,13,85,25,35
Pennsylvania,Schuylkill,34,12,86,19,33
Pennsylvania,Snyder,23,15,85,18,20
Pennsylvania,Somerset,23,14,93,23,23
Pennsylvania,Sullivan,29,15,77,24,31
Pennsylvania,Susquehanna,30,13,82,20,31
Pennsylvania,Tioga,29,15,83,24,30
Pennsylvania,Union,17,17,90,16,23
Pennsylvania,Venango,37,12,86,27,33
Pennsylvania,Warren,27,12,77,21,25
Pennsylvania,Washington,24,10,89,14,25
Pennsylvania,Wayne,19,13,81,19,27
Pennsylvania,Westmoreland,21,10,88,16,25
Pennsylvania,Wyoming,29,11,85,19,33
Pennsylvania,York,37,10,78,14,28
Rhode Island,Bristol,8,10,89,8,17
Rhode Island,Kent,23,10,79,13,26
Rhode Island,Newport,18,10,82,12,27
Rhode Island,Providence,41,16,73,25,41
Rhode Island,Washington,12,9,85,10,23
South Carolina,Abbeville,47,20,79,27,35
South Carolina,Aiken,52,18,74,25,39
South Carolina,Allendale,101,25,57,47,60
South Carolina,Anderson,58,19,75,28,34
South Carolina,Bamberg,40,21,67,39,55
South Carolina,Barnwell,71,19,71,52,50
South Carolina,Beaufort,54,20,61,23,31
South Carolina,Berkeley,52,20,68,21,35
South Carolina,Calhoun,42,19,81,27,41
South Carolina,Charleston,45,19,68,25,40
South Carolina,Cherokee,76,20,79,31,39
South Carolina,Chester,73,20,78,31,52
South Carolina,Chesterfield,69,21,68,35,42
South Carolina,Clarendon,63,23,75,39,50
South Carolina,Colleton,71,21,64,35,42
South Carolina,Darlington,59,20,88,36,45
South Carolina,Dillon,91,20,72,37,57
South Carolina,Dorchester,44,18,71,17,34
South Carolina,Edgefield,44,20,72,28,37
South Carolina,Fairfield,64,19,62,33,52
South Carolina,Florence,59,18,77,30,46
South Carolina,Georgetown,55,22,81,31,43
South Carolina,Greenville,47,20,73,21,33
South Carolina,Greenwood,58,21,81,32,47
South Carolina,Hampton,64,22,66,34,38
South Carolina,Horry,57,24,69,32,40
South Carolina,Jasper,88,28,66,37,52
South Carolina,Kershaw,64,18,73,26,33
South Carolina,Lancaster,64,21,73,28,39
South Carolina,Laurens,61,20,65,31,41
South Carolina,Lee,69,24,84,38,53
South Carolina,Lexington,45,17,77,20,32
South Carolina,McCormick,53,21,71,36,46
South Carolina,Marion,74,21,64,42,61
South Carolina,Marlboro,77,24,65,43,59
South Carolina,Newberry,61,22,70,30,43
South Carolina,Oconee,55,20,74,23,32
South Carolina,Orangeburg,55,22,71,37,50
South Carolina,Pickens,37,19,71,22,26
South Carolina,Richland,34,16,67,21,42
South Carolina,Saluda,58,24,75,29,29
South Carolina,Spartanburg,60,21,77,26,33
South Carolina,Sumter,66,20,77,32,45
South Carolina,Union,74,20,72,30,40
South Carolina,Williamsburg,55,22,69,44,56
South Carolina,York,46,17,77,17,32
South Dakota,Beadle,43,14,75,20,21
South Dakota,Bennett,77,22,78,47,68
South Dakota,Bon Homme,21,19,86,19,18
South Dakota,Brookings,12,12,86,12,21
South Dakota,Brown,30,13,84,13,23
South Dakota,Brule,22,21,73,19,18
South Dakota,Butte,40,18,100,23,29
South Dakota,Charles Mix,71,21,71,36,43
South Dakota,Clay,9,15,70,20,17
South Dakota,Codington,45,14,82,14,24
South Dakota,Corson,103,23,71,54,48
South Dakota,Custer,26,16,71,20,29
South Dakota,Davison,35,15,91,18,29
South Dakota,Day,31,21,82,24,28
South Dakota,Deuel,25,16,81,14,10
South Dakota,Dewey,99,21,100,42,48
South Dakota,Fall River,48,17,81,25,30
South Dakota,Grant,26,15,91,16,21
South Dakota,Gregory,23,23,93,35,19
South Dakota,Hamlin,33,15,86,19,16
South Dakota,Hughes,36,13,78,14,29
South Dakota,Jackson,100,24,90,50,55
South Dakota,Kingsbury,15,15,90,15,17
South Dakota,Lake,16,13,100,15,18
South Dakota,Lawrence,22,16,84,19,28
South Dakota,Lincoln,17,9,83,6,17
South Dakota,Lyman,77,23,77,33,53
South Dakota,McCook,13,14,92,13,17
South Dakota,Marshall,27,20,93,22,26
South Dakota,Meade,36,15,76,16,24
South Dakota,Mellette,79,21,63,45,55
South Dakota,Minnehaha,38,13,78,14,29
South Dakota,Moody,28,15,69,15,27
South Dakota,Pennington,57,16,78,22,37
South Dakota,Roberts,66,21,76,29,44
South Dakota,Spink,20,16,89,14,19
South Dakota,Stanley,38,17,77,15,37
South Dakota,Todd,116,16,41,58,64
South Dakota,Tripp,42,23,81,30,32
South Dakota,Turner,18,14,100,12,20
South Dakota,Union,21,10,87,9,18
South Dakota,Walworth,40,18,88,25,27
South Dakota,Yankton,28,13,78,16,25
South Dakota,Ziebach,43,24,66,52,57
Tennessee,Anderson,50,14,85,25,29
Tennessee,Bedford,80,21,79,34,30
Tennessee,Benton,57,19,65,34,31
Tennessee,Bledsoe,56,20,75,34,27
Tennessee,Blount,46,15,86,20,28
Tennessee,Bradley,54,18,78,25,31
Tennessee,Campbell,70,19,72,35,33
Tennessee,Cannon,44,18,67,26,29
Tennessee,Carroll,60,17,89,30,36
Tennessee,Carter,55,19,82,41,34
Tennessee,Cheatham,46,16,77,19,24
Tennessee,Chester,34,17,74,26,33
Tennessee,Claiborne,50,19,71,34,24
Tennessee,Clay,56,20,90,38,25
Tennessee,Cocke,76,20,88,49,33
Tennessee,Coffee,62,16,78,33,33
Tennessee,Crockett,65,21,79,30,45
Tennessee,Cumberland,66,19,84,30,26
Tennessee,Davidson,54,18,72,31,43
Tennessee,Decatur,60,19,76,31,32
Tennessee,DeKalb,74,19,81,32,24
Tennessee,Dickson,60,17,82,23,29
Tennessee,Dyer,74,17,81,30,37
Tennessee,Fayette,54,16,85,20,32
Tennessee,Fentress,60,19,100,38,30
Tennessee,Franklin,42,16,84,24,23
Tennessee,Gibson,67,16,81,27,38
Tennessee,Giles,53,16,79,26,30
Tennessee,Grainger,67,19,87,31,24
Tennessee,Greene,59,17,90,31,31
Tennessee,Grundy,62,19,86,43,39
Tennessee,Hamblen,82,19,71,34,32
Tennessee,Hamilton,52,15,72,25,35
Tennessee,Hancock,53,18,92,45,35
Tennessee,Hardeman,70,19,70,34,47
Tennessee,Hardin,59,18,91,37,37
Tennessee,Hawkins,58,16,73,30,30
Tennessee,Haywood,80,18,61,34,50
Tennessee,Henderson,65,17,78,26,27
Tennessee,Henry,65,18,73,32,34
Tennessee,Hickman,71,19,81,31,29
Tennessee,Houston,73,19,83,29,37
Tennessee,Humphreys,50,17,92,28,32
Tennessee,Jackson,44,19,71,34,33
Tennessee,Jefferson,53,17,81,25,31
Tennessee,Johnson,66,22,97,37,28
Tennessee,Knox,39,14,80,17,30
Tennessee,Lake,98,25,77,47,44
Tennessee,Lauderdale,85,19,70,32,40
Tennessee,Lawrence,53,18,80,28,21
Tennessee,Lewis,65,19,82,32,30
Tennessee,Lincoln,60,16,80,26,24
Tennessee,Loudon,60,15,81,24,22
Tennessee,McMinn,58,17,72,28,32
Tennessee,McNairy,67,17,85,30,23
Tennessee,Macon,75,20,71,37,29
Tennessee,Madison,52,16,71,30,45
Tennessee,Marion,64,17,74,33,32
Tennessee,Marshall,59,17,81,23,34
Tennessee,Maury,56,17,72,21,32
Tennessee,Meigs,54,17,79,37,38
Tennessee,Monroe,66,19,84,31,28
Tennessee,Montgomery,55,15,87,22,37
Tennessee,Moore,38,15,98,21,34
Tennessee,Morgan,51,18,100,29,26
Tennessee,Obion,62,16,72,26,32
Tennessee,Overton,44,18,73,31,17
Tennessee,Perry,52,19,94,34,25
Tennessee,Pickett,50,21,90,33,28
Tennessee,Polk,75,19,80,31,30
Tennessee,Putnam,46,19,77,28,28
Tennessee,Rhea,72,18,77,32,33
Tennessee,Roane,49,14,74,25,30
Tennessee,Robertson,64,16,86,20,31
Tennessee,Rutherford,41,14,89,18,31
Tennessee,Scott,73,19,77,36,23
Tennessee,Sequatchie,75,19,80,34,34
Tennessee,Sevier,63,21,71,27,27
Tennessee,Shelby,66,17,71,29,51
Tennessee,Smith,55,17,90,27,28
Tennessee,Stewart,47,16,89,24,36
Tennessee,Sullivan,52,15,74,28,30
Tennessee,Sumner,46,14,83,19,24
Tennessee,Tipton,54,16,84,20,35
Tennessee,Trousdale,53,20,85,27,24
Tennessee,Unicoi,46,16,84,27,27
Tennessee,Union,68,21,80,40,31
Tennessee,Van Buren,57,19,78,33,30
Tennessee,Warren,72,21,75,38,32
Tennessee,Washington,41,17,90,23,29
Tennessee,Wayne,48,22,89,32,31
Tennessee,Weakley,32,18,74,29,37
Tennessee,White,71,18,81,33,28
Tennessee,Williamson,14,8,99,7,14
Tennessee,Wilson,40,13,84,15,23
Texas,Anderson,80,31,93,27,32
Texas,Andrews,80,27,86,19,41
Texas,Angelina,77,26,87,27,36
Texas,Aransas,66,28,90,41,40
Texas,Archer,34,24,98,15,17
Texas,Atascosa,72,28,85,31,39
Texas,Austin,47,24,92,18,31
Texas,Bailey,110,36,95,30,24
Texas,Bandera,37,26,88,27,28
Texas,Bastrop,54,27,87,24,27
Texas,Baylor,72,28,98,32,12
Texas,Bee,76,29,84,35,35
Texas,Bell,79,20,84,20,37
Texas,Bexar,65,24,79,25,36
Texas,Blanco,42,27,90,20,28
Texas,Bosque,54,27,96,27,26
Texas,Bowie,69,24,93,28,39
Texas,Brazoria,53,22,88,15,26
Texas,Brazos,38,22,82,26,39
Texas,Brewster,40,31,99,23,19
Texas,Briscoe,55,36,92,29,27
Texas,Brooks,118,27,89,50,50
Texas,Brown,64,26,93,29,26
Texas,Burleson,65,25,90,25,28
Texas,Burnet,58,29,95,24,36
Texas,Caldwell,75,27,90,26,37
Texas,Calhoun,81,28,90,31,26
Texas,Callahan,44,25,93,25,30
Texas,Cameron,88,37,83,49,34
Texas,Camp,94,28,97,34,41
Texas,Carson,24,17,96,11,14
Texas,Cass,58,23,97,32,42
Texas,Castro,81,35,91,30,30
Texas,Chambers,40,20,96,14,21
Texas,Cherokee,79,28,92,35,32
Texas,Childress,87,35,96,33,38
Texas,Clay,39,23,95,18,23
Texas,Cochran,62,33,90,34,14
Texas,Coke,31,31,94,22,27
Texas,Coleman,82,31,94,36,26
Texas,Collin,24,17,94,10,18
Texas,Collingsworth,83,33,89,31,31
Texas,Colorado,51,30,95,28,33
Texas,Comal,45,20,91,17,21
Texas,Comanche,70,34,95,30,30
Texas,Concho,67,43,91,32,36
Texas,Cooke,66,27,94,24,26
Texas,Coryell,44,25,91,15,29
Texas,Cottle,46,37,91,33,46
Texas,Crane,60,27,84,15,19
Texas,Crockett,72,32,100,25,30
Texas,Crosby,98,29,90,40,28
Texas,Culberson,106,38,84,39,14
Texas,Dallam,93,36,92,23,17
Texas,Dallas,76,32,79,29,37
Texas,Dawson,98,31,84,36,24
Texas,Deaf Smith,95,34,82,30,26
Texas,Delta,57,25,96,28,30
Texas,Denton,29,18,92,9,21
Texas,DeWitt,66,27,95,32,37
Texas,Dickens,45,35,89,31,43
Texas,Dimmit,85,29,78,45,38
Texas,Donley,31,33,88,27,33
Texas,Duval,85,26,74,39,30
Texas,Eastland,57,30,92,33,28
Texas,Ector,99,29,70,28,39
Texas,Edwards,58,37,92,40,44
Texas,Ellis,57,23,90,17,28
Texas,El Paso,78,32,81,34,36
Texas,Erath,40,30,82,24,27
Texas,Falls,56,29,78,32,41
Texas,Fannin,63,27,94,24,25
Texas,Fayette,43,25,91,20,26
Texas,Fisher,51,28,96,24,23
Texas,Floyd,83,31,91,35,27
Texas,Foard,53,33,100,29,40
Texas,Fort Bend,27,19,90,13,22
Texas,Franklin,66,26,98,25,30
Texas,Freestone,64,26,95,24,20
Texas,Frio,100,32,83,43,27
Texas,Gaines,73,37,97,27,16
Texas,Galveston,50,22,88,20,31
Texas,Garza,79,31,78,30,31
Texas,Gillespie,47,28,97,20,27
Texas,Goliad,52,26,98,25,26
Texas,Gonzales,100,32,89,32,32
Texas,Gray,72,28,93,22,27
Texas,Grayson,63,25,92,21,33
Texas,Gregg,78,25,87,30,37
Texas,Grimes,66,28,88,28,32
Texas,Guadalupe,48,22,92,17,26
Texas,Hale,100,29,84,29,34
Texas,Hall,68,37,93,40,36
Texas,Hamilton,48,31,91,27,25
Texas,Hansford,57,33,100,20,17
Texas,Hardeman,69,27,94,35,26
Texas,Hardin,51,21,93,18,27
Texas,Harris,63,29,81,27,34
Texas,Harrison,54,25,90,26,35
Texas,Hartley,45,30,94,13,17
Texas,Haskell,69,32,90,39,23
Texas,Hays,32,22,84,14,25
Texas,Hemphill,59,24,97,13,20
Texas,Henderson,72,28,94,31,32
Texas,Hidalgo,95,38,79,45,32
Texas,Hill,70,29,91,27,26
Texas,Hockley,74,27,85,26,28
Texas,Hood,53,22,90,20,24
Texas,Hopkins,62,29,95,28,26
Texas,Houston,68,30,93,33,39
Texas,Howard,92,27,90,31,39
Texas,Hudspeth,82,43,91,42,26
Texas,Hunt,59,27,88,28,32
Texas,Hutchinson,63,24,90,20,27
Texas,Jack,68,28,97,20,28
Texas,Jackson,70,25,95,25,40
Texas,Jasper,67,24,89,29,36
Texas,Jeff Davis,30,34,89,19,29
Texas,Jefferson,59,25,86,34,42
Texas,Jim Hogg,92,29,81,37,34
Texas,Jim Wells,84,26,74,33,39
Texas,Johnson,58,24,88,18,27
Texas,Jones,62,31,97,30,24
Texas,Karnes,81,34,88,33,36
Texas,Kaufman,58,24,91,17,28
Texas,Kendall,27,20,98,14,16
Texas,Kerr,67,28,85,28,37
Texas,Kimble,73,35,100,34,37
Texas,Kinney,66,32,90,37,37
Texas,Kleberg,67,26,83,33,36
Texas,Knox,55,34,92,36,26
Texas,Lamar,67,25,91,27,31
Texas,Lamb,99,30,85,33,35
Texas,Lampasas,54,27,89,27,29
Texas,La Salle,89,32,83,45,54
Texas,Lavaca,49,24,96,21,28
Texas,Lee,41,27,91,18,32
Texas,Leon,62,27,92,25,27
Texas,Liberty,71,27,88,26,31
Texas,Limestone,74,28,83,29,28
Texas,Lipscomb,75,29,92,21,32
Texas,Live Oak,51,29,85,28,19
Texas,Llano,67,24,94,30,40
Texas,Lubbock,67,24,83,28,36
Texas,Lynn,65,31,97,30,34
Texas,McCulloch,78,30,95,38,27
Texas,McLennan,59,23,86,29,39
Texas,Madison,63,34,96,30,37
Texas,Marion,70,28,83,35,44
Texas,Martin,64,29,100,24,11
Texas,Mason,37,35,100,31,36
Texas,Matagorda,71,29,93,28,34
Texas,Maverick,78,35,82,53,33
Texas,Medina,55,27,88,27,26
Texas,Menard,64,38,89,41,33
Texas,Midland,72,24,81,22,31
Texas,Milam,68,27,91,30,24
Texas,Mills,40,31,99,28,33
Texas,Mitchell,71,31,91,28,38
Texas,Montague,73,26,93,25,27
Texas,Montgomery,45,21,91,16,24
Texas,Moore,98,32,92,23,31
Texas,Morris,67,23,93,32,46
Texas,Nacogdoches,48,29,86,33,40
Texas,Navarro,70,28,90,33,37
Texas,Newton,57,26,97,32,32
Texas,Nolan,98,26,95,33,37
Texas,Nueces,67,26,80,31,42
Texas,Ochiltree,92,31,96,19,22
Texas,Orange,60,21,91,23,32
Texas,Palo Pinto,82,30,93,27,37
Texas,Panola,58,23,85,21,31
Texas,Parker,44,22,94,18,23
Texas,Parmer,64,34,91,21,25
Texas,Pecos,78,32,64,28,37
Texas,Polk,76,30,86,31,49
Texas,Potter,107,31,82,36,44
Texas,Presidio,81,40,92,37,33
Texas,Rains,53,29,96,28,35
Texas,Randall,38,18,94,11,29
Texas,Reagan,75,33,84,16,14
Texas,Real,67,34,82,45,37
Texas,Red River,62,28,95,32,35
Texas,Reeves,93,36,85,36,45
Texas,Refugio,61,27,92,27,27
Texas,Robertson,70,27,93,34,44
Texas,Rockwall,26,19,94,9,20
Texas,Runnels,64,29,96,35,38
Texas,Rusk,64,25,94,24,27
Texas,Sabine,78,25,92,31,30
Texas,San Augustine,78,25,76,35,51
Texas,San Jacinto,62,28,92,31,26
Texas,San Patricio,74,25,86,32,33
Texas,San Saba,57,35,96,34,56
Texas,Schleicher,74,32,100,25,29
Texas,Scurry,86,26,92,24,34
Texas,Shackelford,29,29,99,21,22
Texas,Shelby,89,29,93,33,39
Texas,Sherman,48,35,91,17,17
Texas,Smith,58,25,88,22,32
Texas,Somervell,45,25,87,17,27
Texas,Starr,108,35,86,55,35
Texas,Stephens,69,33,95,31,30
Texas,Sutton,66,30,95,22,32
Texas,Swisher,85,33,89,30,31
Texas,Tarrant,60,25,84,21,31
Texas,Taylor,66,22,73,24,34
Texas,Terry,103,32,82,35,23
Texas,Titus,93,30,98,30,30
Texas,Tom Green,63,26,83,27,33
Texas,Travis,54,24,79,25,33
Texas,Trinity,62,27,84,32,37
Texas,Tyler,71,26,96,28,37
Texas,Upshur,58,25,94,26,32
Texas,Upton,66,32,96,23,29
Texas,Uvalde,78,32,79,42,33
Texas,Val Verde,88,32,81,40,31
Texas,Van Zandt,56,30,90,24,25
Texas,Victoria,76,25,75,28,43
Texas,Walker,30,29,72,27,35
Texas,Waller,47,27,91,28,32
Texas,Ward,80,27,88,27,33
Texas,Washington,43,25,91,23,38
Texas,Webb,106,36,88,42,36
Texas,Wharton,70,28,92,27,39
Texas,Wheeler,79,29,97,21,39
Texas,Wichita,64,24,91,23,34
Texas,Wilbarger,91,27,91,26,41
Texas,Willacy,84,32,86,47,45
Texas,Williamson,36,17,89,11,22
Texas,Wilson,38,22,91,18,19
Texas,Winkler,73,30,88,23,28
Texas,Wise,48,25,95,18,20
Texas,Wood,54,27,94,34,26
Texas,Yoakum,80,30,98,21,19
Texas,Young,74,28,97,26,26
Texas,Zapata,126,35,87,47,36
Texas,Zavala,109,30,81,51,48
Utah,Beaver,47,20,95,18,19
Utah,Box Elder,34,15,95,13,17
Utah,Cache,27,15,94,16,14
Utah,Carbon,38,14,99,19,22
Utah,Davis,27,11,93,10,14
Utah,Duchesne,66,18,82,15,17
Utah,Emery,31,15,95,16,17
Utah,Garfield,30,18,97,20,16
Utah,Grand,45,22,97,26,26
Utah,Iron,37,18,91,27,21
Utah,Juab,38,16,95,17,20
Utah,Kane,35,20,97,20,19
Utah,Millard,36,20,95,20,16
Utah,Morgan,12,13,98,7,6
Utah,Salt Lake,40,17,86,18,21
Utah,San Juan,38,23,94,28,34
Utah,Sanpete,28,20,94,22,13
Utah,Sevier,44,16,89,21,14
Utah,Summit,25,14,98,12,13
Utah,Tooele,35,14,83,12,17
Utah,Uintah,62,21,72,17,21
Utah,Utah,22,14,93,13,11
Utah,Wasatch,34,19,90,13,12
Utah,Washington,42,20,92,22,15
Utah,Weber,51,18,85,18,24
Vermont,Addison,12,11,89,15,25
Vermont,Bennington,31,11,82,21,27
Vermont,Caledonia,29,12,90,22,35
Vermont,Chittenden,13,9,91,12,29
Vermont,Essex,24,14,91,27,30
Vermont,Franklin,33,10,88,16,29
Vermont,Lamoille,21,12,88,17,27
Vermont,Orange,25,11,81,17,28
Vermont,Orleans,34,13,81,24,30
Vermont,Rutland,23,11,85,17,33
Vermont,Washington,20,10,90,14,32
Vermont,Windham,24,11,80,18,35
Vermont,Windsor,24,10,85,14,26
Virginia,Accomack,67,20,79,29,40
Virginia,Albemarle,15,12,93,10,23
Virginia,Alleghany,51,14,93,20,26
Virginia,Amelia,44,18,85,17,29
Virginia,Amherst,29,16,88,19,34
Virginia,Appomattox,47,17,82,22,36
Virginia,Arlington,26,12,88,10,25
Virginia,Augusta,39,15,88,13,24
Virginia,Bedford,28,14,91,13,22
Virginia,Bland,26,16,88,18,17
Virginia,Botetourt,21,12,91,9,16
Virginia,Brunswick,46,20,78,27,51
Virginia,Buchanan,43,19,89,35,35
Virginia,Buckingham,45,21,84,25,31
Virginia,Campbell,39,15,85,19,32
Virginia,Caroline,51,16,82,17,28
Virginia,Carroll,50,18,87,25,27
Virginia,Charles City,33,19,93,18,25
Virginia,Charlotte,41,19,86,28,40
Virginia,Chesterfield,21,11,87,9,26
Virginia,Clarke,24,13,100,10,21
Virginia,Craig,24,17,87,18,21
Virginia,Culpeper,42,16,87,15,22
Virginia,Cumberland,40,18,90,26,35
Virginia,Dickenson,47,17,85,27,37
Virginia,Dinwiddie,41,15,78,17,40
Virginia,Essex,50,16,87,24,39
Virginia,Fairfax,18,11,91,7,18
Virginia,Fauquier,26,12,90,9,21
Virginia,Floyd,28,19,89,20,19
Virginia,Fluvanna,31,14,93,9,25
Virginia,Franklin,40,16,85,22,29
Virginia,Frederick,41,14,85,11,25
Virginia,Giles,46,14,80,19,20
Virginia,Gloucester,29,14,87,14,30
Virginia,Goochland,18,11,89,10,16
Virginia,Grayson,51,18,80,27,25
Virginia,Greene,46,16,88,13,23
Virginia,Greensville,86,19,84,26,46
Virginia,Halifax,53,17,89,28,44
Virginia,Hanover,15,10,94,6,21
Virginia,Henrico,30,13,85,13,34
Virginia,Henry,58,19,88,27,42
Virginia,Isle of Wight,33,13,89,12,26
Virginia,James City,23,10,87,10,24
Virginia,King and Queen,52,18,79,19,28
Virginia,King George,43,12,90,9,27
Virginia,King William,31,13,89,11,23
Virginia,Lancaster,45,17,92,26,47
Virginia,Lee,51,18,91,33,32
Virginia,Loudoun,16,7,95,4,14
Virginia,Louisa,43,16,92,16,31
Virginia,Lunenburg,51,19,70,28,36
Virginia,Madison,33,18,85,17,27
Virginia,Mathews,28,15,92,17,37
Virginia,Mecklenburg,51,18,92,28,49
Virginia,Middlesex,33,18,88,22,39
Virginia,Montgomery,16,14,87,17,28
Virginia,Nelson,39,18,85,21,28
Virginia,New Kent,25,13,86,8,29
Virginia,Northampton,57,20,70,32,45
Virginia,Northumberland,62,17,74,28,33
Virginia,Nottoway,55,20,84,28,46
Virginia,Orange,43,16,90,15,31
Virginia,Page,52,18,93,23,30
Virginia,Patrick,39,19,95,28,33
Virginia,Pittsylvania,40,17,87,22,30
Virginia,Powhatan,16,14,87,9,16
Virginia,Prince Edward,19,19,78,27,34
Virginia,Prince George,21,14,82,13,29
Virginia,Prince William,37,13,88,9,24
Virginia,Pulaski,49,15,88,23,31
Virginia,Rappahannock,24,17,93,16,22
Virginia,Richmond,45,22,76,24,28
Virginia,Roanoke,29,10,92,9,21
Virginia,Rockbridge,48,17,81,17,24
Virginia,Rockingham,34,17,91,15,22
Virginia,Russell,42,17,86,25,24
Virginia,Scott,46,17,94,25,28
Virginia,Shenandoah,50,16,90,17,31
Virginia,Smyth,59,17,84,28,43
Virginia,Southampton,40,18,86,20,39
Virginia,Spotsylvania,36,12,85,11,26
Virginia,Stafford,29,10,92,7,20
Virginia,Surry,30,15,89,20,36
Virginia,Sussex,65,22,85,24,41
Virginia,Tazewell,47,17,77,24,29
Virginia,Warren,41,15,92,14,23
Virginia,Washington,38,16,89,19,29
Virginia,Westmoreland,53,19,78,26,38
Virginia,Wise,55,17,87,28,26
Virginia,Wythe,46,17,80,23,36
Virginia,York,15,9,94,7,20
Virginia,Alexandria City,58,13,79,14,33
Virginia,Bristol City,53,16,80,34,42
Virginia,Buena Vista City,20,17,89,23,34
Virginia,Charlottesville City,34,16,84,23,38
Virginia,Chesapeake City,35,12,90,11,30
Virginia,Colonial Heights City,49,14,85,15,38
