state,county,teen_birth_rate,per_uninsured,per_hsgrads,per_child_poverty,per_singleparent
Indiana,Gibson,38,15,89,16,23
Indiana,Grant,45,17,82,30,37
Indiana,Greene,49,17,91,21,28
Indiana,Hamilton,16,9,90,6,18
Indiana,Hancock,34,12,91,11,23
Indiana,Harrison,36,16,90,17,22
Indiana,Hendricks,23,12,94,8,21
Indiana,Henry,43,16,82,24,26
Indiana,Howard,55,14,92,25,35
Indiana,Huntington,30,16,89,16,22
Indiana,Jackson,65,17,88,19,24
Indiana,Jasper,36,15,87,14,30
Indiana,Jay,48,19,84,26,30
Indiana,Jefferson,38,17,76,23,33
Indiana,Jennings,73,18,82,22,35
Indiana,Johnson,34,14,92,15,24
Indiana,Knox,41,17,83,23,35
Indiana,Kosciusko,47,17,83,20,26
Indiana,LaGrange,32,27,88,27,16
Indiana,Lake,46,16,80,26,40
Indiana,LaPorte,52,17,84,25,35
Indiana,Lawrence,52,17,83,23,33
Indiana,Madison,51,18,75,28,38
Indiana,Marion,67,18,81,31,45
Indiana,Marshall,42,19,86,19,24
Indiana,Martin,49,17,79,19,19
Indiana,Miami,47,18,91,24,29
Indiana,Monroe,14,17,87,18,32
Indiana,Montgomery,55,15,94,23,26
Indiana,Morgan,42,15,88,18,27
Indiana,Newton,34,18,76,17,22
Indiana,Noble,52,20,79,19,25
Indiana,Ohio,41,16,85,14,26
Indiana,Orange,49,18,88,27,20
Indiana,Owen,45,18,74,23,32
Indiana,Parke,39,20,84,28,26
Indiana,Perry,50,17,85,17,28
Indiana,Pike,43,16,91,20,28
Indiana,Porter,24,13,90,14,27
Indiana,Posey,27,12,91,14,24
Indiana,Pulaski,42,17,89,22,28
Indiana,Putnam,35,17,83,18,24
Indiana,Randolph,51,17,88,26,35
Indiana,Ripley,44,17,80,15,25
Indiana,Rush,52,18,93,21,25
Indiana,St. Joseph,42,16,81,24,35
Indiana,Scott,68,17,76,29,36
Indiana,Shelby,48,16,89,19,30
Indiana,Spencer,32,15,93,15,16
Indiana,Starke,57,18,78,30,33
Indiana,Steuben,46,17,86,20,25
Indiana,Sullivan,47,17,86,21,25
Indiana,Switzerland,41,19,77,27,24
Indiana,Tippecanoe,26,16,83,20,30
Indiana,Tipton,41,14,90,15,26
Indiana,Union,47,17,81,20,22
Indiana,Vanderburgh,45,15,88,25,40
Indiana,Vermillion,38,15,90,20,28
Indiana,Vigo,44,17,85,27,36
Indiana,Wabash,38,16,85,18,26
Indiana,Warren,30,15,96,16,29
Indiana,Warrick,28,13,87,10,20
Indiana,Washington,47,19,88,25,31
Indiana,Wayne,56,18,83,30,40
Indiana,Wells,26,15,90,15,22
Indiana,White,46,19,83,18,28
Indiana,Whitley,34,13,89,13,20
Iowa,Adair,22,10,97,14,20
Iowa,Adams,29,12,96,21,26
Iowa,Allamakee,38,14,96,22,22
Iowa,Appanoose,47,12,97,24,32
Iowa,Audubon,32,12,96,15,19
Iowa,Benton,18,9,85,11,20
Iowa,Black Hawk,33,11,85,25,37
Iowa,Boone,29,9,90,12,21
Iowa,Bremer,10,8,96,8,20
Iowa,Buchanan,28,11,96,16,20
Iowa,Buena Vista,41,15,76,19,27
Iowa,Butler,24,9,93,13,22
Iowa,Calhoun,24,11,95,17,23
Iowa,Carroll,25,9,93,12,27
Iowa,Cass,38,11,89,20,30
Iowa,Cedar,18,9,92,10,23
Iowa,Cerro Gordo,32,10,91,17,33
Iowa,Cherokee,30,11,95,14,10
Iowa,Chickasaw,24,11,91,15,21
Iowa,Clarke,54,11,91,19,26
Iowa,Clay,33,10,87,16,30
Iowa,Clayton,23,13,94,19,20
Iowa,Clinton,44,9,85,19,33
Iowa,Crawford,38,14,89,18,28
Iowa,Dallas,24,8,95,8,20
Iowa,Davis,26,16,99,28,11
Iowa,Decatur,27,15,93,26,20
Iowa,Delaware,24,10,98,14,18
Iowa,Des Moines,49,10,81,24,35
Iowa,Dickinson,25,9,92,13,26
Iowa,Dubuque,26,9,91,14,24
Iowa,Emmet,32,12,88,19,25
Iowa,Fayette,31,10,95,19,21
Iowa,Floyd,34,11,93,22,23
Iowa,Franklin,40,13,94,19,23
Iowa,Fremont,33,10,93,17,27
Iowa,Greene,30,11,92,19,21
Iowa,Grundy,15,8,92,8,18
Iowa,Guthrie,24,11,96,15,20
Iowa,Hamilton,35,9,93,15,22
Iowa,Hancock,27,10,89,13,23
Iowa,Hardin,31,11,91,17,19
Iowa,Harrison,24,9,92,15,19
Iowa,Henry,33,9,88,20,32
Iowa,Howard,29,12,95,20,19
Iowa,Humboldt,32,11,94,16,29
Iowa,Ida,29,11,98,17,28
Iowa,Iowa,20,8,90,10,21
Iowa,Jackson,27,11,93,20,19
Iowa,Jasper,36,9,93,16,32
Iowa,Jefferson,26,13,93,23,20
Iowa,Johnson,12,9,87,13,23
Iowa,Jones,34,10,92,14,25
Iowa,Keokuk,29,11,85,18,22
Iowa,Kossuth,19,9,93,14,17
Iowa,Lee,44,11,84,24,43
Iowa,Linn,30,8,86,12,28
Iowa,Louisa,44,13,87,16,26
Iowa,Lucas,37,12,93,25,18
Iowa,Lyon,16,10,98,12,13
Iowa,Madison,28,10,97,11,23
Iowa,Mahaska,39,11,92,18,29
Iowa,Marion,23,9,94,11,18
Iowa,Marshall,64,11,85,18,24
Iowa,Mills,26,9,92,13,19
Iowa,Mitchell,19,11,98,17,13
Iowa,Monona,35,12,90,20,37
Iowa,Monroe,40,12,97,19,15
Iowa,Montgomery,37,11,91,22,35
Iowa,Muscatine,54,11,82,20,32
Iowa,O'Brien,35,11,91,15,19
Iowa,Osceola,25,12,90,15,15
Iowa,Page,40,11,94,22,32
Iowa,Palo Alto,17,11,94,15,17
Iowa,Plymouth,21,9,95,10,17
Iowa,Pocahontas,26,10,96,19,22
Iowa,Polk,44,9,88,15,29
Iowa,Pottawattamie,45,11,84,19,35
Iowa,Poweshiek,18,9,96,15,23
Iowa,Ringgold,47,14,93,30,23
Iowa,Sac,21,11,98,15,22
Iowa,Scott,44,10,85,20,33
Iowa,Shelby,21,9,93,13,20
Iowa,Sioux,18,10,91,9,12
Iowa,Story,9,8,93,12,21
Iowa,Tama,41,11,92,18,33
Iowa,Taylor,26,13,94,19,24
Iowa,Union,35,11,94,21,33
Iowa,Van Buren,31,14,97,26,19
Iowa,Wapello,56,11,84,24,34
Iowa,Warren,22,8,94,9,21
Iowa,Washington,31,11,91,15,23
Iowa,Wayne,52,12,96,27,22
Iowa,Webster,44,12,89,22,39
Iowa,Winnebago,24,9,88,16,21
Iowa,Winneshiek,8,11,98,12,18
Iowa,Woodbury,53,14,84,22,33
Iowa,Worth,32,10,95,17,27
Iowa,Wright,49,11,94,17,26
Kansas,Allen,53,15,88,26,26
Kansas,Anderson,41,16,88,22,19
Kansas,Atchison,42,14,77,20,32
Kansas,Barber,29,17,99,19,39
Kansas,Barton,44,18,89,20,25
Kansas,Bourbon,69,16,81,26,25
Kansas,Brown,55,16,87,27,34
Kansas,Butler,33,13,94,12,21
Kansas,Chase,44,19,90,19,20
Kansas,Chautauqua,34,20,87,25,29
Kansas,Cherokee,59,16,89,28,30
Kansas,Clay,32,15,93,17,25
Kansas,Cloud,36,15,93,19,26
Kansas,Coffey,34,13,97,13,25
Kansas,Cowley,45,16,90,22,33
Kansas,Crawford,47,17,92,27,29
Kansas,Dickinson,35,14,91,17,25
Kansas,Doniphan,21,16,88,17,27
Kansas,Douglas,14,14,88,14,27
Kansas,Edwards,58,19,100,19,23
Kansas,Elk,51,22,94,29,27
Kansas,Ellis,27,14,93,13,20
Kansas,Ellsworth,20,17,95,15,22
Kansas,Finney,75,24,82,21,25
Kansas,Ford,75,22,86,21,26
Kansas,Franklin,50,13,89,17,25
Kansas,Geary,91,16,84,16,33
Kansas,Grant,67,22,86,17,22
Kansas,Gray,42,22,94,13,18
Kansas,Greenwood,49,18,93,26,28
Kansas,Hamilton,78,25,100,20,22
Kansas,Harper,46,18,86,22,30
Kansas,Harvey,33,14,92,13,23
Kansas,Haskell,53,23,98,18,18
Kansas,Jackson,37,14,92,16,29
Kansas,Jefferson,34,12,96,13,21
Kansas,Johnson,20,10,95,8,20
Kansas,Kearny,56,23,92,18,27
Kansas,Kingman,24,15,91,18,20
Kansas,Labette,60,15,87,25,33
Kansas,Leavenworth,34,12,88,13,26
Kansas,Linn,32,16,95,22,21
Kansas,Lyon,45,20,92,22,29
Kansas,McPherson,26,13,93,12,17
Kansas,Marion,17,16,91,14,17
Kansas,Marshall,27,15,97,17,15
Kansas,Meade,37,22,94,15,19
Kansas,Miami,31,13,90,12,23
Kansas,Mitchell,19,14,87,15,18
Kansas,Montgomery,66,15,89,26,35
Kansas,Morris,31,17,98,17,28
Kansas,Morton,57,19,82,19,23
Kansas,Nemaha,16,13,93,13,17
Kansas,Neosho,53,15,88,24,31
Kansas,Ness,36,16,92,15,20
Kansas,Norton,24,18,93,18,23
Kansas,Osage,36,13,90,17,29
Kansas,Osborne,34,18,93,22,19
Kansas,Ottawa,31,14,96,13,15
Kansas,Pawnee,37,17,88,18,30
Kansas,Phillips,30,16,98,16,24
Kansas,Pottawatomie,27,12,92,12,16
Kansas,Pratt,42,14,95,17,24
Kansas,Reno,47,16,91,21,35
Kansas,Republic,35,17,94,17,17
Kansas,Rice,32,17,94,18,28
Kansas,Riley,21,13,92,18,23
Kansas,Rooks,32,17,85,19,29
Kansas,Rush,29,16,96,22,21
Kansas,Russell,35,17,91,21,26
Kansas,Saline,59,15,86,28,32
Kansas,Scott,45,17,92,14,5
Kansas,Sedgwick,57,15,87,20,33
Kansas,Seward,97,25,86,22,30
Kansas,Shawnee,54,14,86,26,39
Kansas,Sherman,46,17,90,26,29
Kansas,Stafford,36,21,94,21,19
Kansas,Stanton,73,26,96,18,11
Kansas,Stevens,64,21,95,19,12
Kansas,Sumner,39,14,95,16,22
Kansas,Thomas,30,14,91,12,26
Kansas,Wabaunsee,25,13,95,13,19
Kansas,Washington,18,18,97,16,8
Kansas,Wichita,64,22,87,22,29
Kansas,Wilson,55,16,90,25,38
Kansas,Woodson,49,18,95,28,37
Kansas,Wyandotte,85,21,80,35,44
Kentucky,Adair,50,23,80,35,25
Kentucky,Allen,55,17,82,31,36
Kentucky,Anderson,49,14,89,18,32
Kentucky,Ballard,45,17,86,23,20
Kentucky,Barren,64,17,88,29,29
Kentucky,Bath,78,19,81,38,33
Kentucky,Bell,69,20,76,42,36
Kentucky,Boone,34,12,82,12,22
Kentucky,Bourbon,51,19,79,25,35
Kentucky,Boyd,58,16,83,28,39
Kentucky,Boyle,48,17,80,23,37
Kentucky,Bracken,52,17,77,25,28
Kentucky,Breathitt,53,20,68,39,36
Kentucky,Breckinridge,48,19,85,30,26
Kentucky,Bullitt,35,15,81,15,30
Kentucky,Butler,53,20,73,29,27
Kentucky,Caldwell,59,17,84,29,19
Kentucky,Calloway,26,19,90,23,24
Kentucky,Campbell,43,13,72,17,30
Kentucky,Carlisle,39,19,74,25,20
Kentucky,Carroll,88,18,72,37,50
Kentucky,Carter,55,19,74,34,24
Kentucky,Casey,57,24,75,41,21
Kentucky,Christian,83,18,76,29,39
Kentucky,Clark,54,16,75,26,32
Kentucky,Clay,64,22,65,49,31
Kentucky,Clinton,73,21,72,38,36
Kentucky,Crittenden,49,21,72,32,23
Kentucky,Cumberland,66,21,70,40,28
Kentucky,Daviess,54,15,89,25,35
Kentucky,Edmonson,50,22,79,30,30
Kentucky,Elliott,59,21,74,36,42
Kentucky,Estill,72,20,72,42,26
Kentucky,Fayette,41,16,78,24,35
Kentucky,Fleming,46,20,69,31,20
Kentucky,Floyd,68,20,80,44,37
Kentucky,Franklin,51,16,77,23,37
Kentucky,Fulton,64,19,71,42,40
Kentucky,Gallatin,88,19,71,25,27
Kentucky,Garrard,48,20,73,26,24
Kentucky,Grant,67,17,71,26,32
Kentucky,Graves,56,19,83,29,23
Kentucky,Grayson,60,19,81,32,24
Kentucky,Green,51,22,91,32,32
Kentucky,Greenup,46,16,83,24,26
Kentucky,Hancock,49,14,86,20,29
Kentucky,Hardin,53,15,83,23,33
Kentucky,Harlan,78,20,65,39,32
Kentucky,Harrison,67,17,84,24,28
Kentucky,Hart,59,22,60,37,31
Kentucky,Henderson,65,15,86,22,32
Kentucky,Henry,56,17,82,25,37
Kentucky,Hickman,39,20,79,31,30
Kentucky,Hopkins,66,18,74,30,38
Kentucky,Jackson,62,21,72,40,34
Kentucky,Jefferson,51,14,71,24,41
Kentucky,Jessamine,43,17,75,24,29
Kentucky,Johnson,52,19,79,33,30
Kentucky,Kenton,53,14,79,18,29
Kentucky,Knott,46,19,64,34,41
Kentucky,Knox,88,21,74,45,37
Kentucky,Larue,53,18,83,30,31
Kentucky,Laurel,68,20,74,33,31
Kentucky,Lawrence,57,20,58,30,31
Kentucky,Lee,63,22,75,52,36
Kentucky,Leslie,57,20,71,36,18
Kentucky,Letcher,61,19,70,33,29
Kentucky,Lewis,75,21,84,40,25
Kentucky,Lincoln,69,20,82,34,28
Kentucky,Livingston,46,17,89,23,24
Kentucky,Logan,67,18,85,28,28
Kentucky,Lyon,41,23,90,21,27
Kentucky,McCracken,52,15,77,26,34
Kentucky,McCreary,74,22,73,49,36
Kentucky,McLean,55,18,92,24,35
Kentucky,Madison,33,18,77,25,33
Kentucky,Magoffin,75,19,76,41,26
Kentucky,Marion,57,19,84,26,34
Kentucky,Marshall,47,15,82,19,24
Kentucky,Martin,69,20,69,42,30
Kentucky,Mason,68,17,83,34,36
Kentucky,Meade,39,16,87,22,25
Kentucky,Menifee,55,22,78,43,11
Kentucky,Mercer,59,17,82,23,26
Kentucky,Metcalfe,63,20,63,36,29
Kentucky,Monroe,63,22,83,39,41
Kentucky,Montgomery,74,17,68,27,31
Kentucky,Morgan,49,22,75,39,32
Kentucky,Muhlenberg,59,18,77,30,29
Kentucky,Nelson,50,15,100,22,29
Kentucky,Nicholas,73,21,84,29,23
Kentucky,Ohio,66,18,83,30,29
Kentucky,Oldham,17,10,94,9,18
Kentucky,Owen,59,18,72,25,28
Kentucky,Owsley,73,19,85,54,21
Kentucky,Pendleton,46,17,73,23,25
Kentucky,Perry,65,19,84,38,43
Kentucky,Pike,56,18,76,37,27
Kentucky,Powell,90,20,76,40,35
Kentucky,Pulaski,67,20,80,29,31
Kentucky,Robertson,37,21,79,33,37
Kentucky,Rockcastle,62,20,83,35,24
Kentucky,Rowan,23,20,74,32,35
Kentucky,Russell,77,21,83,37,29
Kentucky,Scott,42,13,78,16,27
Kentucky,Shelby,49,17,76,18,27
Kentucky,Simpson,70,17,75,25,34
Kentucky,Taylor,52,18,89,35,41
Kentucky,Todd,42,22,85,35,29
Kentucky,Trigg,48,18,83,25,25
Kentucky,Trimble,41,17,67,20,17
Kentucky,Union,50,17,76,27,31
Kentucky,Warren,38,17,85,26,33
Kentucky,Washington,44,19,81,25,27
Kentucky,Wayne,76,21,77,41,27
Kentucky,Webster,63,19,85,22,27
Kentucky,Whitley,62,19,81,38,34
Kentucky,Wolfe,93,19,66,48,42
Kentucky,Woodford,29,14,93,17,29
Louisiana,Acadia,67,20,68,30,37
Louisiana,Allen,76,24,72,27,30
Louisiana,Ascension,45,16,76,19,27
Louisiana,Assumption,48,20,57,23,39
Louisiana,Avoyelles,79,22,53,30,48
Louisiana,Beauregard,58,20,85,22,32
Louisiana,Bienville,65,20,86,36,43
Louisiana,Bossier,55,17,76,22,33
Louisiana,Caddo,67,19,58,31,54
Louisiana,Calcasieu,60,18,77,24,34
Louisiana,Caldwell,60,24,82,31,34
Louisiana,Cameron,27,23,84,19,16
Louisiana,Catahoula,76,24,69,37,38
Louisiana,Claiborne,61,24,71,41,57
Louisiana,Concordia,76,23,66,44,53
Louisiana,De Soto,66,20,76,31,47
Louisiana,East Baton Rouge,43,17,63,26,47
Louisiana,East Carroll,82,25,67,54,69
Louisiana,East Feliciana,56,20,64,26,42
Louisiana,Evangeline,70,21,55,32,36
Louisiana,Franklin,80,24,60,43,50
Louisiana,Grant,62,19,70,24,33
Louisiana,Iberia,71,20,77,35,48
Louisiana,Iberville,66,20,46,29,52
Louisiana,Jackson,63,19,73,27,30
Louisiana,Jefferson,48,20,62,25,39
Louisiana,Jefferson Davis,63,20,85,27,33
Louisiana,Lafayette,44,18,71,22,37
Louisiana,Lafourche,47,19,72,20,34
Louisiana,La Salle,65,21,70,21,26
Louisiana,Lincoln,30,21,73,32,46
Louisiana,Livingston,52,19,75,17,30
Louisiana,Madison,90,24,65,50,64
Louisiana,Morehouse,68,22,55,41,52
Louisiana,Natchitoches,52,21,57,34,48
Louisiana,Orleans,55,27,66,41,60
Louisiana,Ouachita,58,21,67,28,47
Louisiana,Plaquemines,40,21,79,19,27
Louisiana,Pointe Coupee,62,20,50,28,37
Louisiana,Rapides,63,19,67,29,42
Louisiana,Red River,75,22,57,33,43
Louisiana,Richland,68,24,60,40,37
Louisiana,Sabine,59,24,81,34,38
Louisiana,St. Bernard,50,35,74,29,40
Louisiana,St. Charles,40,16,79,18,38
Louisiana,St. Helena,49,23,51,39,50
Louisiana,St. James,47,17,74,24,44
Louisiana,St. John the Baptist,54,18,61,29,45
Louisiana,St. Landry,73,21,63,36,43
Louisiana,St. Martin,58,21,72,34,44
Louisiana,St. Mary,72,21,68,32,46
Louisiana,St. Tammany,34,17,76,14,26
Louisiana,Tangipahoa,59,20,68,30,41
Louisiana,Tensas,72,28,65,50,61
Louisiana,Terrebonne,66,20,66,26,39
Louisiana,Union,64,21,56,34,45
Louisiana,Vermilion,56,22,81,26,32
Louisiana,Vernon,76,20,79,21,28
Louisiana,Washington,73,23,74,37,48
Louisiana,Webster,64,21,68,32,48
Louisiana,West Baton Rouge,53,18,70,22,43
Louisiana,West Carroll,62,24,67,33,37
Louisiana,West Feliciana,42,24,72,19,32
Louisiana,Winn,60,25,64,33,40
Maine,Androscoggin,39,13,73,20,35
Maine,Aroostook,28,14,85,20,31
Maine,Cumberland,17,11,85,14,28
Maine,Franklin,21,13,89,22,34
Maine,Hancock,22,14,83,20,32
Maine,Kennebec,27,12,82,17,35
Maine,Knox,32,14,84,20,36
Maine,Lincoln,25,15,83,21,29
Maine,Oxford,30,14,80,23,32
Maine,Penobscot,25,12,82,21,30
Maine,Piscataquis,30,14,83,27,27
Maine,Sagadahoc,24,11,83,15,29
Maine,Somerset,41,13,86,26,34
Maine,Waldo,33,13,84,23,37
Maine,Washington,36,17,84,31,30
Maine,York,21,12,85,14,28
Maryland,Allegany,35,15,86,24,32
Maryland,Anne Arundel,26,11,82,9,25
Maryland,Baltimore,27,12,80,11,35
Maryland,Calvert,24,10,91,8,22
Maryland,Caroline,54,17,77,19,30
Maryland,Carroll,20,10,90,7,18
Maryland,Cecil,41,12,80,15,25
Maryland,Charles,29,11,85,9,32
Maryland,Dorchester,62,15,78,26,47
Maryland,Frederick,23,11,91,8,21
Maryland,Garrett,31,15,92,24,24
Maryland,Harford,23,9,85,9,24
Maryland,Howard,13,8,89,6,20
Maryland,Kent,28,17,83,20,36
Maryland,Montgomery,20,12,85,9,23
Maryland,Prince George's,38,16,73,12,43
Maryland,Queen Anne's,23,12,87,10,26
Maryland,St. Mary's,35,11,80,11,27
Maryland,Somerset,32,21,80,29,51
Maryland,Talbot,36,15,87,15,30
Maryland,Washington,50,13,88,17,32
Maryland,Wicomico,44,16,79,23,39
Maryland,Worcester,35,16,90,20,32
Maryland,Baltimore City,69,17,61,34,65
Massachusetts,Barnstable,18,5,84,16,28
Massachusetts,Berkshire,27,5,83,19,35
Massachusetts,Bristol,29,6,82,17,35
Massachusetts,Dukes,12,6,93,12,26
Massachusetts,Essex,26,5,80,15,31
Massachusetts,Franklin,22,4,78,16,32
Massachusetts,Hampden,46,5,70,26,43
Massachusetts,Hampshire,7,4,86,12,27
Massachusetts,Middlesex,13,5,88,9,21
Massachusetts,Nantucket,18,7,87,10,22
Massachusetts,Norfolk,8,3,90,7,19
Massachusetts,Plymouth,20,4,86,11,25
Massachusetts,Suffolk,30,7,62,30,53
Massachusetts,Worcester,24,5,84,14,27
Michigan,Alcona,29,16,87,33,25
Michigan,Alger,28,16,83,22,34
Michigan,Allegan,35,14,82,18,23
Michigan,Alpena,27,14,76,27,30
Michigan,Antrim,37,15,89,27,31
Michigan,Arenac,33,16,85,32,28
Michigan,Baraga,43,18,77,23,34
Michigan,Barry,31,12,87,16,24
Michigan,Bay,36,13,80,23,33
Michigan,Benzie,27,15,85,21,23
Michigan,Berrien,48,16,81,29,37
Michigan,Branch,50,16,87,28,28
Michigan,Calhoun,53,14,75,25,42
Michigan,Cass,43,15,70,24,26
Michigan,Charlevoix,31,14,84,23,26
Michigan,Cheboygan,35,17,85,28,32
Michigan,Chippewa,30,20,77,26,32
Michigan,Clare,49,17,75,43,32
Michigan,Clinton,20,10,91,11,20
Michigan,Crawford,47,16,68,28,41
Michigan,Delta,24,14,89,21,29
Michigan,Dickinson,32,10,87,18,23
Michigan,Eaton,28,11,81,15,29
Michigan,Emmet,21,16,90,17,26
Michigan,Genesee,47,12,71,31,41
Michigan,Gladwin,39,15,79,31,27
Michigan,Gogebic,30,17,77,31,27
Michigan,Grand Traverse,26,14,86,16,26
Michigan,Gratiot,32,16,83,26,30
Michigan,Hillsdale,38,16,78,28,27
Michigan,Houghton,19,15,91,21,19
Michigan,Huron,23,14,89,23,27
Michigan,Ingham,27,14,75,24,35
Michigan,Ionia,41,15,83,21,31
Michigan,Iosco,31,15,83,37,31
Michigan,Iron,30,14,82,27,27
Michigan,Isabella,16,16,83,23,30
Michigan,Jackson,50,13,76,30,32
Michigan,Kalamazoo,31,13,73,25,35
Michigan,Kalkaska,52,16,79,29,33
Michigan,Kent,41,14,75,23,31
Michigan,Lake,61,19,52,45,44
Michigan,Lapeer,24,13,84,18,22
Michigan,Leelanau,14,14,89,15,18
Michigan,Lenawee,37,14,82,19,28
Michigan,Livingston,13,10,84,8,17
Michigan,Luce,42,21,81,29,29
Michigan,Mackinac,23,17,80,23,34
Michigan,Macomb,21,14,76,17,25
Michigan,Manistee,38,15,81,26,28
Michigan,Marquette,16,13,86,16,22
Michigan,Mason,36,15,81,28,28
Michigan,Mecosta,26,15,78,29,31
Michigan,Menominee,41,13,77,22,30
Michigan,Midland,23,11,82,15,24
Michigan,Missaukee,37,16,90,26,25
Michigan,Monroe,29,12,80,17,25
Michigan,Montcalm,45,16,83,30,32
Michigan,Montmorency,28,16,78,39,35
Michigan,Muskegon,52,14,71,29,35
Michigan,Newaygo,45,16,77,29,26
Michigan,Oakland,18,12,80,13,24
Michigan,Oceana,52,18,85,33,28
Michigan,Ogemaw,40,16,75,31,32
Michigan,Ontonagon,19,15,86,27,27
Michigan,Osceola,40,15,81,29,26
Michigan,Oscoda,41,18,79,36,28
Michigan,Otsego,33,13,80,22,22
Michigan,Ottawa,22,12,86,13,18
Michigan,Presque Isle,22,16,89,26,30
Michigan,Roscommon,32,15,67,39,47
Michigan,Saginaw,42,13,74,27,40
Michigan,St. Clair,33,13,78,22,27
Michigan,St. Joseph,57,16,79,26,28
Michigan,Sanilac,33,16,87,26,24
Michigan,Schoolcraft,31,17,84,26,25
Michigan,Shiawassee,34,14,84,22,33
Michigan,Tuscola,32,15,84,24,27
Michigan,Van Buren,47,16,76,23,28
Michigan,Washtenaw,13,10,85,13,26
Michigan,Wayne,47,17,70,35,47
Michigan,Wexford,54,15,80,27,29
Minnesota,Aitkin,32,14,81,24,33
Minnesota,Anoka,22,9,76,10,24
Minnesota,Becker,33,13,85,23,28
Minnesota,Beltrami,55,14,59,30,38
Minnesota,Benton,35,11,85,13,24
Minnesota,Big Stone,15,13,97,16,18
Minnesota,Blue Earth,17,11,81,15,25
Minnesota,Brown,21,9,82,12,23
Minnesota,Carlton,31,11,84,13,27
Minnesota,Carver,12,7,80,6,15
Minnesota,Cass,52,14,63,27,32
Minnesota,Chippewa,37,11,74,15,29
Minnesota,Chisago,24,9,79,9,22
Minnesota,Clay,16,11,78,15,26
Minnesota,Clearwater,43,16,80,25,34
Minnesota,Cook,23,14,91,16,27
Minnesota,Cottonwood,26,11,80,16,27
Minnesota,Crow Wing,35,12,71,18,26
Minnesota,Dakota,19,9,82,9,23
Minnesota,Dodge,26,10,90,9,22
Minnesota,Douglas,22,11,79,13,19
Minnesota,Faribault,30,12,79,18,28
Minnesota,Fillmore,19,14,91,19,23
Minnesota,Freeborn,44,13,77,17,27
Minnesota,Goodhue,28,10,82,12,26
Minnesota,Grant,21,12,96,16,31
Minnesota,Hennepin,31,10,65,19,31
Minnesota,Houston,16,10,77,13,26
Minnesota,Hubbard,32,12,77,20,32
Minnesota,Isanti,29,11,73,12,22
Minnesota,Itasca,32,11,78,19,23
Minnesota,Jackson,18,10,92,15,15
Minnesota,Kanabec,34,13,88,20,26
Minnesota,Kandiyohi,47,11,74,22,30
Minnesota,Koochiching,27,12,81,22,27
Minnesota,Lac qui Parle,19,11,98,15,18
Minnesota,Lake,25,11,83,16,23
Minnesota,Lake of the Woods,18,14,98,19,32
Minnesota,Le Sueur,24,10,77,12,25
Minnesota,Lincoln,15,12,73,15,22
Minnesota,Lyon,22,12,88,14,23
Minnesota,McLeod,33,9,80,12,23
Minnesota,Mahnomen,97,14,69,34,44
Minnesota,Marshall,26,13,87,13,21
Minnesota,Martin,35,11,82,18,26
Minnesota,Meeker,31,11,89,12,23
Minnesota,Mille Lacs,38,14,78,18,30
Minnesota,Morrison,30,13,83,18,24
Minnesota,Mower,46,12,80,16,30
Minnesota,Murray,27,12,92,13,20
Minnesota,Nicollet,16,10,87,11,25
Minnesota,Nobles,58,15,77,19,30
Minnesota,Norman,23,14,93,18,19
Minnesota,Olmsted,27,8,80,11,24
Minnesota,Otter Tail,24,12,78,19,24
Minnesota,Pennington,31,11,86,15,27
Minnesota,Pine,40,14,76,22,33
Minnesota,Pipestone,35,12,85,16,21
Minnesota,Polk,34,11,81,16,27
Minnesota,Pope,16,11,87,15,20
Minnesota,Ramsey,38,12,67,25,36
Minnesota,Red Lake,28,13,83,16,23
Minnesota,Redwood,26,12,87,14,23
Minnesota,Renville,33,12,85,17,26
Minnesota,Rice,21,11,75,12,26
Minnesota,Rock,25,11,86,14,23
Minnesota,Roseau,29,11,95,13,26
Minnesota,St. Louis,23,11,77,22,34
Minnesota,Scott,18,8,83,6,16
Minnesota,Sherburne,21,9,86,8,16
Minnesota,Sibley,33,12,87,15,24
Minnesota,Stearns,18,10,80,13,24
Minnesota,Steele,35,9,83,14,31
Minnesota,Stevens,8,10,96,11,17
Minnesota,Swift,30,12,86,14,23
Minnesota,Todd,34,13,68,25,20
Minnesota,Wabasha,23,11,88,11,19
Minnesota,Wadena,39,12,86,24,23
Minnesota,Waseca,30,10,83,15,24
Minnesota,Washington,15,7,88,7,19
Minnesota,Watonwan,52,15,82,17,35
Minnesota,Wilkin,18,10,78,14,25
Minnesota,Winona,13,10,83,15,21
Minnesota,Wright,23,10,87,7,20
Minnesota,Yellow Medicine,27,11,91,18,25
Mississippi,Adams,65,21,47,42,55
Mississippi,Alcorn,77,21,76,32,35
Mississippi,Amite,55,22,54,35,56
Mississippi,Attala,71,22,77,35,41
Mississippi,Benton,81,22,70,38,31
Mississippi,Bolivar,75,22,71,52,59
Mississippi,Calhoun,78,23,84,32,43
Mississippi,Carroll,48,23,72,28,46
Mississippi,Chickasaw,98,24,59,35,52
Mississippi,Choctaw,42,23,73,38,34
Mississippi,Claiborne,44,21,78,51,72
Mississippi,Clarke,58,22,81,39,47
Mississippi,Clay,69,23,59,41,53
Mississippi,Coahoma,92,22,64,55,73
Mississippi,Copiah,67,21,75,36,46
Mississippi,Covington,75,21,66,33,36
Mississippi,DeSoto,48,18,79,15,30
Mississippi,Forrest,57,21,70,37,44
Mississippi,Franklin,48,22,59,31,30
