State,StateCode,County,CountyCode,BingeDrink,TeenBirths,PrimaryCare,PerHSGrads,PerSingleParentHH,ViolentCrime,UnhealthyFoods,PerFastFood
Louisiana,18,Natchitoches,838.17999,13,52,100,57,48,755,9,49
Louisiana,18,Orleans,839.17999,19,55,190,66,60,1074,21,41
Louisiana,18,Ouachita,840.17999,12,58,150,67,47,475,27,56
Louisiana,18,Plaquemines,841.17999,11,40,33,79,27,243,30,56
Louisiana,18,Pointe Coupee,842.17999,13,62,75,50,37,282,32,50
Louisiana,18,Rapides,843.17999,11,63,139,67,42,904,26,60
Louisiana,18,Sabine,844.17999,11,59,38,81,38,196,9,54
Louisiana,18,St. Bernard,845.17999,19,50,24,74,40,336,17,43
Louisiana,18,St. Charles,846.17999,20,40,33,79,38,315,17,49
Louisiana,18,St. James,847.17999,25,47,100,74,44,1074,0,56
Louisiana,18,St. John the Baptist,848.17999,14,54,55,61,45,327,23,52
Louisiana,18,St. Landry,849.17999,14,73,102,63,43,316,1,63
Louisiana,18,St. Martin,850.17999,16,58,25,72,44,553,31,49
Louisiana,18,St. Mary,851.17999,14,72,110,68,46,891,0,54
Louisiana,18,St. Tammany,852.17999,19,34,114,76,26,273,16,42
Louisiana,18,Tangipahoa,853.17999,13,59,77,68,41,1287,0,47
Louisiana,18,Terrebonne,854.17999,19,66,73,66,39,629,26,49
Louisiana,18,Union,855.17999,10,64,22,56,45,392,33,56
Louisiana,18,Vernon,856.17999,14,76,60,79,28,545,7,57
Louisiana,18,Washington,857.17999,11,73,57,74,48,822,6,45
Louisiana,18,Webster,858.17999,9,64,101,68,48,248,2,65
Louisiana,18,West Carroll,859.17999,16,62,26,67,37,277,2,78
Louisiana,18,West Feliciana,860.17999,10,42,53,72,32,391,29,25
Maine,19,Androscoggin,861.19,17,39,141,73,35,148,11,41
Maine,19,Aroostook,862.19,12,28,118,85,31,71,4,39
Maine,19,Cumberland,863.19,18,17,211,85,28,165,10,41
Maine,19,Franklin,864.19,16,21,188,89,34,145,2,29
Maine,19,Hancock,865.19,17,22,202,83,32,63,2,29
Maine,19,Kennebec,866.19,16,27,182,82,35,121,1,48
Maine,19,Knox,867.19,16,32,144,84,36,59,3,29
Maine,19,Lincoln,868.19,15,25,176,83,29,75,2,34
Maine,19,Oxford,869.19,19,30,67,80,32,140,2,34
Maine,19,Penobscot,870.19,16,25,137,82,30,74,22,46
Maine,19,Piscataquis,871.19,16,30,130,83,27,223,2,27
Maine,19,Sagadahoc,872.19,17,24,74,83,29,41,16,40
Maine,19,Somerset,873.19,16,41,76,86,34,96,2,39
Maine,19,Waldo,874.19,16,33,105,84,37,72,4,35
Maine,19,Washington,875.19,17,36,105,84,30,208,5,36
Maine,19,York,876.19,19,21,84,85,28,111,13,38
Maryland,20,Allegany,877.20001,16,35,98,86,32,385,17,55
Maryland,20,Anne Arundel,878.20001,19,26,105,82,25,617,5,58
Maryland,20,Baltimore,879.20001,15,27,163,80,35,629,4,64
Maryland,20,Calvert,880.20001,18,24,68,91,22,339,11,51
Maryland,20,Caroline,881.20001,15,54,42,77,30,374,0,48
Maryland,20,Carroll,882.20001,18,20,74,90,18,216,8,52
Maryland,20,Cecil,883.20001,17,41,60,80,25,611,15,55
Maryland,20,Charles,884.20001,14,29,54,85,32,547,9,56
Maryland,20,Dorchester,885.20001,17,62,88,78,47,554,2,55
Maryland,20,Frederick,886.20001,17,23,92,91,21,351,6,56
Maryland,20,Garrett,887.20001,16,31,74,92,24,229,0,40
Maryland,20,Harford,888.20001,15,23,87,85,24,371,6,56
Maryland,20,Howard,889.20001,14,13,251,89,20,247,2,59
Maryland,20,Kent,890.20001,15,28,163,83,36,463,0,38
Maryland,20,Montgomery,891.20001,13,20,210,85,23,233,2,55
Maryland,20,Prince George's,892.20001,9,38,93,73,43,865,5,71
Maryland,20,Queen Anne's,893.20001,22,23,49,87,26,296,14,44
Maryland,20,St. Mary's,894.20001,18,35,58,80,27,308,0,54
Maryland,20,Somerset,895.20001,9,32,54,80,51,406,27,43
Maryland,20,Talbot,896.20001,16,36,144,87,30,327,0,34
Maryland,20,Washington,897.20001,15,50,85,88,32,307,10,51
Maryland,20,Wicomico,898.20001,13,44,101,79,39,974,15,57
Maryland,20,Worcester,899.20001,17,35,92,90,32,537,0,35
Maryland,20,Baltimore City,900.20001,16,69,206,61,65,1585,1,66
Massachusetts,21,Barnstable,901.21002,19,18,113,84,28,450,12,34
Massachusetts,21,Berkshire,902.21002,20,27,163,83,35,416,12,34
Massachusetts,21,Bristol,903.21002,20,29,68,82,35,609,6,44
Massachusetts,21,Dukes,904.21002,29,12,165,93,26,136,0,21
Massachusetts,21,Essex,905.21002,19,26,106,80,31,357,5,49
Massachusetts,21,Franklin,906.21002,19,22,104,78,32,364,16,39
Massachusetts,21,Hampden,907.21002,19,46,96,70,43,702,7,45
Massachusetts,21,Hampshire,908.21002,18,7,193,86,27,254,10,36
Massachusetts,21,Middlesex,909.21002,18,13,176,88,21,264,3,48
Massachusetts,21,Norfolk,910.21002,19,8,182,90,19,199,5,41
Massachusetts,21,Plymouth,911.21002,21,20,82,86,25,435,9,45
Massachusetts,21,Suffolk,912.21002,20,30,269,62,53,1091,1,46
Massachusetts,21,Worcester,913.21002,20,24,161,84,27,438,9,47
Michigan,22,Allegan,914.21997,18,35,44,82,23,259,0,35
Michigan,22,Alpena,915.21997,27,27,101,76,30,283,3,44
Michigan,22,Antrim,916.21997,24,37,42,89,31,116,0,22
Michigan,22,Arenac,917.21997,11,33,31,85,28,255,0,46
Michigan,22,Barry,918.21997,20,31,63,87,24,185,15,33
Michigan,22,Bay,919.21997,23,36,49,80,33,301,13,56
Michigan,22,Benzie,920.21997,13,27,40,85,23,149,0,31
Michigan,22,Berrien,921.21997,15,48,114,81,37,417,16,38
Michigan,22,Branch,922.21997,14,50,46,87,28,206,0,43
Michigan,22,Calhoun,923.21997,14,53,86,75,42,760,12,54
Michigan,22,Cass,924.21997,17,43,18,70,26,218,20,41
Michigan,22,Charlevoix,925.21997,22,31,139,84,26,169,1,41
Michigan,22,Cheboygan,926.21997,23,35,60,85,32,151,5,26
Michigan,22,Chippewa,927.21997,31,30,75,77,32,218,7,41
Michigan,22,Clinton,928.21997,17,20,40,91,20,105,12,47
Michigan,22,Delta,929.21997,25,24,113,89,29,120,3,47
Michigan,22,Eaton,930.21997,16,28,52,81,29,213,11,50
Michigan,22,Emmet,931.21997,20,21,158,90,26,133,3,35
Michigan,22,Genesee,932.21997,17,47,143,71,41,792,12,54
Michigan,22,Gladwin,933.21997,15,39,27,79,27,202,0,33
Michigan,22,Grand Traverse,934.21997,15,26,170,86,26,198,0,39
Michigan,22,Gratiot,935.21997,17,32,76,83,30,154,0,42
Michigan,22,Hillsdale,936.21997,20,38,54,78,27,191,1,36
Michigan,22,Huron,937.21997,16,23,64,89,27,108,8,41
Michigan,22,Ingham,938.21997,18,27,131,75,35,594,13,53
Michigan,22,Ionia,939.21997,15,41,34,83,31,201,16,47
Michigan,22,Iosco,940.21997,16,31,58,83,31,233,2,41
Michigan,22,Isabella,941.21997,23,16,51,83,30,188,0,47
Michigan,22,Jackson,942.21997,21,50,61,76,32,387,13,50
Michigan,22,Kalamazoo,943.21997,19,31,141,73,35,486,10,49
Michigan,22,Kalkaska,944.21997,14,52,35,79,33,338,0,44
Michigan,22,Kent,945.21997,18,41,133,75,31,473,7,51
Michigan,22,Lake,946.21997,11,61,9,52,44,396,6,15
Michigan,22,Lapeer,947.21997,17,24,31,84,22,167,13,44
Michigan,22,Leelanau,948.21997,20,14,32,89,18,76,3,18
Michigan,22,Lenawee,949.21997,22,37,49,82,28,227,0,46
Michigan,22,Livingston,950.21997,23,13,59,84,17,100,7,48
Michigan,22,Macomb,951.21997,19,21,74,76,25,342,4,47
Michigan,22,Manistee,952.21997,21,38,49,81,28,125,0,23
Michigan,22,Marquette,953.21997,18,16,215,86,22,156,2,52
Michigan,22,Mason,954.21997,24,36,63,81,28,315,1,38
Michigan,22,Mecosta,955.21997,22,26,84,78,31,294,2,43
Michigan,22,Midland,956.21997,16,23,179,82,24,168,0,54
Michigan,22,Missaukee,957.21997,16,37,33,90,25,84,2,43
Michigan,22,Monroe,958.21997,22,29,45,80,25,219,10,54
Michigan,22,Montcalm,959.21997,16,45,29,83,32,255,0,40
Michigan,22,Muskegon,960.21997,22,52,84,71,35,459,18,50
Michigan,22,Newaygo,961.21997,19,45,77,77,26,262,26,48
Michigan,22,Oakland,962.21997,18,18,208,80,24,310,4,48
Michigan,22,Oceana,963.21997,19,52,50,85,28,183,1,22
Michigan,22,Ogemaw,964.21997,10,40,71,75,32,262,0,39
Michigan,22,Osceola,965.21997,15,40,39,81,26,258,5,27
Michigan,22,Oscoda,966.21997,15,41,100,79,28,188,1,27
Michigan,22,Ottawa,967.21997,18,22,69,86,18,177,9,54
Michigan,22,Roscommon,968.21997,21,32,60,67,47,197,0,33
Michigan,22,Saginaw,969.21997,18,42,146,74,40,1028,12,61
Michigan,22,St. Clair,970.21997,21,33,63,78,27,308,15,40
Michigan,22,St. Joseph,971.21997,15,57,84,79,28,323,0,39
Michigan,22,Sanilac,972.21997,19,33,58,87,24,227,1,35
Michigan,22,Shiawassee,973.21997,20,34,40,84,33,242,0,53
Michigan,22,Tuscola,974.21997,18,32,34,84,27,165,0,40
Michigan,22,Van Buren,975.21997,21,47,94,76,28,338,21,41
Michigan,22,Washtenaw,976.21997,15,13,285,85,26,349,8,47
Michigan,22,Wayne,977.21997,17,47,107,70,47,1171,3,54
Michigan,22,Wexford,978.21997,16,54,152,80,29,320,1,49
Minnesota,23,Anoka,979.22998,21,22,98,76,24,170,6,59
Minnesota,23,Beltrami,980.22998,23,55,135,59,38,258,7,35
Minnesota,23,Benton,981.22998,20,35,40,85,24,137,12,49
Minnesota,23,Blue Earth,982.22998,23,17,134,81,25,150,1,47
Minnesota,23,Brown,983.22998,21,21,171,82,23,47,1,43
Minnesota,23,Carlton,984.22998,19,31,135,84,27,120,17,37
Minnesota,23,Carver,985.22998,22,12,149,80,15,45,6,51
Minnesota,23,Cass,986.22998,20,52,66,63,32,126,4,14
Minnesota,23,Chisago,987.22998,14,24,103,79,22,76,11,49
Minnesota,23,Clay,988.22998,20,16,43,78,26,91,11,55
Minnesota,23,Cottonwood,989.22998,12,26,169,80,27,123,17,62
Minnesota,23,Crow Wing,990.22998,20,35,135,71,26,154,2,39
Minnesota,23,Dakota,991.22998,18,19,114,82,23,89,5,56
Minnesota,23,Douglas,992.22998,23,22,179,79,19,73,4,41
Minnesota,23,Freeborn,993.22998,15,44,110,77,27,109,1,48
Minnesota,23,Goodhue,994.22998,26,28,140,82,26,93,0,50
Minnesota,23,Hennepin,995.22998,19,31,197,65,31,539,4,53
Minnesota,23,Hubbard,996.22998,15,32,149,77,32,120,6,24
Minnesota,23,Isanti,997.22998,22,29,115,73,22,51,16,38
Minnesota,23,Itasca,998.22998,18,32,153,78,23,117,5,27
Minnesota,23,Jackson,999.22998,14,18,100,92,15,101,7,30
Minnesota,23,Kandiyohi,1000.23,9,47,205,74,30,140,2,49
Minnesota,23,Koochiching,1001.23,16,27,106,81,27,140,8,31
Minnesota,23,Le Sueur,1002.23,17,24,29,77,25,81,0,27
Minnesota,23,Lyon,1003.23,20,22,92,88,23,186,3,51
Minnesota,23,McLeod,1004.23,17,33,145,80,23,127,1,59
Minnesota,23,Morrison,1005.23,24,30,103,83,24,79,7,38
Minnesota,23,Mower,1006.23,19,46,103,80,30,152,2,48
Minnesota,23,Nicollet,1007.23,16,16,156,87,25,84,1,54
Minnesota,23,Nobles,1008.23,14,58,127,77,30,166,8,43
Minnesota,23,Olmsted,1009.23,15,27,487,80,24,179,5,53
Minnesota,23,Otter Tail,1010.23,19,24,95,78,24,78,5,37
Minnesota,23,Pine,1011.23,14,40,67,76,33,123,7,32
Minnesota,23,Polk,1012.23,25,34,79,81,27,146,16,45
Minnesota,23,Ramsey,1013.23,17,38,189,67,36,529,6,52
Minnesota,23,Renville,1014.23,11,33,76,85,26,112,10,29
Minnesota,23,Rice,1015.23,16,21,174,75,26,133,0,52
Minnesota,23,Rock,1016.23,12,25,212,86,23,602,4,64
Minnesota,23,Roseau,1017.23,18,29,88,95,26,61,8,32
Minnesota,23,St. Louis,1018.23,20,23,230,77,34,250,17,39
Minnesota,23,Scott,1019.23,22,18,122,83,16,116,6,52
Minnesota,23,Sherburne,1020.23,25,21,61,86,16,102,11,57
Minnesota,23,Stearns,1021.23,21,18,172,80,24,172,12,49
Minnesota,23,Steele,1022.23,18,35,161,83,31,97,1,48
Minnesota,23,Wadena,1023.23,10,39,135,86,23,142,13,41
Minnesota,23,Washington,1024.23,20,15,190,88,19,89,6,44
Minnesota,23,Watonwan,1025.23,15,52,74,82,35,110,10,33
Minnesota,23,Winona,1026.23,20,13,89,83,21,95,0,45
Minnesota,23,Wright,1027.23,23,23,79,87,20,73,10,47
Mississippi,24,Adams,1028.24,10,65,128,47,55,309,1,49
Mississippi,24,Amite,1029.24,9,55,53,54,56,418,10,100
Mississippi,24,Attala,1030.24,7,71,107,77,41,218,3,53
Mississippi,24,Chickasaw,1031.24,10,98,43,59,52,231,2,53
Mississippi,24,Claiborne,1032.24,9,44,37,78,72,589,7,75
Mississippi,24,Clay,1033.24,6,69,43,59,53,301,8,38
Mississippi,24,Coahoma,1034.24,11,92,74,64,73,503,12,54
Mississippi,24,Covington,1035.24,6,75,39,66,36,301,0,53
Mississippi,24,DeSoto,1036.24,10,48,46,79,30,177,13,49
Mississippi,24,Forrest,1037.24,11,57,86,70,44,284,19,61
Mississippi,24,Franklin,1038.24,14,48,108,59,30,244,17,40
Mississippi,24,George,1039.24,9,94,40,68,22,190,33,41
Mississippi,24,Greene,1040.24,10,63,100,77,29,74,6,33
Mississippi,24,Grenada,1041.24,14,70,74,68,55,398,3,57
Mississippi,24,Hancock,1042.24,14,59,67,77,30,231,27,46
Mississippi,24,Harrison,1043.24,16,65,79,78,40,255,22,51
Mississippi,24,Hinds,1044.24,12,63,141,67,58,733,18,62
Mississippi,24,Holmes,1045.24,9,85,78,60,70,285,3,60
Mississippi,24,Itawamba,1046.24,7,47,48,71,27,90,2,48
Mississippi,24,Jackson,1047.24,14,60,78,78,36,307,18,51
Mississippi,24,Jasper,1048.24,15,57,28,73,44,0,9,56
Mississippi,24,Jefferson,1049.24,12,72,79,61,75,494,5,100
Mississippi,24,Jones,1050.24,7,79,73,73,39,347,1,67
Mississippi,24,Lafayette,1051.24,16,24,108,75,37,141,4,41
Mississippi,24,Lamar,1052.24,12,49,282,78,24,167,24,58
Mississippi,24,Lauderdale,1053.24,9,65,131,66,52,342,1,54
Mississippi,24,Leake,1054.24,13,74,26,70,39,8,8,67
Mississippi,24,Lee,1055.24,9,73,138,68,43,209,0,56
Mississippi,24,Leflore,1056.24,10,84,57,61,68,673,1,47
Mississippi,24,Lincoln,1057.24,10,62,55,79,39,95,4,70
Mississippi,24,Lowndes,1058.24,12,62,88,70,44,262,1,47
Mississippi,24,Madison,1059.24,12,43,224,77,31,196,18,58
Mississippi,24,Monroe,1060.24,8,67,86,77,44,293,0,36
Mississippi,24,Montgomery,1061.24,8,69,151,76,48,204,13,58
Mississippi,24,Newton,1062.24,9,56,13,78,40,127,2,76
Mississippi,24,Oktibbeha,1063.24,11,31,93,68,44,242,1,49
Mississippi,24,Panola,1064.24,11,93,42,69,55,254,5,59
Mississippi,24,Pearl River,1065.24,13,58,49,73,30,155,2,63
Mississippi,24,Pike,1066.24,12,76,90,63,46,254,1,59
Mississippi,24,Prentiss,1067.24,6,55,63,82,33,104,2,59
Mississippi,24,Rankin,1068.24,13,49,133,81,32,127,18,61
Mississippi,24,Scott,1069.24,11,91,27,67,46,305,4,70
Mississippi,24,Sunflower,1070.24,11,91,56,65,66,783,1,61
Mississippi,24,Tallahatchie,1071.24,11,86,23,51,60,2350,31,75
Mississippi,24,Tate,1072.24,13,60,37,78,43,95,32,62
Mississippi,24,Tippah,1073.24,3,79,56,70,43,154,1,47
Mississippi,24,Tishomingo,1074.24,13,65,84,77,26,318,1,36
Mississippi,24,Union,1075.24,9,74,78,81,28,77,2,62
Mississippi,24,Warren,1076.24,15,71,104,52,52,486,2,59
Mississippi,24,Washington,1077.24,10,90,75,60,67,289,1,51
Mississippi,24,Webster,1078.24,8,74,50,69,36,393,5,43
Mississippi,24,Winston,1079.24,8,67,46,70,46,148,5,50
Missouri,25,Adair,1080.25,17,17,28,90,25,349,2,50
Missouri,25,Andrew,1081.25,20,32,100,88,22,106,20,64
Missouri,25,Atchison,1082.25,10,28,33,93,21,77,5,33
Missouri,25,Audrain,1083.25,11,55,89,85,25,155,2,48
Missouri,25,Barry,1084.25,15,72,99,89,26,270,0,32
Missouri,25,Bates,1085.25,22,55,41,89,23,290,19,43
Missouri,25,Benton,1086.25,17,49,32,81,25,376,13,13
Missouri,25,Boone,1087.25,16,23,238,86,29,433,16,44
Missouri,25,Buchanan,1088.25,17,62,74,89,38,414,8,54
Missouri,25,Butler,1089.25,10,80,170,82,37,399,4,51
Missouri,25,Callaway,1090.25,17,39,69,85,28,229,23,49
Missouri,25,Camden,1091.25,13,50,79,87,37,202,3,23
Missouri,25,Cape Girardeau,1092.25,14,37,120,83,33,463,1,43
Missouri,25,Cass,1093.25,15,34,33,89,26,161,12,46
Missouri,25,Christian,1094.25,14,38,54,91,20,277,19,49
Missouri,25,Clark,1095.25,7,41,100,90,18,134,5,33
Missouri,25,Clay,1096.25,18,36,73,88,26,833,6,52
Missouri,25,Cole,1097.25,23,37,94,86,30,415,15,50
Missouri,25,Crawford,1098.25,15,70,25,72,33,323,2,40
Missouri,25,Daviess,1099.25,14,45,100,91,24,121,9,29
Missouri,25,Dent,1100.25,9,56,33,91,21,189,6,50
Missouri,25,Dunklin,1101.25,15,94,105,81,45,275,0,40
Missouri,25,Franklin,1102.25,16,39,96,87,25,229,14,47
Missouri,25,Gentry,1103.25,13,42,48,94,28,54,1,55
Missouri,25,Greene,1104.25,13,44,138,86,32,509,9,52
Missouri,25,Grundy,1105.25,9,56,79,84,25,237,6,45
Missouri,25,Harrison,1106.25,15,61,92,88,30,143,13,36
Missouri,25,Henry,1107.25,8,50,95,82,27,257,5,32
Missouri,25,Hickory,1108.25,5,62,11,91,30,22,4,9
Missouri,25,Howell,1109.25,12,68,103,84,29,347,5,49
Missouri,25,Jackson,1110.25,16,60,106,84,42,922,6,52
Missouri,25,Jasper,1111.25,15,68,91,84,35,438,19,49
Missouri,25,Jefferson,1112.25,19,34,27,90,25,281,14,55
Missouri,25,Johnson,1113.25,19,31,59,88,24,155,1,48
Missouri,25,Knox,1114.25,3,34,100,94,23,141,10,0
Missouri,25,Laclede,1115.25,8,72,99,84,30,330,7,40
Missouri,25,Lafayette,1116.25,12,46,37,90,22,135,15,48
Missouri,25,Lawrence,1117.25,10,58,85,85,38,311,1,40
Missouri,25,Lewis,1118.25,18,25,100,91,21,174,18,0
Missouri,25,Lincoln,1119.25,13,42,17,86,24,212,20,44
Missouri,25,Linn,1120.25,17,47,47,90,18,246,6,46
Missouri,25,McDonald,1121.25,9,83,9,89,31,409,41,31
Missouri,25,Macon,1122.25,17,50,71,91,23,216,3,38
Missouri,25,Maries,1123.25,10,48,22,88,31,117,2,20
Missouri,25,Marion,1124.25,11,50,78,87,35,459,2,48
Missouri,25,Mercer,1125.25,14,38,58,92,44,105,7,14
Missouri,25,Miller,1126.25,19,63,44,90,27,447,1,40
Missouri,25,Mississippi,1127.25,9,93,37,89,39,465,0,41
Missouri,25,Moniteau,1128.25,6,45,20,87,25,185,17,44
Missouri,25,Monroe,1129.25,19,35,100,90,28,260,1,17
Missouri,25,Morgan,1130.25,12,58,29,93,28,526,2,9
Missouri,25,New Madrid,1131.25,12,80,23,85,39,399,0,42
Missouri,25,Newton,1132.25,10,57,29,87,27,263,27,48
Missouri,25,Nodaway,1133.25,15,14,95,94,22,158,10,50
Missouri,25,Ozark,1134.25,15,47,21,94,32,306,26,40
Missouri,25,Perry,1135.25,18,46,54,75,21,90,3,43
Missouri,25,Pettis,1136.25,13,66,58,93,28,525,1,49
Missouri,25,Phelps,1137.25,19,48,104,87,27,352,2,48
Missouri,25,Pike,1138.25,17,50,16,90,30,162,6,37
Missouri,25,Platte,1139.25,22,25,80,88,28,811,7,48
Missouri,25,Polk,1140.25,13,41,109,91,25,442,27,48
Missouri,25,Pulaski,1141.25,21,38,47,91,24,447,0,37
Missouri,25,Putnam,1142.25,12,38,100,90,29,27,12,80
Missouri,25,Ralls,1143.25,13,34,10,91,15,297,2,20
Missouri,25,Randolph,1144.25,18,58,31,86,40,154,2,39
Missouri,25,Ray,1145.25,13,43,21,90,25,218,15,47
Missouri,25,St. Charles,1146.25,24,20,59,92,19,176,6,50
Missouri,25,Ste. Genevieve,1147.25,20,29,40,91,25,221,6,33
Missouri,25,St. Francois,1148.25,16,67,57,90,25,259,0,54
Missouri,25,St. Louis,1149.25,19,27,170,88,34,347,4,53
Missouri,25,Saline,1150.25,19,42,115,85,38,177,2,52
Missouri,25,Schuyler,1151.25,3,36,100,79,28,88,37,67
Missouri,25,Scott,1152.25,15,70,83,91,38,755,1,37
Missouri,25,Shannon,1153.25,8,62,12,97,24,201,23,0
Missouri,25,Stoddard,1154.25,18,51,75,90,31,179,0,43
Missouri,25,Stone,1155.25,11,54,48,91,33,415,0,27
Missouri,25,Sullivan,1156.25,10,73,100,94,41,156,14,29
Missouri,25,Taney,1157.25,13,58,110,91,30,628,1,38
Missouri,25,Texas,1158.25,11,60,49,89,31,149,10,35
Missouri,25,Warren,1159.25,15,45,13,88,24,301,20,37
Missouri,25,Washington,1160.25,14,79,16,87,35,187,41,53
Missouri,25,Wayne,1161.25,7,66,40,89,23,142,17,33
Missouri,25,Wright,1162.25,2,81,55,96,34,306,6,50
Missouri,25,St. Louis City,1163.25,21,71,174,62,65,2137,5,46
Montana,26,Beaverhead,1164.26,14,22,156,79,25,193,10,29
Montana,26,Big Horn,1165.26,19,96,125,73,47,424,34,36
Montana,26,Blaine,1166.26,24,79,62,72,43,98,21,43
Montana,26,Broadwater,1167.26,14,38,107,83,9,250,7,14
Montana,26,Carbon,1168.26,18,16,124,87,27,234,25,28
Montana,26,Cascade,1169.26,16,49,102,79,27,278,13,50
Montana,26,Dawson,1170.26,20,33,117,90,23,160,6,50
Montana,26,Deer Lodge,1171.26,17,37,101,78,40,325,1,33
Montana,26,Fallon,1172.26,23,37,75,100,27,86,10,29
Montana,26,Fergus,1173.26,16,17,188,84,24,237,14,29
Montana,26,Flathead,1174.26,18,36,130,89,27,357,1,43
Montana,26,Gallatin,1175.26,22,18,144,88,19,197,3,41
Montana,26,Glacier,1176.26,21,90,135,82,43,319,11,33
Montana,26,Hill,1177.26,25,63,91,78,25,554,13,54
Montana,26,Jefferson,1178.26,15,21,97,68,16,184,11,28
Montana,26,Lake,1179.26,20,54,120,69,41,387,4,43
Montana,26,Lewis and Clark,1180.26,18,35,116,83,24,262,3,43
Montana,26,Lincoln,1181.26,17,33,144,90,20,211,4,38
Montana,26,Mineral,1182.26,13,38,52,100,29,345,22,29
Montana,26,Missoula,1183.26,22,25,128,83,27,290,14,48
Montana,26,Musselshell,1184.26,14,32,100,100,18,323,13,40
Montana,26,Park,1185.26,17,24,168,80,26,267,8,24
Montana,26,Phillips,1186.26,15,23,51,86,27,204,19,0
Montana,26,Pondera,1187.26,22,42,171,82,22,158,23,33
Montana,26,Powell,1188.26,20,35,199,69,34,317,10,25
Montana,26,Ravalli,1189.26,15,31,104,83,24,193,1,37
Montana,26,Roosevelt,1190.26,25,96,40,74,40,257,35,36
Montana,26,Rosebud,1191.26,19,69,131,81,35,239,12,29
Montana,26,Sanders,1192.26,15,34,100,81,28,357,32,35
Montana,26,Silver Bow,1193.26,18,45,98,76,37,457,0,46
Montana,26,Stillwater,1194.26,20,19,46,79,17,183,6,18
Montana,26,Sweet Grass,1195.26,25,23,54,86,9,288,9,14
Montana,26,Toole,1196.26,21,27,178,82,16,299,15,17
Montana,26,Valley,1197.26,19,36,145,100,21,175,17,47
Montana,26,Yellowstone,1198.26,16,40,151,78,28,232,12,51
Nebraska,27,Adams,1199.27,17,38,136,84,20,166,1,58
Nebraska,27,Antelope,1200.27,16,12,106,100,22,19,38,33
Nebraska,27,Box Butte,1201.27,18,39,108,82,38,271,5,28
Nebraska,27,Buffalo,1202.27,17,23,151,87,25,181,7,53
Nebraska,27,Burt,1203.27,21,21,72,93,19,100,15,18
Nebraska,27,Butler,1204.27,21,14,143,91,23,87,6,14
Nebraska,27,Cass,1205.27,18,20,39,93,19,71,13,52
Nebraska,27,Cedar,1206.27,23,12,48,91,12,24,13,22
Nebraska,27,Chase,1207.27,23,46,55,96,31,154,12,29
Nebraska,27,Cherry,1208.27,15,35,126,95,20,175,20,40
Nebraska,27,Cheyenne,1209.27,20,39,101,88,19,95,7,39
Nebraska,27,Colfax,1210.27,16,79,50,90,23,269,10,19
Nebraska,27,Cuming,1211.27,20,24,65,91,19,11,10,39
Nebraska,27,Custer,1212.27,15,25,185,92,13,98,22,15
Nebraska,27,Dakota,1213.27,19,56,20,86,31,83,15,56
Nebraska,27,Dawes,1214.27,24,19,150,82,22,158,11,43
Nebraska,27,Dawson,1215.27,16,65,121,85,33,162,3,46
Nebraska,27,Dixon,1216.27,22,26,32,89,22,75,32,14
Nebraska,27,Dodge,1217.27,17,37,98,85,29,149,5,51
Nebraska,27,Douglas,1218.27,20,46,215,80,32,543,4,49
Nebraska,27,Gage,1219.27,22,29,127,87,27,242,3,46
Nebraska,27,Hall,1220.27,17,67,103,85,37,346,2,47
Nebraska,27,Hamilton,1221.27,15,20,151,90,18,50,2,33
Nebraska,27,Johnson,1222.27,23,26,98,89,4,64,33,0
Nebraska,27,Kearney,1223.27,18,22,123,87,18,66,3,60
Nebraska,27,Keith,1224.27,16,37,192,85,21,105,8,41
Nebraska,27,Knox,1225.27,22,27,106,94,25,12,32,0
Nebraska,27,Lancaster,1226.27,20,30,130,81,25,464,5,60
Nebraska,27,Madison,1227.27,19,47,152,80,18,122,6,58
Nebraska,27,Merrick,1228.27,21,19,79,87,19,95,11,60
Nebraska,27,Morrill,1229.27,15,30,40,71,29,60,21,70
Nebraska,27,Nemaha,1230.27,14,26,143,92,25,109,2,38
Nebraska,27,Nuckolls,1231.27,18,30,226,85,32,37,14,0
Nebraska,27,Phelps,1232.27,16,25,176,93,14,80,6,57
Nebraska,27,Pierce,1233.27,20,16,166,99,13,100,27,50
Nebraska,27,Platte,1234.27,22,35,78,86,26,83,5,55
Nebraska,27,Polk,1235.27,22,22,39,94,19,6,25,17
Nebraska,27,Red Willow,1236.27,18,30,113,84,20,75,7,63
Nebraska,27,Richardson,1237.27,18,28,49,87,31,64,9,42
Nebraska,27,Saline,1238.27,22,36,87,82,33,141,9,44
Nebraska,27,Sarpy,1239.27,20,26,109,92,21,74,8,57
Nebraska,27,Saunders,1240.27,23,17,70,94,15,43,16,33
Nebraska,27,Scotts Bluff,1241.27,11,58,117,79,44,211,2,43
Nebraska,27,Sheridan,1242.27,15,43,113,82,21,185,15,38
Nebraska,27,Stanton,1243.27,23,23,100,89,24,41,19,17
Nebraska,27,Thayer,1244.27,19,17,157,93,18,52,10,11
Nebraska,27,Valley,1245.27,20,20,48,93,17,97,12,44
Nebraska,27,Washington,1246.27,20,15,86,90,11,40,11,36
Nebraska,27,Wayne,1247.27,21,10,87,91,31,83,3,64
Nebraska,27,York,1248.27,15,26,114,85,20,37,5,43
Nevada,28,Churchill,1249.28,18,55,101,93,27,227,1,54
Nevada,28,Clark,1250.28,19,56,80,89,35,846,3,59
Nevada,28,Douglas,1251.28,20,20,107,90,26,174,2,40
