State,StateCode,County,CountyCode,BingeDrink,TeenBirths,PrimaryCare,PerHSGrads,PerSingleParentHH,ViolentCrime,UnhealthyFoods,PerFastFood
Idaho,12,Bear Lake,418.12,5,19,138,85,10,108,10,36
Idaho,12,Benewah,419.12,20,53,64,77,33,311,10,46
Idaho,12,Bingham,420.12,11,42,41,80,20,137,3,56
Idaho,12,Blaine,421.12,23,35,163,76,16,289,3,28
Idaho,12,Bonner,422.12,17,30,82,77,27,128,6,33
Idaho,12,Bonneville,423.12,10,48,73,87,20,326,11,46
Idaho,12,Boundary,424.12,17,33,128,76,25,106,6,33
Idaho,12,Butte,425.12,13,37,108,24,25,400,8,50
Idaho,12,Canyon,426.12,13,68,54,73,26,282,18,57
Idaho,12,Caribou,427.12,7,29,29,91,15,83,9,60
Idaho,12,Cassia,428.12,10,53,98,87,20,192,8,54
Idaho,12,Clearwater,429.12,13,38,245,95,25,380,4,29
Idaho,12,Elmore,430.12,18,62,76,72,21,189,5,41
Idaho,12,Franklin,431.12,5,26,48,94,12,104,27,40
Idaho,12,Fremont,432.12,10,42,100,72,11,88,2,38
Idaho,12,Gem,433.12,12,48,97,75,26,192,26,57
Idaho,12,Gooding,434.12,13,62,69,79,22,207,5,40
Idaho,12,Idaho,435.12,20,31,104,84,34,168,14,23
Idaho,12,Jefferson,436.12,10,32,17,87,13,132,31,48
Idaho,12,Jerome,437.12,14,70,97,82,26,174,6,53
Idaho,12,Kootenai,438.12,16,33,112,74,27,346,16,46
Idaho,12,Latah,439.12,22,9,103,82,23,114,3,47
Idaho,12,Lemhi,440.12,15,25,51,72,39,102,14,29
Idaho,12,Lincoln,441.12,24,56,43,86,24,101,41,20
Idaho,12,Madison,442.12,2,10,68,100,7,63,0,70
Idaho,12,Minidoka,443.12,13,68,32,73,25,203,3,36
Idaho,12,Nez Perce,444.12,17,38,100,83,31,120,11,48
Idaho,12,Oneida,445.12,5,24,24,96,17,169,5,50
Idaho,12,Owyhee,446.12,8,56,18,83,20,198,26,47
Idaho,12,Payette,447.12,14,48,35,75,28,155,3,43
Idaho,12,Power,448.12,11,46,39,87,11,124,24,13
Idaho,12,Shoshone,449.12,20,48,117,77,34,225,2,27
Idaho,12,Teton,450.12,16,29,111,83,14,73,4,32
Idaho,12,Twin Falls,451.12,13,52,82,76,27,284,1,49
Idaho,12,Valley,452.12,19,38,291,71,18,321,2,23
Idaho,12,Washington,453.12,11,42,40,91,26,124,8,27
Illinois,13,Adams,454.13,19,38,124,89,29,363,1,39
Illinois,13,Boone,455.13,17,36,76,75,24,154,8,60
Illinois,13,Bureau,456.13,16,29,75,84,29,128,3,25
Illinois,13,Champaign,457.13,14,23,167,86,36,736,6,49
Illinois,13,Christian,458.13,12,49,70,83,36,370,1,41
Illinois,13,Clinton,459.13,20,31,66,83,24,83,11,42
Illinois,13,Coles,460.13,15,26,86,87,29,307,1,51
Illinois,13,Cook,461.13,20,49,161,82,37,782,1,53
Illinois,13,DeKalb,462.13,21,17,42,86,22,248,16,52
Illinois,13,Douglas,463.13,10,39,73,85,22,291,2,41
Illinois,13,DuPage,464.13,19,17,191,92,18,111,3,53
Illinois,13,Edgar,465.13,7,48,43,82,36,450,8,50
Illinois,13,Ford,466.13,8,35,129,83,19,309,12,48
Illinois,13,Franklin,467.13,10,52,81,83,42,706,1,44
Illinois,13,Fulton,468.13,14,45,49,85,29,189,4,34
Illinois,13,Grundy,469.13,25,28,54,86,25,154,8,53
Illinois,13,Henry,470.13,19,32,59,82,24,247,11,38
Illinois,13,Iroquois,471.13,18,40,57,84,23,148,4,47
Illinois,13,Jackson,472.13,19,26,189,90,40,652,2,40
Illinois,13,Jo Daviess,473.13,21,24,50,88,23,166,2,24
Illinois,13,Kane,474.13,21,44,63,87,24,266,5,53
Illinois,13,Kankakee,475.13,15,47,66,81,38,369,13,55
Illinois,13,Kendall,476.13,23,22,42,91,18,112,6,51
Illinois,13,Knox,477.13,17,42,116,81,40,404,1,47
Illinois,13,Lake,478.13,16,27,132,86,21,194,4,54
Illinois,13,LaSalle,479.13,24,37,70,83,27,228,1,39
Illinois,13,Livingston,480.13,24,36,69,75,27,148,1,42
Illinois,13,McHenry,481.13,21,21,72,91,18,152,7,48
Illinois,13,McLean,482.13,14,19,88,85,26,477,10,44
Illinois,13,Macon,483.13,17,55,153,79,40,626,8,49
Illinois,13,Macoupin,484.13,20,36,37,87,30,186,15,42
Illinois,13,Madison,485.13,25,41,65,82,32,395,10,51
Illinois,13,Marion,486.13,13,62,63,77,39,342,4,55
Illinois,13,Mason,487.13,10,52,33,79,32,653,2,45
Illinois,13,Massac,488.13,4,65,33,92,22,570,1,41
Illinois,13,Mercer,489.13,17,29,30,82,26,425,18,36
Illinois,13,Ogle,490.13,22,30,103,90,25,97,0,36
Illinois,13,Peoria,491.13,18,51,217,82,41,706,9,44
Illinois,13,Rock Island,492.13,16,51,77,85,37,591,9,51
Illinois,13,St. Clair,493.13,16,53,120,81,44,1191,13,50
Illinois,13,Saline,494.13,4,57,120,78,34,451,1,54
Illinois,13,Sangamon,495.13,19,47,214,83,36,1114,8,49
Illinois,13,Shelby,496.13,9,37,60,87,20,177,8,24
Illinois,13,Stephenson,497.13,19,45,79,80,33,232,0,45
Illinois,13,Tazewell,498.13,14,37,68,86,25,345,12,48
Illinois,13,Vermilion,499.13,19,65,77,81,44,688,15,47
Illinois,13,Wayne,500.13,9,47,55,88,32,470,7,35
Illinois,13,Whiteside,501.13,21,48,76,82,33,235,0,38
Illinois,13,Will,502.13,22,27,59,86,21,203,6,58
Illinois,13,Williamson,503.13,12,45,108,88,33,446,0,47
Illinois,13,Winnebago,504.13,17,52,133,81,38,704,6,50
Illinois,13,Woodford,505.13,19,19,99,87,18,119,9,34
Indiana,14,Adams,506.14001,17,33,70,90,19,53,0,35
Indiana,14,Allen,507.14001,17,47,107,88,33,256,9,47
Indiana,14,Bartholomew,508.14001,13,58,127,84,29,101,12,53
Indiana,14,Benton,509.14001,11,41,23,90,22,92,15,57
Indiana,14,Blackford,510.14001,13,58,91,86,35,82,0,38
Indiana,14,Boone,511.14001,18,27,244,97,18,70,9,40
Indiana,14,Brown,512.14001,13,21,62,89,25,61,23,20
Indiana,14,Carroll,513.14001,10,31,81,89,15,114,14,48
Indiana,14,Clay,514.14001,15,46,71,92,28,454,16,50
Indiana,14,Crawford,515.14001,10,48,100,82,28,442,5,20
Indiana,14,Daviess,516.14001,15,49,53,83,23,114,0,58
Indiana,14,Decatur,517.14001,13,53,56,93,32,189,3,49
Indiana,14,DeKalb,518.14001,13,49,105,88,25,224,0,41
Indiana,14,Delaware,519.14001,14,28,152,93,38,361,11,51
Indiana,14,Dubois,520.14001,22,32,123,90,19,46,1,44
Indiana,14,Elkhart,521.14001,12,61,79,84,31,156,10,47
Indiana,14,Floyd,522.14001,14,40,115,87,37,197,6,63
Indiana,14,Fountain,523.14001,15,47,29,88,30,373,3,38
Indiana,14,Gibson,524.14001,12,38,64,89,23,82,13,52
Indiana,14,Grant,525.14001,12,45,68,82,37,163,0,53
Indiana,14,Greene,526.14001,10,49,46,91,28,54,19,49
Indiana,14,Hamilton,527.14001,17,16,196,90,18,67,5,50
Indiana,14,Hancock,528.14001,19,34,122,91,23,58,9,52
Indiana,14,Harrison,529.14001,21,36,83,90,22,46,19,59
Indiana,14,Hendricks,530.14001,16,23,101,94,21,142,9,51
Indiana,14,Henry,531.14001,10,43,77,82,26,48,0,52
Indiana,14,Howard,532.14001,10,55,95,92,35,284,12,57
Indiana,14,Huntington,533.14001,19,30,98,89,22,115,1,45
Indiana,14,Jackson,534.14001,15,65,100,88,24,272,1,59
Indiana,14,Jasper,535.14001,12,36,95,87,30,1169,17,47
Indiana,14,Jay,536.14001,9,48,71,84,30,98,0,30
Indiana,14,Johnson,537.14001,16,34,118,92,24,219,8,55
Indiana,14,Knox,538.14001,14,41,98,83,35,88,0,43
Indiana,14,Kosciusko,539.14001,12,47,69,83,26,72,1,42
Indiana,14,LaGrange,540.14001,13,32,56,88,16,42,0,22
Indiana,14,Lake,541.14001,18,46,86,80,40,418,9,55
Indiana,14,LaPorte,542.14001,20,52,77,84,35,191,13,47
Indiana,14,Lawrence,543.14001,12,52,76,83,33,106,1,62
Indiana,14,Madison,544.14001,15,51,100,75,38,195,13,45
Indiana,14,Marion,545.14001,16,67,166,81,45,1155,5,55
Indiana,14,Marshall,546.14001,12,42,116,86,24,71,1,57
Indiana,14,Martin,547.14001,17,49,30,79,19,152,1,50
Indiana,14,Miami,548.14001,19,47,53,91,29,106,2,51
Indiana,14,Monroe,549.14001,17,14,115,87,32,302,9,45
Indiana,14,Montgomery,550.14001,13,55,85,94,26,202,1,46
Indiana,14,Morgan,551.14001,19,42,62,88,27,182,13,53
Indiana,14,Newton,552.14001,16,34,14,76,22,57,17,47
Indiana,14,Noble,553.14001,16,52,67,79,25,47,0,45
Indiana,14,Parke,554.14001,14,39,53,84,26,62,5,23
Indiana,14,Perry,555.14001,20,50,101,85,28,126,3,64
Indiana,14,Porter,556.14001,18,24,83,90,27,205,11,49
Indiana,14,Pulaski,557.14001,12,42,87,89,28,147,0,45
Indiana,14,Putnam,558.14001,11,35,73,83,24,114,18,62
Indiana,14,Randolph,559.14001,13,51,54,88,35,87,0,14
Indiana,14,Ripley,560.14001,22,44,29,80,25,81,0,45
Indiana,14,St. Joseph,561.14001,20,42,148,81,35,419,10,47
Indiana,14,Scott,562.14001,6,68,97,76,36,911,0,71
Indiana,14,Shelby,563.14001,14,48,54,89,30,100,13,38
Indiana,14,Starke,564.14001,17,57,60,78,33,199,0,45
Indiana,14,Steuben,565.14001,21,46,87,86,25,76,0,34
Indiana,14,Sullivan,566.14001,15,47,47,86,25,56,22,47
Indiana,14,Tippecanoe,567.14001,18,26,106,83,30,262,10,50
Indiana,14,Tipton,568.14001,9,41,100,90,26,85,18,56
Indiana,14,Vanderburgh,569.14001,16,45,172,88,40,314,5,51
Indiana,14,Vigo,570.14001,17,44,184,85,36,363,13,50
Indiana,14,Wabash,571.14001,20,38,67,85,26,91,0,57
Indiana,14,Warrick,572.14001,15,28,216,87,20,243,10,45
Indiana,14,Washington,573.14001,14,47,72,88,31,204,24,48
Indiana,14,Wayne,574.14001,10,56,90,83,40,241,0,48
Indiana,14,Wells,575.14001,9,26,115,90,22,37,11,56
Indiana,14,White,576.14001,11,46,76,83,28,25,1,37
Indiana,14,Whitley,577.14001,22,34,73,89,20,64,13,48
Iowa,15,Adair,578.15002,16,22,54,97,20,53,3,44
Iowa,15,Adams,579.15002,11,29,124,96,26,238,2,60
Iowa,15,Audubon,580.15002,20,32,33,96,19,77,2,0
Iowa,15,Benton,581.15002,21,18,8,85,20,53,14,36
Iowa,15,Black Hawk,582.15002,20,33,158,85,37,547,11,43
Iowa,15,Boone,583.15002,18,29,65,90,21,312,1,30
Iowa,15,Bremer,584.15002,24,10,89,96,20,399,13,33
Iowa,15,Buchanan,585.15002,23,28,43,96,20,75,2,30
Iowa,15,Buena Vista,586.15002,20,41,87,76,27,229,2,37
Iowa,15,Butler,587.15002,15,24,27,93,22,25,14,7
Iowa,15,Carroll,588.15002,19,25,82,93,27,49,1,45
Iowa,15,Cass,589.15002,15,38,123,89,30,108,7,39
Iowa,15,Cedar,590.15002,23,18,33,92,23,86,2,48
Iowa,15,Cerro Gordo,591.15002,19,32,215,91,33,113,1,45
Iowa,15,Cherokee,592.15002,24,30,70,95,10,120,4,42
Iowa,15,Clarke,593.15002,14,54,22,91,26,140,2,55
Iowa,15,Clay,594.15002,11,33,120,87,30,40,1,54
Iowa,15,Clayton,595.15002,29,23,68,94,20,56,6,32
Iowa,15,Clinton,596.15002,21,44,80,85,33,430,2,43
Iowa,15,Crawford,597.15002,17,38,49,89,28,64,7,39
Iowa,15,Dallas,598.15002,20,24,28,95,20,146,10,43
Iowa,15,Delaware,599.15002,28,24,69,98,18,235,3,29
Iowa,15,Des Moines,600.15002,18,49,96,81,35,547,1,52
Iowa,15,Dickinson,601.15002,20,25,72,92,26,30,1,35
Iowa,15,Dubuque,602.15002,24,26,102,91,24,447,9,47
Iowa,15,Emmet,603.15002,19,32,135,88,25,212,6,38
Iowa,15,Fayette,604.15002,23,31,30,95,21,147,2,30
Iowa,15,Floyd,605.15002,22,34,62,93,23,68,4,32
Iowa,15,Grundy,606.15002,19,15,33,92,18,41,18,8
Iowa,15,Guthrie,607.15002,12,24,55,96,20,12,19,50
Iowa,15,Hamilton,608.15002,14,35,59,93,22,318,3,19
Iowa,15,Hancock,609.15002,15,27,62,89,23,64,4,31
Iowa,15,Hardin,610.15002,16,31,92,91,19,94,4,12
Iowa,15,Harrison,611.15002,17,24,59,92,19,60,18,50
Iowa,15,Henry,612.15002,13,33,60,88,32,272,5,39
Iowa,15,Howard,613.15002,22,29,127,95,19,56,11,15
Iowa,15,Humboldt,614.15002,17,32,42,94,29,38,5,35
Iowa,15,Ida,615.15002,24,29,58,98,28,121,9,23
Iowa,15,Iowa,616.15002,17,20,83,90,21,65,1,39
Iowa,15,Jasper,617.15002,19,36,55,93,32,85,2,61
Iowa,15,Jefferson,618.15002,16,26,97,93,20,162,3,50
Iowa,15,Johnson,619.15002,23,12,340,87,23,318,8,38
Iowa,15,Jones,620.15002,29,34,69,92,25,47,17,30
Iowa,15,Keokuk,621.15002,21,29,28,85,22,3,8,43
Iowa,15,Kossuth,622.15002,22,19,72,93,17,137,14,38
Iowa,15,Lee,623.15002,22,44,85,84,43,588,3,31
Iowa,15,Linn,624.15002,21,30,116,86,28,264,6,50
Iowa,15,Louisa,625.15002,26,44,17,87,26,48,0,38
Iowa,15,Lucas,626.15002,9,37,43,93,18,223,3,33
Iowa,15,Lyon,627.15002,17,16,36,98,13,181,5,31
Iowa,15,Madison,628.15002,15,28,13,97,23,64,11,40
Iowa,15,Mahaska,629.15002,12,39,104,92,29,211,4,56
Iowa,15,Marshall,630.15002,18,64,110,85,24,370,3,48
Iowa,15,Mills,631.15002,23,26,73,92,19,171,14,30
Iowa,15,Mitchell,632.15002,13,19,19,98,13,65,6,33
Iowa,15,Monroe,633.15002,17,40,26,97,15,163,3,42
Iowa,15,Muscatine,634.15002,21,54,73,82,32,377,0,51
Iowa,15,O'Brien,635.15002,19,35,79,91,19,100,6,59
Iowa,15,Palo Alto,636.15002,17,17,43,94,17,96,9,32
Iowa,15,Plymouth,637.15002,25,21,78,95,17,117,2,44
Iowa,15,Pocahontas,638.15002,22,26,27,96,22,18,7,29
Iowa,15,Polk,639.15002,20,44,108,88,29,397,7,48
Iowa,15,Pottawattamie,640.15002,22,45,62,84,35,583,8,58
Iowa,15,Poweshiek,641.15002,18,18,168,96,23,158,4,41
Iowa,15,Sac,642.15002,23,21,78,98,22,39,6,18
Iowa,15,Scott,643.15002,23,44,120,85,33,519,6,50
Iowa,15,Story,644.15002,19,9,104,93,21,290,12,47
Iowa,15,Tama,645.15002,23,41,29,92,33,193,2,40
Iowa,15,Taylor,646.15002,8,26,100,94,24,0,2,50
Iowa,15,Union,647.15002,13,35,82,94,33,189,5,33
Iowa,15,Van Buren,648.15002,14,31,52,97,19,112,34,25
Iowa,15,Wapello,649.15002,12,56,96,84,34,519,2,58
Iowa,15,Warren,650.15002,17,22,38,94,21,159,10,49
Iowa,15,Washington,651.15002,16,31,99,91,23,246,14,30
Iowa,15,Wayne,652.15002,12,52,64,96,22,100,16,25
Iowa,15,Webster,653.15002,18,44,63,89,39,533,2,57
Iowa,15,Winneshiek,654.15002,19,8,145,98,18,51,4,21
Iowa,15,Woodbury,655.15002,20,53,107,84,33,373,11,53
Iowa,15,Worth,656.15002,14,32,100,95,27,35,3,38
Kansas,16,Allen,657.15997,13,53,30,88,26,389,4,32
Kansas,16,Anderson,658.15997,13,41,50,88,19,312,8,20
Kansas,16,Atchison,659.15997,20,42,134,77,32,293,3,48
Kansas,16,Barton,660.15997,16,44,102,89,25,587,3,33
Kansas,16,Bourbon,661.15997,9,69,128,81,25,353,6,55
Kansas,16,Brown,662.15997,13,55,200,87,34,311,2,39
Kansas,16,Butler,663.15997,14,33,80,94,21,269,12,54
Kansas,16,Chase,664.15997,12,44,100,90,20,126,32,0
Kansas,16,Cherokee,665.15997,12,59,43,89,30,203,0,41
Kansas,16,Clay,666.15997,18,32,182,93,25,352,8,21
Kansas,16,Cloud,667.15997,15,36,22,93,26,266,11,35
Kansas,16,Crawford,668.15997,15,47,85,92,29,431,2,38
Kansas,16,Dickinson,669.15997,20,35,125,91,25,229,3,44
Kansas,16,Douglas,670.15997,20,14,104,88,27,413,7,52
Kansas,16,Elk,671.15997,6,51,66,94,27,99,39,50
Kansas,16,Ellis,672.15997,22,27,76,93,20,269,4,56
Kansas,16,Ellsworth,673.15997,13,20,48,95,22,225,9,22
Kansas,16,Finney,674.15997,19,75,51,82,25,511,1,54
Kansas,16,Ford,675.15997,13,75,104,86,26,544,3,34
Kansas,16,Franklin,676.15997,12,50,61,89,25,326,24,50
Kansas,16,Geary,677.15997,13,91,74,84,33,607,0,53
Kansas,16,Grant,678.15997,14,67,68,86,22,228,3,29
Kansas,16,Gray,679.15997,14,42,34,94,18,12,15,25
Kansas,16,Greenwood,680.15997,11,49,59,93,28,236,15,25
Kansas,16,Harvey,681.15997,11,33,148,92,23,345,12,56
Kansas,16,Jackson,682.15997,13,37,113,92,29,302,19,38
Kansas,16,Jefferson,683.15997,19,34,66,96,21,141,18,38
Kansas,16,Johnson,684.15997,18,20,163,95,20,252,2,50
Kansas,16,Kingman,685.15997,13,24,100,91,20,228,11,57
Kansas,16,Labette,686.15997,17,60,101,87,33,521,3,30
Kansas,16,Leavenworth,687.15997,16,34,71,88,26,546,10,56
Kansas,16,Linn,688.15997,8,32,53,95,21,295,20,43
Kansas,16,Lyon,689.15997,12,45,91,92,29,323,2,42
Kansas,16,McPherson,690.15997,13,26,146,93,17,142,3,37
Kansas,16,Marion,691.15997,16,17,66,91,17,137,9,29
Kansas,16,Miami,692.15997,14,31,68,90,23,179,10,45
Kansas,16,Montgomery,693.15997,11,66,58,89,35,430,1,42
Kansas,16,Morris,694.15997,14,31,166,98,28,166,11,36
Kansas,16,Nemaha,695.15997,11,16,139,93,17,167,6,14
Kansas,16,Neosho,696.15997,15,53,87,88,31,278,9,26
Kansas,16,Norton,697.15997,12,24,74,93,23,55,7,50
Kansas,16,Osborne,698.15997,12,34,100,93,19,202,11,13
Kansas,16,Ottawa,699.15997,9,31,134,96,15,202,9,33
Kansas,16,Pawnee,700.15997,11,37,80,88,30,464,4,50
Kansas,16,Phillips,701.15997,19,30,57,98,24,100,13,56
Kansas,16,Pottawatomie,702.15997,13,27,81,92,16,236,7,39
Kansas,16,Pratt,703.15997,13,42,85,95,24,283,4,56
Kansas,16,Reno,704.15997,12,47,104,91,35,471,3,57
Kansas,16,Republic,705.15997,25,35,186,94,17,56,11,60
Kansas,16,Rice,706.15997,9,32,69,94,28,292,6,54
Kansas,16,Riley,707.15997,22,21,113,92,23,329,2,51
Kansas,16,Russell,708.15997,12,35,121,91,26,352,8,33
Kansas,16,Saline,709.15997,15,59,152,86,32,357,1,62
Kansas,16,Scott,710.15997,10,45,155,92,5,235,2,50
Kansas,16,Sedgwick,711.15997,14,57,150,87,33,731,8,55
Kansas,16,Seward,712.15997,9,97,79,86,30,588,2,47
Kansas,16,Shawnee,713.15997,15,54,95,86,39,467,9,55
Kansas,16,Sherman,714.15997,13,46,102,90,29,288,5,50
Kansas,16,Sumner,715.15997,12,39,38,95,22,273,19,54
Kansas,16,Thomas,716.15997,12,30,55,91,26,335,5,50
Kansas,16,Wabaunsee,717.15997,18,25,44,95,19,210,23,11
Kansas,16,Washington,718.15997,23,18,69,97,8,69,18,18
Kansas,16,Wichita,719.15997,12,64,95,87,29,352,40,33
Kansas,16,Wilson,720.15997,14,55,115,90,38,222,4,32
Kansas,16,Woodson,721.15997,10,49,61,95,37,230,6,25
Kansas,16,Wyandotte,722.15997,14,85,126,80,44,695,8,51
Kentucky,17,Adair,723.16998,10,50,84,80,25,80,4,47
Kentucky,17,Allen,724.16998,6,55,37,82,36,75,0,54
Kentucky,17,Anderson,725.16998,12,49,51,89,32,106,1,65
Kentucky,17,Ballard,726.16998,3,45,37,86,20,171,2,17
Kentucky,17,Barren,727.16998,9,64,196,88,29,129,2,60
Kentucky,17,Bath,728.16998,14,78,17,81,33,82,0,67
Kentucky,17,Bell,729.16998,10,69,90,76,36,95,2,69
Kentucky,17,Bourbon,730.16998,6,51,122,79,35,175,19,70
Kentucky,17,Boyle,731.16998,10,48,141,80,37,214,1,51
Kentucky,17,Bracken,732.16998,11,52,35,77,28,52,28,20
Kentucky,17,Breckinridge,733.16998,10,48,63,85,26,53,4,23
Kentucky,17,Bullitt,734.16998,8,35,31,81,30,130,17,70
Kentucky,17,Butler,735.16998,13,53,30,73,27,60,3,55
Kentucky,17,Caldwell,736.16998,15,59,101,84,19,215,0,38
Kentucky,17,Calloway,737.16998,12,26,91,90,24,152,3,42
Kentucky,17,Campbell,738.16998,19,43,106,72,30,255,8,43
Kentucky,17,Carter,739.16998,6,55,52,74,24,76,0,63
Kentucky,17,Christian,740.16998,14,83,63,76,39,287,22,52
Kentucky,17,Clark,741.16998,13,54,87,75,32,147,9,57
Kentucky,17,Clay,742.16998,4,64,67,65,31,50,4,64
Kentucky,17,Crittenden,743.16998,14,49,65,72,23,47,0,50
Kentucky,17,Cumberland,744.16998,3,66,89,70,28,42,1,33
Kentucky,17,Daviess,745.16998,14,54,81,89,35,162,9,54
Kentucky,17,Fayette,746.16998,11,41,214,78,35,662,7,50
Kentucky,17,Fleming,747.16998,7,46,116,69,20,63,4,60
Kentucky,17,Floyd,748.16998,8,68,100,80,37,57,0,63
Kentucky,17,Franklin,749.16998,10,51,59,77,37,257,0,54
Kentucky,17,Grant,750.16998,10,67,71,71,32,50,28,52
Kentucky,17,Graves,751.16998,7,56,61,83,23,154,3,41
Kentucky,17,Grayson,752.16998,5,60,90,81,24,83,10,67
Kentucky,17,Greenup,753.16998,10,46,77,83,26,88,24,63
Kentucky,17,Hardin,754.16998,7,53,92,83,33,383,19,57
Kentucky,17,Harlan,755.16998,3,78,71,65,32,128,0,67
Kentucky,17,Harrison,756.16998,7,67,123,84,28,162,3,59
Kentucky,17,Hart,757.16998,13,59,54,60,31,64,7,29
Kentucky,17,Henderson,758.16998,9,65,79,86,32,171,10,54
Kentucky,17,Hopkins,759.16998,10,66,235,74,38,163,1,48
Kentucky,17,Jackson,760.16998,10,62,15,72,34,35,0,50
Kentucky,17,Jefferson,761.16998,14,51,164,71,41,646,5,55
Kentucky,17,Jessamine,762.16998,11,43,88,75,29,214,13,51
Kentucky,17,Kenton,763.16998,21,53,155,79,29,373,7,40
Kentucky,17,Knott,764.16998,9,46,47,64,41,30,0,75
Kentucky,17,Knox,765.16998,7,88,37,74,37,87,2,61
Kentucky,17,Larue,766.16998,14,53,15,83,31,73,29,64
Kentucky,17,Laurel,767.16998,6,68,77,74,31,86,0,57
Kentucky,17,Lawrence,768.16998,5,57,61,58,31,65,5,64
Kentucky,17,Letcher,769.16998,8,61,97,70,29,46,0,79
Kentucky,17,Lewis,770.16998,11,75,29,84,25,74,6,50
Kentucky,17,Lincoln,771.16998,5,69,96,82,28,69,2,60
Kentucky,17,Logan,772.16998,13,67,37,85,28,195,2,46
Kentucky,17,Lyon,773.16998,5,41,48,90,27,76,0,33
Kentucky,17,McCracken,774.16998,11,52,119,77,34,340,0,53
Kentucky,17,McCreary,775.16998,11,74,56,73,36,52,2,69
Kentucky,17,McLean,776.16998,12,55,21,92,35,47,29,46
Kentucky,17,Madison,777.16998,6,33,77,77,33,204,0,59
Kentucky,17,Marion,778.16998,12,57,72,84,34,143,1,54
Kentucky,17,Martin,779.16998,9,69,61,69,30,52,0,67
Kentucky,17,Mason,780.16998,12,68,167,83,36,240,1,50
Kentucky,17,Meade,781.16998,9,39,33,87,25,65,32,50
Kentucky,17,Mercer,782.16998,9,59,55,82,26,117,0,50
Kentucky,17,Metcalfe,783.16998,12,63,49,63,29,48,2,38
Kentucky,17,Monroe,784.16998,11,63,70,83,41,74,2,50
Kentucky,17,Montgomery,785.16998,10,74,78,68,31,185,0,63
Kentucky,17,Muhlenberg,786.16998,11,59,64,77,29,65,0,58
Kentucky,17,Nelson,787.16998,19,50,60,100,29,145,20,53
Kentucky,17,Ohio,788.16998,8,66,42,83,29,82,4,52
Kentucky,17,Oldham,789.16998,16,17,78,94,18,81,9,59
Kentucky,17,Owen,790.16998,7,59,70,72,28,43,3,56
Kentucky,17,Pendleton,791.16998,10,46,27,73,25,72,29,43
Kentucky,17,Perry,792.16998,9,65,158,84,43,99,1,63
Kentucky,17,Pike,793.16998,7,56,93,76,27,55,0,62
Kentucky,17,Pulaski,794.16998,6,67,114,80,31,135,2,52
Kentucky,17,Rockcastle,795.16998,10,62,102,83,24,87,0,41
Kentucky,17,Rowan,796.16998,10,23,159,74,35,132,1,66
Kentucky,17,Russell,797.16998,6,77,116,83,29,94,2,46
Kentucky,17,Scott,798.16998,11,42,87,78,27,213,12,52
Kentucky,17,Shelby,799.16998,11,49,75,76,27,191,15,63
Kentucky,17,Simpson,800.16998,9,70,82,75,34,234,0,57
Kentucky,17,Spencer,801.16998,18,26,74,82,20,55,21,89
Kentucky,17,Taylor,802.16998,8,52,91,89,41,197,1,63
Kentucky,17,Todd,803.16998,8,42,49,85,29,69,3,63
Kentucky,17,Trigg,804.16998,13,48,45,83,25,106,26,50
Kentucky,17,Union,805.16998,10,50,53,76,31,125,0,50
Kentucky,17,Warren,806.16998,11,38,112,85,33,342,12,50
Kentucky,17,Washington,807.16998,10,44,44,81,27,100,4,62
Kentucky,17,Wayne,808.16998,6,76,44,77,27,100,2,68
Kentucky,17,Whitley,809.16998,7,62,111,81,34,142,1,67
Louisiana,18,Acadia,810.17999,17,67,65,68,37,435,1,63
Louisiana,18,Allen,811.17999,10,76,78,72,30,243,11,56
Louisiana,18,Ascension,812.17999,21,45,71,76,27,429,23,59
Louisiana,18,Assumption,813.17999,11,48,48,57,39,585,0,83
Louisiana,18,Avoyelles,814.17999,11,79,80,53,48,392,3,67
Louisiana,18,Beauregard,815.17999,13,58,77,85,32,276,13,65
Louisiana,18,Bienville,816.17999,18,65,20,86,43,226,11,59
Louisiana,18,Bossier,817.17999,16,55,77,76,33,1121,16,55
Louisiana,18,Caddo,818.17999,13,67,222,58,54,851,21,58
Louisiana,18,Caldwell,819.17999,13,60,58,82,34,409,3,56
Louisiana,18,Cameron,820.17999,15,27,100,84,16,619,32,50
Louisiana,18,Catahoula,821.17999,8,76,57,69,38,1466,9,83
Louisiana,18,East Baton Rouge,822.17999,15,43,146,63,47,838,14,56
Louisiana,18,East Carroll,823.17999,8,82,49,67,69,751,4,60
Louisiana,18,East Feliciana,824.17999,9,56,57,64,42,400,43,67
Louisiana,18,Evangeline,825.17999,16,70,76,55,36,351,1,67
Louisiana,18,Franklin,826.17999,12,80,45,60,50,93,4,67
Louisiana,18,Grant,827.17999,14,62,20,70,33,109,41,100
Louisiana,18,Iberia,828.17999,14,71,95,77,48,576,0,66
Louisiana,18,Jackson,829.17999,9,63,33,73,30,61,9,77
Louisiana,18,Jefferson,830.17999,15,48,149,62,39,678,8,49
Louisiana,18,Jefferson Davis,831.17999,16,63,84,85,33,514,1,74
Louisiana,18,Lafayette,832.17999,22,44,183,71,37,885,14,51
Louisiana,18,Lafourche,833.17999,16,47,91,72,34,265,24,53
Louisiana,18,Lincoln,834.17999,13,30,96,73,46,500,1,56
Louisiana,18,Livingston,835.17999,17,52,32,75,30,480,25,58
Louisiana,18,Madison,836.17999,11,90,68,65,64,1113,1,55
Louisiana,18,Morehouse,837.17999,6,68,81,55,52,470,5,68
